Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
Z,-0.05,-0.36,0.75,18.31,-9.64,4.09
Z,-0.01,-0.59,0.71,30.27,-25.09,26.49
Z,0.11,-0.55,0.73,20.69,-46.39,76.11
Z,0.09,-0.57,0.86,19.53,-60.24,104.92
Z,0.10,0.11,0.94,14.22,-61.22,171.02
Z,0.07,0.70,1.09,31.13,-53.77,162.84
Z,0.07,0.94,1.22,18.37,-46.69,129.09
Z,0.03,0.76,1.20,45.41,-16.97,81.48
Z,0.05,0.72,1.10,38.70,-3.91,67.02
Z,0.05,0.79,0.92,42.97,2.56,57.07
Z,0.07,0.83,0.91,32.10,-10.01,36.68
Z,0.10,0.84,0.92,28.75,-8.42,24.54
Z,0.13,0.89,0.82,9.46,-5.92,5.92
Z,0.15,0.86,0.73,5.62,-12.45,-18.62
Z,0.15,0.89,0.66,-5.43,-16.11,-26.92
Z,0.15,1.02,0.54,-45.96,-34.06,-45.96
Z,0.13,0.85,0.53,-52.67,-47.24,-76.35
Z,0.21,0.62,0.41,-64.76,-66.41,-104.74
Z,0.24,-0.06,0.94,-38.27,-120.24,-136.78
Z,0.26,-0.40,1.15,-37.66,-101.99,-114.50
Z,0.30,-0.55,1.16,-44.25,-67.75,-64.88
Z,0.32,-0.29,1.08,-46.45,-49.26,-22.28
Z,0.29,-0.25,1.23,-27.16,-46.94,-19.84
Z,0.31,-0.19,1.22,-9.95,-21.48,-8.61
Z,0.29,-0.03,1.10,-24.60,-8.24,4.88
Z,0.25,0.03,1.09,-21.42,-2.08,3.72
Z,0.25,0.04,0.96,-8.48,3.66,-0.18
Z,0.24,0.05,0.97,-0.18,-0.61,3.30
Z,0.23,0.11,0.97,-6.04,2.50,6.16
Z,0.24,0.12,0.90,-0.18,3.85,7.20
Z,0.25,0.16,0.97,1.40,-0.31,5.68
Z,0.28,0.11,1.03,4.82,3.30,4.64
Z,0.27,0.16,1.03,3.23,7.20,8.54
Z,0.27,0.17,1.19,22.77,6.84,-7.02
Z,0.27,0.10,1.38,35.89,26.86,-16.42
Z,0.21,-0.08,1.53,47.55,48.89,-25.21
Z,0.16,0.10,1.49,31.37,101.87,-1.53
Z,0.11,0.07,1.35,47.36,126.65,-13.24
Z,0.04,-0.14,1.29,29.54,152.77,-13.67
Z,-0.05,-0.12,0.78,57.19,182.07,4.09
Z,-0.16,0.01,0.56,31.86,148.07,38.57
Z,-0.20,0.20,0.83,-16.36,80.69,63.11
Z,-0.20,0.21,0.50,-42.85,86.55,81.79
Z,-0.15,0.27,0.44,-39.61,49.44,88.38
Z,-0.19,0.39,0.56,-38.21,11.29,78.12
Z,-0.15,0.51,0.70,12.33,-3.05,69.76
Z,-0.10,0.48,0.75,48.10,1.65,27.47
Z,-0.10,0.44,0.64,38.57,2.20,24.11
Z,-0.07,0.53,0.65,38.27,-9.46,24.41
Z,-0.03,0.63,0.68,16.30,-22.16,22.40
Z,-0.00,0.97,0.70,7.26,-30.94,19.29
Z,-0.00,1.11,0.69,3.91,-39.92,-13.12
Z,-0.04,1.01,0.70,-9.22,-43.58,-64.03
Z,-0.06,0.95,0.64,-24.66,-49.19,-91.19
Z,-0.11,0.64,0.96,-23.25,-63.66,-124.02
Z,-0.04,0.46,0.81,-51.15,-38.33,-159.97
Z,-0.00,0.09,0.79,-62.93,-49.07,-173.89
Z,-0.08,-0.50,1.05,-55.60,-23.01,-164.12
Z,-0.03,-0.38,0.90,-61.46,2.62,-111.69
Z,0.03,-0.40,1.13,-41.38,-23.44,-88.56
Z,-0.05,-0.54,1.13,-1.28,-22.34,-43.82
Z,-0.06,-0.32,1.08,-13.00,-10.93,-20.75
Z,-0.11,-0.17,1.02,-5.49,-6.96,-18.19
Z,-0.11,-0.15,0.94,-4.33,1.04,-9.70
Z,-0.13,-0.14,0.87,-7.32,0.00,-6.41
Z,-0.11,-0.21,0.86,2.08,-14.40,-2.50
Z,-0.07,-0.25,0.78,17.40,-17.21,3.78
Z,-0.07,-0.25,0.75,18.07,-19.41,15.50
Z,-0.01,-0.33,0.71,19.41,-31.86,26.43
Z,0.05,-0.50,0.69,26.73,-35.95,38.27
Z,0.06,-0.34,0.73,25.57,-47.36,82.28
Z,0.12,-0.23,0.97,35.22,-63.05,109.38
Z,0.14,-0.16,1.03,38.57,-55.42,121.34
Z,0.13,0.28,1.01,48.77,-38.82,146.79
Z,0.17,0.80,1.16,44.01,-54.50,127.20
Z,0.11,0.64,1.29,59.14,-46.45,81.24
Z,0.14,0.72,1.15,48.89,-9.34,72.45
Z,0.14,0.81,1.01,32.35,-5.98,59.57
Z,0.09,0.78,1.08,16.48,-15.14,29.54
Z,0.11,0.66,0.97,5.00,-2.75,5.80
Z,0.13,0.62,0.93,-2.26,-2.08,-1.16
Z,0.14,0.65,0.84,-17.15,-3.23,-9.16
Z,0.12,0.87,0.73,-33.45,-10.13,-25.63
Z,0.16,0.94,0.64,-41.56,-17.94,-50.72
Z,0.15,0.80,0.61,-63.60,-41.69,-108.34
Z,0.10,0.69,0.77,-64.39,-52.92,-126.10
Z,0.23,0.19,0.82,-41.75,-50.90,-156.80
Z,0.36,-0.46,0.85,-36.19,-49.50,-146.73
Z,0.40,-0.77,1.04,-22.40,-56.70,-110.84
Z,0.43,-0.51,1.17,-29.48,-40.28,-41.56
Z,0.34,-0.37,1.29,-9.40,-29.30,-29.54
Z,0.31,-0.17,1.15,-11.41,-7.20,-15.62
Z,0.22,-0.09,1.10,-7.87,-4.76,-13.31
Z,0.22,-0.03,1.00,-14.28,-4.52,-3.17
Z,0.20,-0.08,1.01,-10.86,-5.25,-1.89
Z,0.18,0.08,0.95,-12.39,-1.89,8.54
Z,0.17,0.11,0.97,-3.85,-5.74,3.66
Z,0.20,0.06,0.95,6.71,-4.76,0.18
Z,0.26,-0.04,1.06,16.42,-7.51,0.92
Z,0.31,-0.03,1.21,15.75,-0.92,9.34
Z,0.30,-0.14,1.55,25.94,30.52,7.93
Z,0.26,-0.12,1.32,3.30,68.05,22.22
Z,0.26,-0.19,1.60,41.38,75.13,22.28
Z,0.12,-0.09,1.40,16.66,138.61,40.10
Z,0.05,-0.07,1.08,5.86,160.52,47.36
Z,-0.11,-0.06,0.85,14.34,128.05,75.93
Z,-0.11,0.16,0.78,29.17,101.44,98.82
Z,-0.11,0.25,0.69,28.69,86.06,98.51
Z,-0.12,0.35,0.59,30.94,62.07,78.19
Z,-0.11,0.26,0.57,33.94,43.33,59.94
Z,-0.11,0.28,0.45,9.70,24.17,61.58
Z,-0.08,0.47,0.51,4.94,-3.78,64.70
Z,-0.05,0.46,0.61,21.12,-18.74,50.48
Z,-0.02,0.67,0.59,11.66,-19.10,46.69
Z,-0.00,0.76,0.69,14.10,-34.06,18.19
Z,-0.01,0.85,0.72,8.85,-35.64,8.54
Z,-0.00,1.22,0.82,-26.43,-37.66,-12.70
Z,-0.03,1.13,0.75,-42.66,-37.54,-65.49
Z,-0.02,0.88,0.72,-55.18,-51.21,-127.14
Z,0.03,0.53,1.07,-28.08,-64.58,-176.03
Z,0.07,0.21,1.12,-38.57,-42.54,-189.21
Z,0.10,-0.48,0.99,-42.05,-12.21,-170.90
Z,0.14,-0.61,0.97,-40.34,-13.85,-112.92
Z,0.07,-0.63,1.04,-21.73,-18.25,-88.20
Z,0.04,-0.50,1.15,-8.06,-14.65,-49.13
Z,-0.03,-0.38,1.09,-19.17,9.03,-22.22
Z,-0.06,-0.30,0.97,-18.86,16.30,-10.19
Z,-0.08,-0.19,0.99,-8.61,2.56,-0.73
Z,-0.11,-0.13,0.98,-10.38,-1.46,3.17
Z,-0.12,-0.06,0.94,-6.71,-3.72,7.63
Z,-0.14,0.04,0.99,4.15,-7.02,6.77
Z,-0.13,0.01,0.98,11.11,-2.87,5.19
Z,-0.12,0.03,0.89,4.03,1.53,6.10
Z,-0.10,-0.03,0.87,7.75,-5.49,1.65
Z,-0.07,-0.09,0.83,9.34,-10.07,3.30
Z,-0.03,-0.10,0.78,6.90,-17.15,9.52
Z,0.04,-0.17,0.72,15.01,-22.71,9.03
Z,0.14,-0.37,0.68,28.38,-34.67,14.59
Z,0.12,-0.33,0.52,11.41,-33.14,50.84
Z,0.16,-0.12,0.51,1.28,-50.72,70.31
Z,0.20,-0.39,0.74,29.48,-87.16,53.41
Z,0.17,-0.39,0.93,41.69,-86.12,78.06
Z,0.19,0.04,0.96,18.62,-76.66,121.09
Z,0.14,0.66,1.19,24.78,-89.11,134.58
Z,0.16,0.85,1.40,52.86,-84.66,105.04
Z,0.21,0.67,1.40,52.98,-46.14,45.23
Z,0.22,0.68,1.30,27.53,-15.14,40.22
Z,0.21,0.73,1.17,11.72,-6.29,28.75
Z,0.24,0.40,1.19,19.78,-14.10,-12.45
Z,0.27,0.25,1.12,20.57,-6.41,-12.57
Z,0.25,0.25,1.00,7.32,4.33,-0.98
Z,0.19,0.28,0.85,-8.91,9.03,4.58
Z,0.20,0.45,0.77,-12.76,4.70,6.65
Z,0.20,0.77,0.88,-20.39,-8.97,-5.31
Z,0.19,1.03,0.78,-43.95,-4.46,-33.08
Z,0.19,1.03,0.70,-50.17,-12.27,-69.15
Z,0.27,0.83,0.69,-55.97,-27.83,-124.69
Z,0.34,0.22,0.82,-40.65,-41.69,-164.79
Z,0.49,-0.32,0.80,-58.47,-30.15,-137.76
Z,0.48,-0.78,1.00,-22.16,-43.46,-105.96
Z,0.48,-0.61,1.08,-15.26,-30.58,-58.96
Z,0.39,-0.47,1.10,-6.71,-17.76,-35.95
Z,0.36,-0.18,1.02,-13.55,-8.97,-13.61
Z,0.33,-0.16,1.09,-11.54,-11.35,-15.69
Z,0.30,-0.16,0.97,-13.73,0.49,-8.36
Z,0.27,-0.10,0.93,-13.92,-2.81,1.16
Z,0.27,0.02,0.93,-16.85,-6.23,4.82
Z,0.26,0.00,0.91,-6.71,-7.51,0.12
Z,0.29,0.01,0.89,0.43,-8.30,1.22
Z,0.33,0.03,0.95,4.64,-14.10,0.79
Z,0.39,-0.04,1.02,13.24,-10.68,0.43
Z,0.46,-0.21,1.10,21.91,-8.18,-0.55
Z,0.56,-0.49,1.32,28.14,-10.80,11.41
Z,0.55,-0.43,1.50,23.38,8.67,40.16
Z,0.34,-0.40,1.51,43.76,57.56,54.57
Z,0.21,-0.11,1.34,50.17,97.41,91.86
Z,0.11,0.24,1.33,47.06,107.36,102.97
Z,0.01,0.56,1.16,51.57,125.43,77.45
Z,-0.03,0.36,0.94,58.23,125.37,33.75
Z,-0.06,0.31,0.82,50.54,115.60,25.51
Z,-0.06,0.33,0.67,37.17,103.82,26.61
Z,-0.09,0.23,0.58,33.33,87.28,23.07
Z,-0.09,0.25,0.48,22.58,69.58,36.01
Z,0.00,0.25,0.46,34.61,32.10,37.84
Z,0.02,0.31,0.69,31.68,5.43,32.84
Z,0.00,0.35,0.74,3.97,8.73,25.09
Z,-0.02,0.48,0.57,-1.77,9.83,20.45
Z,-0.03,0.56,0.55,14.16,-3.17,16.85
Z,0.01,0.72,0.64,15.20,-23.93,7.57
Z,-0.00,0.91,0.69,-6.96,-32.10,-1.10
Z,-0.05,0.95,0.74,-35.16,-37.48,-41.44
Z,-0.10,0.81,0.75,-37.96,-35.16,-83.07
Z,-0.10,0.75,0.72,-46.20,-33.69,-98.94
Z,-0.08,0.34,0.98,-38.39,-48.16,-133.97
Z,-0.03,0.03,1.14,-49.68,-25.15,-122.99
Z,0.03,-0.18,1.05,-46.08,-2.26,-117.68
Z,0.07,-0.60,0.97,-13.06,4.33,-104.61
Z,0.05,-0.61,1.04,-10.74,1.40,-70.01
Z,-0.01,-0.35,1.00,-27.10,2.20,-24.17
Z,-0.09,-0.17,1.02,-11.11,2.44,-20.81
Z,-0.10,-0.07,0.94,-13.92,6.90,-19.41
Z,-0.09,-0.23,0.95,-10.80,-8.36,-29.17
Z,-0.07,-0.26,0.88,-13.92,-9.03,-11.35
Z,-0.05,-0.25,0.88,1.46,-13.43,-4.46
Z,-0.04,-0.21,0.76,1.77,-11.23,10.93
Z,-0.02,-0.25,0.68,10.86,-19.96,14.22
Z,0.07,-0.43,0.68,29.36,-38.94,18.98
Z,0.10,-0.47,0.66,28.81,-47.73,49.50
Z,0.13,-0.24,0.63,15.01,-53.47,77.94
Z,0.16,-0.35,0.78,44.25,-84.96,70.74
Z,0.19,-0.05,0.95,27.22,-76.66,117.92
Z,0.23,0.46,0.99,3.85,-77.33,133.79
Z,0.12,0.33,1.20,56.21,-77.21,76.23
Z,0.14,0.39,1.22,55.18,-60.12,88.50
Z,0.21,0.63,1.23,42.54,-38.21,96.13
Z,0.21,0.72,1.20,31.07,-20.94,71.29
Z,0.22,0.75,1.12,23.13,-10.19,52.19
Z,0.26,0.83,1.07,14.22,-10.74,27.71
Z,0.25,0.77,1.02,-3.60,-6.65,-4.88
Z,0.24,0.81,0.81,-21.61,2.32,-13.92
Z,0.23,0.91,0.74,-46.45,-12.39,-42.11
Z,0.24,0.92,0.69,-70.37,-18.55,-72.33
Z,0.25,0.68,0.63,-71.17,-32.84,-135.50
Z,0.28,0.18,0.72,-49.13,-51.15,-168.70
Z,0.34,-0.35,0.85,-44.07,-59.08,-162.48
Z,0.49,-0.42,0.86,-52.12,-45.29,-95.15
Z,0.56,-0.54,1.36,-0.37,-52.25,-83.31
Z,0.54,-0.63,1.31,-3.11,-19.53,-61.89
Z,0.47,-0.42,1.05,-10.50,2.93,-22.22
Z,0.40,-0.24,1.03,-13.31,4.33,-6.90
Z,0.31,-0.15,0.97,-8.12,8.06,-1.71
Z,0.27,0.03,0.89,-16.17,-0.92,6.53
Z,0.27,0.05,0.96,-14.95,-10.50,-0.85
Z,0.27,-0.06,0.95,-9.46,-9.46,-6.23
Z,0.28,0.06,0.88,-10.93,-0.79,10.38
Z,0.28,0.09,0.94,3.36,-7.69,4.52
Z,0.29,0.04,0.92,8.06,-5.43,1.71
Z,0.31,0.08,0.92,10.93,-1.89,3.42
Z,0.28,0.05,0.94,6.29,-6.90,1.89
Z,0.30,0.07,0.92,1.40,-6.23,7.32
Z,0.31,0.06,0.93,2.75,-7.93,5.98
Z,0.38,-0.06,1.07,7.57,-15.50,0.92
Z,0.46,-0.21,1.13,9.89,-14.59,4.21
Z,0.51,-0.28,1.46,23.32,-3.60,25.63
Z,0.50,-0.34,1.68,37.90,29.85,38.02
Z,0.46,-0.44,1.64,46.08,81.67,42.48
Z,0.35,-0.02,1.21,9.40,147.03,78.80
Z,0.10,-0.16,0.98,54.57,111.82,45.90
Z,-0.01,0.06,1.01,16.30,106.26,70.80
Z,-0.01,0.20,1.09,5.43,95.09,68.91
Z,-0.12,0.20,0.97,10.44,106.81,58.23
Z,-0.13,0.23,0.66,13.06,96.07,46.33
Z,-0.14,0.10,0.51,-1.22,65.00,40.95
Z,-0.16,0.21,0.48,-15.20,46.75,49.19
Z,-0.12,0.21,0.49,-9.83,20.08,48.71
Z,-0.04,0.32,0.53,8.18,-7.02,42.18
Z,-0.00,0.32,0.61,18.98,-19.90,37.05
Z,0.07,0.48,0.75,21.36,-33.14,30.88
Z,0.07,0.63,0.84,23.32,-35.95,19.10
Z,0.04,0.81,0.84,13.67,-33.39,-3.48
Z,-0.02,0.78,0.88,-4.76,-35.16,-38.45
Z,-0.06,0.78,0.85,-13.92,-30.94,-50.90
Z,-0.04,0.67,0.96,-13.37,-41.50,-86.06
Z,0.03,0.50,1.03,-29.79,-23.44,-97.41
Z,0.04,0.45,1.01,-37.66,-20.94,-111.27
Z,0.17,-0.17,1.00,-16.54,-18.98,-138.00
Z,0.18,-0.56,1.07,-11.96,-19.65,-130.07
Z,0.11,-0.56,1.17,-22.28,-2.75,-74.52
Z,0.09,-0.48,0.93,-10.68,18.13,-46.75
Z,0.04,-0.51,0.94,1.34,9.64,-37.48
Z,-0.03,-0.34,0.90,-17.40,7.32,-12.15
Z,-0.01,-0.20,0.94,-12.63,-4.70,-11.41
Z,0.01,-0.24,0.90,-10.56,-2.87,-15.93
Z,0.02,-0.27,0.82,-5.62,-6.77,-5.19
Z,0.02,-0.26,0.73,-1.71,-11.60,0.06
Z,0.01,-0.31,0.68,11.90,-20.94,6.77
Z,0.08,-0.27,0.64,15.56,-30.94,20.94
Z,0.15,-0.40,0.62,23.99,-41.14,27.65
Z,0.20,-0.36,0.74,21.12,-59.57,58.04
Z,0.22,-0.01,0.72,9.89,-69.34,82.34
Z,0.18,0.08,0.81,24.78,-84.90,72.94
Z,0.14,0.02,1.04,37.78,-90.45,69.52
Z,0.20,0.18,1.17,35.77,-84.41,79.83
Z,0.21,0.19,1.23,41.44,-64.09,66.28
Z,0.23,0.21,1.09,49.74,-42.54,62.07
Z,0.26,0.43,1.13,40.95,-45.35,73.24
Z,0.27,0.55,1.23,24.72,-44.01,47.91
Z,0.30,0.43,1.16,26.73,-23.44,23.01
Z,0.32,0.45,1.09,24.54,-15.56,21.97
Z,0.30,0.70,1.09,-1.40,-15.20,18.55
Z,0.28,0.81,1.07,-19.53,-10.07,1.10
Z,0.30,0.90,0.89,-40.77,-1.46,-31.19
Z,0.27,0.77,0.80,-48.95,-5.98,-75.01
Z,0.31,0.58,0.75,-53.89,-6.96,-101.44
Z,0.42,0.13,0.70,-63.23,-20.81,-120.42
Z,0.44,-0.28,0.87,-55.11,-37.23,-117.00
Z,0.48,-0.47,1.07,-26.73,-29.72,-100.83
Z,0.47,-0.57,0.97,-9.77,-0.98,-64.76
Z,0.45,-0.42,0.91,-22.89,-1.10,-36.32
Z,0.42,-0.36,0.98,-8.00,-11.72,-33.81
Z,0.39,-0.38,0.97,-2.62,-4.09,-13.85
Z,0.36,-0.16,0.96,-18.68,-1.77,5.43
Z,0.35,-0.06,0.93,-18.07,-2.38,0.85
Z,0.32,-0.15,0.92,-5.92,-4.03,-1.10
Z,0.32,-0.06,0.89,-13.67,-2.26,9.77
Z,0.33,-0.00,0.92,0.79,-9.46,3.85
Z,0.34,-0.00,0.88,8.97,-8.12,-0.06
Z,0.40,0.00,0.77,17.03,-20.75,-8.61
Z,0.32,-0.06,1.08,49.87,-36.25,-6.41
Z,0.37,0.09,1.11,10.07,-14.77,17.21
Z,0.59,-0.09,1.00,60.30,25.51,-54.75
Z,0.54,-0.22,1.05,31.07,27.59,-53.47
Z,0.28,-0.05,1.32,50.05,-12.45,-12.57
Z,0.53,0.05,1.57,71.78,20.75,0.06
Z,0.37,0.01,1.59,63.11,57.98,18.43
Z,0.12,0.13,1.12,-3.91,146.85,64.58
Z,0.17,0.03,0.96,33.33,121.64,72.57
Z,0.18,0.13,0.89,81.42,73.30,48.71
Z,0.11,0.24,1.01,67.44,45.65,23.56
Z,0.10,0.19,0.90,44.07,87.77,18.55
Z,0.09,0.10,0.67,22.77,90.27,25.15
Z,0.03,0.11,0.72,0.61,52.92,40.71
Z,0.02,0.24,0.68,-12.21,55.18,52.37
Z,0.06,0.28,0.63,13.24,40.47,35.64
Z,0.05,0.25,0.89,33.69,28.26,24.78
Z,0.02,0.40,0.71,10.68,44.19,41.26
Z,-0.05,0.73,0.57,14.53,29.60,37.29
Z,-0.04,0.96,0.51,13.43,20.57,24.96
Z,-0.07,0.98,0.67,12.39,-14.16,-22.77
Z,-0.08,0.84,0.52,-18.92,-10.56,-43.95
Z,-0.06,0.86,0.49,-21.73,-23.68,-56.34
Z,-0.06,0.75,0.71,-25.70,-47.18,-89.29
Z,-0.01,0.35,0.79,-33.81,-55.60,-115.97
Z,0.01,0.31,0.77,-52.86,-50.42,-105.41
Z,0.14,0.14,1.04,-29.24,-68.48,-126.77
Z,0.15,-0.40,1.15,-21.85,-50.17,-124.76
Z,0.13,-0.37,1.14,-34.91,-26.43,-79.47
Z,0.12,-0.29,1.11,-24.72,-12.82,-54.69
Z,0.09,-0.40,1.10,-9.70,-10.56,-49.80
Z,0.04,-0.35,1.10,-17.82,-1.40,-21.61
Z,0.01,-0.21,0.96,-24.29,10.44,0.00
Z,0.02,-0.12,0.89,-21.48,9.64,4.58
Z,0.01,-0.15,0.91,-0.31,-4.76,3.78
Z,0.02,-0.13,0.83,-2.56,-2.56,15.38
Z,0.02,-0.05,0.63,-1.34,-5.13,20.57
Z,0.08,-0.35,0.69,28.20,-33.69,12.39
Z,0.11,-0.45,0.69,26.18,-34.42,34.91
Z,0.18,-0.28,0.65,23.56,-39.73,64.94
Z,0.22,-0.19,0.80,37.96,-61.10,76.17
Z,0.21,-0.12,0.90,43.70,-66.65,86.98
Z,0.23,0.42,0.93,18.37,-59.63,117.55
Z,0.23,0.57,1.10,38.88,-71.96,90.21
Z,0.23,0.49,1.32,58.04,-60.00,58.72
Z,0.23,0.50,1.23,34.55,-30.76,58.29
Z,0.22,0.64,1.22,18.86,-19.65,61.71
Z,0.26,0.67,1.14,16.30,-3.42,35.64
Z,0.24,0.33,1.02,29.79,-5.80,3.85
Z,0.24,0.48,1.01,1.46,1.77,24.78
Z,0.23,0.82,0.80,-26.86,10.80,24.17
Z,0.21,0.82,0.75,-24.72,1.22,-4.21
Z,0.20,0.82,0.64,-45.90,-11.47,-34.18
Z,0.20,0.65,0.69,-42.11,-28.81,-72.45
Z,0.26,0.68,0.68,-59.81,-26.98,-80.26
Z,0.42,0.31,0.79,-34.36,-49.99,-131.23
Z,0.55,-0.41,0.97,-24.78,-77.03,-145.02
Z,0.55,-0.58,1.22,-26.79,-71.84,-111.39
Z,0.49,-0.55,1.23,-22.95,-24.23,-53.10
Z,0.43,-0.23,1.05,-29.17,6.10,-13.06
Z,0.40,-0.18,1.00,-14.47,0.98,-16.66
Z,0.36,-0.24,1.03,-0.79,-5.31,-14.77
Z,0.33,-0.11,1.00,-11.90,4.64,3.54
Z,0.29,0.10,0.92,-14.71,6.16,10.44
Z,0.28,0.04,0.87,0.98,-2.14,-2.01
Z,0.29,-0.00,0.92,6.29,-6.47,-1.40
Z,0.28,0.15,0.93,-2.32,-2.44,10.38
Z,0.31,0.18,0.91,5.07,-1.71,5.43
Z,0.33,0.06,0.92,12.33,-6.29,-5.43
Z,0.35,0.14,0.90,-0.18,-4.03,1.04
Z,0.39,0.06,0.93,7.08,-7.63,-4.88
Z,0.51,-0.09,1.06,7.87,-11.17,-1.65
Z,0.60,-0.23,1.42,26.06,-7.39,-0.31
Z,0.60,-0.42,1.62,44.07,11.35,1.77
Z,0.47,-0.46,1.56,40.65,52.80,29.30
Z,0.33,-0.18,1.55,34.12,83.44,65.49
Z,0.20,0.20,1.31,49.44,125.31,91.19
Z,0.06,0.46,0.94,36.44,155.52,96.01
Z,0.02,0.52,0.78,44.92,145.26,72.69
Z,-0.04,0.43,0.67,46.88,108.95,32.04
Z,-0.11,0.37,0.73,32.04,84.23,15.87
Z,-0.12,0.14,0.45,35.03,83.37,13.18
Z,-0.07,0.20,0.43,34.79,45.29,45.72
Z,-0.05,0.37,0.58,21.79,32.59,50.60
Z,-0.03,0.44,0.60,11.60,11.05,26.55
Z,-0.04,0.62,0.62,-4.94,-3.05,17.21
Z,-0.03,0.81,0.58,-26.61,-2.69,19.47
Z,-0.04,0.96,0.71,-11.84,-26.00,-20.08
Z,-0.01,0.92,0.76,-27.47,-27.10,-58.47
Z,-0.02,0.76,0.71,-35.83,-28.44,-86.18
Z,0.02,0.55,0.73,-46.14,-39.79,-105.10
Z,0.06,0.30,0.88,-35.83,-52.80,-123.72
Z,0.08,-0.04,1.05,-35.64,-46.33,-121.77
Z,0.08,-0.15,1.06,-35.64,-19.17,-105.47
Z,0.07,-0.34,1.08,-13.92,-12.45,-104.37
Z,0.05,-0.45,0.99,-26.06,-1.10,-66.10
Z,0.01,-0.38,1.12,-15.69,-10.31,-37.11
Z,-0.00,-0.30,1.09,-8.18,2.26,-20.08
Z,-0.01,-0.14,0.93,-17.58,17.21,-5.37
Z,0.01,-0.20,0.77,-12.94,10.62,-8.97
Z,0.03,-0.28,0.77,2.81,-16.91,-3.91
Z,0.04,-0.28,0.77,8.97,-26.92,14.10
Z,0.02,-0.27,0.75,11.84,-28.08,26.00
Z,0.04,-0.17,0.67,9.09,-34.00,44.92
Z,0.11,-0.23,0.69,34.30,-55.79,46.39
Z,0.11,-0.24,0.82,47.55,-67.69,53.89
Z,0.17,-0.02,0.94,25.57,-61.40,84.59
Z,0.18,0.12,0.98,17.70,-60.73,91.19
Z,0.20,0.06,1.05,54.63,-57.86,64.76
Z,0.19,-0.04,1.13,71.66,-50.35,70.25
Z,0.22,0.32,1.15,28.08,-27.83,111.39
Z,0.22,0.74,1.11,36.50,-15.38,102.66
Z,0.21,0.84,1.02,36.44,-10.74,66.41
