Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
B,-0.04,0.49,0.73,52.80,81.73,13.92
B,0.02,0.67,0.59,71.78,70.50,51.51
B,-0.53,0.70,0.36,132.63,40.89,3.36
B,0.44,0.84,1.05,170.41,-25.21,-0.06
B,-0.01,0.26,0.61,84.72,42.91,-34.97
B,0.04,0.15,0.97,59.51,10.80,-36.44
B,-0.14,0.51,1.14,25.39,39.55,-14.65
B,-0.12,0.77,1.58,43.40,57.07,-42.24
B,-0.32,0.64,1.17,-25.51,66.35,-61.04
B,-0.34,0.04,1.59,29.11,7.14,-81.18
B,-0.34,0.67,1.26,-17.09,124.88,-8.12
B,-0.26,0.85,1.13,-45.35,136.60,-45.47
B,-0.44,0.15,0.87,22.22,164.61,-90.03
B,-0.42,0.38,0.53,-2.44,162.54,-31.19
B,-0.56,0.36,0.55,5.86,70.19,-45.84
B,-0.53,0.42,0.45,-16.91,73.18,-66.35
B,-0.55,0.10,0.27,3.05,61.16,-80.14
B,-0.49,-0.08,0.56,26.49,30.88,-45.47
B,-0.40,0.40,0.19,-10.68,35.71,9.09
B,-0.32,0.34,0.10,-18.49,0.06,-10.80
B,-0.26,0.28,0.34,8.30,-61.04,0.37
B,-0.22,0.24,0.28,1.83,-60.79,-8.54
B,-0.12,-0.05,0.29,3.11,-57.68,2.50
B,-0.02,0.07,0.06,-24.11,-107.30,37.78
B,-0.05,0.22,0.29,-53.34,-147.95,40.53
B,-0.02,-0.27,0.49,-20.94,-147.16,11.41
B,0.01,-0.00,0.46,-9.40,-159.67,75.87
B,0.03,0.11,0.72,-2.44,-177.19,84.47
B,0.19,0.23,0.76,-44.01,-190.67,85.14
B,0.17,0.29,1.33,-27.83,-217.10,83.68
B,0.27,0.76,1.83,19.10,-162.23,66.83
B,0.22,0.55,1.90,1.53,-111.76,25.45
B,0.04,0.52,1.95,1.83,-73.55,17.58
B,0.03,0.51,2.06,24.78,5.37,-25.82
B,0.07,0.28,1.66,18.37,83.50,-31.86
B,0.02,0.23,0.78,12.82,97.60,-11.54
B,-0.08,0.31,1.48,46.88,48.34,0.49
B,-0.06,0.34,1.08,43.52,104.80,-2.87
B,-0.11,0.49,1.01,54.26,130.31,-5.55
B,-0.21,0.38,0.52,47.61,114.56,-32.17
B,-0.32,0.28,0.90,40.04,61.34,-20.08
B,-0.24,0.43,0.95,37.11,79.22,-8.42
B,-0.12,0.40,0.94,32.65,100.22,-18.80
B,-0.18,0.19,0.49,28.38,108.09,-29.05
B,-0.23,0.42,0.85,35.16,38.21,14.16
B,-0.18,0.89,0.80,2.81,57.92,14.10
B,-0.12,1.20,0.50,-20.14,85.94,-11.60
B,-0.14,0.94,0.18,-2.44,35.28,-86.55
B,-0.17,0.63,0.46,6.71,-6.59,-103.94
B,-0.17,0.83,0.23,-29.24,2.99,-93.75
B,-0.13,0.40,0.32,7.51,-57.68,-144.47
B,-0.13,0.04,0.44,1.53,-60.73,-145.26
B,-0.19,-0.36,0.47,-15.08,-69.82,-111.88
B,-0.18,-0.18,0.72,-37.11,-96.92,-70.80
B,-0.18,-0.33,0.85,-39.61,-92.29,-68.54
B,-0.17,-0.65,1.02,-23.01,-98.51,-39.92
B,-0.20,-0.49,1.04,-29.72,-85.88,0.73
B,-0.26,-0.37,1.32,-17.09,-71.90,28.81
B,-0.15,-0.37,1.27,1.28,-44.37,45.17
B,-0.15,-0.41,1.29,4.64,-39.79,63.05
B,-0.18,-0.28,1.26,7.45,-20.51,106.51
B,-0.14,0.09,1.27,22.71,-4.52,142.46
B,-0.11,0.39,1.12,18.37,8.97,142.46
B,-0.16,0.58,1.01,22.95,18.25,122.38
B,-0.19,0.82,0.94,33.20,19.35,110.60
B,-0.17,0.98,0.98,35.77,9.89,71.72
B,-0.18,0.88,0.88,29.97,36.50,30.09
B,-0.15,1.08,0.68,21.97,38.21,21.12
B,-0.15,0.97,0.77,14.40,9.70,-30.46
B,-0.15,0.60,0.70,8.85,13.73,-48.34
B,-0.15,0.74,0.69,1.77,5.13,-45.78
B,-0.16,0.66,0.71,-1.16,0.43,-70.56
B,-0.14,0.63,0.82,-3.85,-4.39,-86.55
B,-0.13,0.58,0.80,-18.37,3.72,-104.37
B,-0.14,0.14,0.70,-15.99,-2.26,-122.19
B,-0.13,0.10,0.87,-18.31,-10.25,-111.27
B,-0.11,0.10,0.72,-30.46,5.62,-116.03
B,-0.14,-0.41,0.65,-13.31,-4.52,-117.80
B,-0.19,-0.34,0.55,-20.63,-13.98,-73.55
B,-0.17,-0.16,0.67,-26.92,-44.56,-61.10
B,-0.21,-0.15,0.68,-39.61,-44.80,-55.91
B,-0.14,-0.49,0.69,-16.60,-63.66,-62.56
B,-0.07,-0.54,0.72,-19.47,-83.31,-17.03
B,-0.11,-0.51,0.89,-16.17,-106.63,11.84
B,-0.11,-0.18,1.12,-9.64,-106.02,51.33
B,0.01,-0.20,1.34,10.25,-93.26,39.67
B,0.03,-0.28,1.19,15.08,-71.90,43.58
B,-0.00,-0.42,1.25,37.60,-76.66,71.72
B,0.02,-0.04,1.22,30.40,-69.21,107.73
B,0.07,0.10,1.29,27.89,-45.04,89.48
B,0.18,-0.10,1.09,38.76,-40.04,94.06
B,0.22,0.01,1.17,33.51,-38.15,114.93
B,0.25,0.52,1.03,40.59,-26.73,147.03
B,0.21,1.25,1.16,17.27,-17.21,86.43
B,0.13,0.66,1.02,35.46,11.29,6.59
B,0.10,0.70,0.79,29.05,14.89,-4.46
B,0.07,0.33,0.80,8.91,-4.94,-17.58
B,0.11,0.37,0.86,2.32,-5.92,-13.98
B,0.19,0.27,1.14,17.09,4.94,-32.47
B,0.22,0.20,1.01,22.58,33.02,-44.56
B,0.15,0.18,1.15,21.42,45.10,-50.23
B,0.09,0.19,1.22,38.57,52.80,-62.62
B,-0.03,0.23,1.40,52.31,62.38,-60.06
B,-0.01,0.33,1.23,27.95,101.81,-65.61
B,-0.19,0.17,0.91,21.18,96.01,-60.61
B,-0.27,0.21,0.97,2.32,75.32,-48.71
B,-0.34,0.28,1.12,1.16,81.48,-31.68
B,-0.35,0.33,0.73,-0.55,108.40,-30.40
B,-0.42,0.18,0.97,12.76,48.34,-39.73
B,-0.47,0.28,0.84,-9.77,79.28,-18.86
B,-0.40,0.26,0.74,-6.04,71.47,-26.79
B,-0.50,0.10,0.76,-3.17,44.92,-23.56
B,-0.50,0.29,0.95,-5.74,52.80,-9.28
B,-0.45,0.28,0.90,-3.54,63.48,-17.70
B,-0.43,0.13,0.70,-5.49,62.93,-19.90
B,-0.48,0.19,0.74,-2.50,43.27,-7.45
B,-0.47,0.20,0.72,6.41,39.25,-11.29
B,-0.43,0.14,0.57,1.71,45.59,-11.35
B,-0.43,0.29,0.44,-13.00,32.35,3.60
B,-0.39,0.23,0.39,-11.72,8.06,-19.35
B,-0.39,0.02,0.50,9.83,-5.62,-12.33
B,-0.35,0.05,0.33,4.39,-9.46,-0.31
B,-0.32,0.10,0.47,-0.79,-46.88,16.54
B,-0.30,0.09,0.38,-5.43,-41.44,17.33
B,-0.31,0.08,0.56,2.01,-66.53,19.53
B,-0.32,0.21,0.52,-9.83,-64.51,29.48
B,-0.26,0.17,0.53,0.49,-80.81,23.01
B,-0.25,0.19,0.75,-1.10,-103.15,31.07
B,-0.18,0.14,0.73,-4.27,-90.76,22.09
B,-0.12,0.16,0.77,-9.83,-101.87,27.40
B,-0.12,0.08,1.02,3.17,-105.96,29.30
B,-0.08,0.26,0.84,-1.95,-91.61,43.21
B,-0.05,0.27,0.97,-3.30,-113.28,33.45
B,0.01,0.19,1.04,-2.81,-115.42,25.88
B,0.08,0.07,1.13,-5.13,-113.77,30.82
B,0.16,0.26,1.16,-12.08,-106.99,53.22
B,0.03,0.27,1.14,7.75,-107.24,47.91
B,0.02,0.29,1.35,14.71,-102.11,41.93
B,0.15,0.49,1.44,-0.06,-75.01,37.84
B,0.17,0.43,1.40,-0.61,-48.58,22.03
B,0.14,0.39,1.45,1.22,-17.27,4.70
B,0.17,0.18,1.40,9.40,12.27,-9.16
B,0.19,0.43,1.51,18.25,28.20,-0.79
B,0.14,0.27,1.09,17.58,70.43,-42.85
B,0.06,0.14,1.39,15.50,67.69,-25.88
B,-0.01,0.35,1.46,17.33,86.49,-13.12
B,-0.00,0.36,1.39,31.80,145.32,-34.91
B,-0.04,0.19,0.76,30.52,175.17,-48.40
B,-0.22,0.34,0.86,16.97,95.21,-10.25
B,-0.24,0.33,0.91,17.15,94.91,-22.09
B,-0.21,0.19,0.74,10.74,103.76,-21.30
B,-0.28,0.15,0.30,7.63,78.19,1.53
B,-0.28,0.22,0.64,8.18,29.17,8.54
B,-0.27,0.25,0.51,1.04,26.43,12.82
B,-0.25,0.37,0.84,23.13,13.67,13.24
B,-0.23,0.43,0.76,20.14,23.99,5.55
B,-0.26,0.34,0.67,14.47,16.48,-2.32
B,-0.29,0.49,0.78,10.93,8.91,0.37
B,-0.29,0.63,0.78,8.36,7.26,-6.53
B,-0.25,0.58,0.75,7.02,12.21,-35.89
B,-0.29,0.52,0.65,-0.18,12.15,-44.56
B,-0.31,0.66,0.68,-13.24,1.40,-47.12
B,-0.29,0.46,0.63,-11.96,-0.24,-83.80
B,-0.23,0.35,0.58,-9.95,-4.21,-86.24
B,-0.31,0.31,0.69,2.08,-18.86,-77.58
B,-0.30,0.34,0.47,-20.87,-20.87,-79.65
B,-0.27,0.13,0.56,-16.05,-42.11,-94.06
B,-0.26,-0.10,0.78,-7.93,-52.61,-79.83
B,-0.24,-0.04,0.70,-24.96,-47.18,-57.86
B,-0.28,-0.20,0.72,-14.16,-55.18,-58.72
B,-0.26,-0.36,0.96,-1.59,-58.35,-44.92
B,-0.22,-0.38,0.80,-12.39,-49.26,-23.19
B,-0.22,-0.41,0.98,-4.88,-72.63,8.91
B,-0.19,-0.11,1.16,2.32,-58.11,34.97
B,-0.12,-0.27,1.03,5.19,-44.62,29.66
B,-0.14,-0.28,1.16,2.93,-48.83,61.77
B,-0.13,-0.11,1.21,8.18,-41.56,83.50
B,-0.11,-0.16,1.38,16.91,-33.08,89.29
B,-0.14,0.23,1.19,10.99,7.51,120.67
B,-0.15,0.33,1.09,21.85,8.67,111.15
B,-0.18,0.61,1.07,23.93,5.00,101.93
B,-0.22,0.38,1.00,34.73,24.78,68.85
B,-0.22,0.60,0.79,26.31,25.70,79.10
B,-0.23,0.90,0.96,19.53,7.39,49.68
B,-0.24,0.70,0.89,17.58,14.77,3.42
B,-0.22,0.73,0.88,13.61,17.46,-3.54
B,-0.22,0.74,0.85,2.93,12.39,-25.70
B,-0.24,0.68,0.81,-3.36,13.06,-42.05
B,-0.20,0.71,0.85,-6.16,7.32,-65.00
B,-0.16,0.52,0.80,-9.77,6.53,-93.02
B,-0.15,0.43,0.86,-20.87,3.42,-101.56
B,-0.13,0.23,0.71,-21.85,7.45,-107.60
B,-0.11,0.31,0.77,-27.16,0.92,-107.48
B,0.00,0.07,0.60,-30.88,-0.12,-125.24
B,-0.07,-0.28,0.70,-36.38,-23.68,-101.68
B,-0.08,-0.26,0.58,-39.67,-26.49,-80.93
B,-0.08,-0.22,0.77,-34.24,-44.25,-60.49
B,-0.10,-0.16,0.67,-26.79,-46.69,-51.51
B,-0.08,-0.40,0.84,-13.43,-65.06,-66.28
B,-0.06,-0.52,0.79,-16.48,-57.13,-37.72
B,-0.09,-0.31,0.87,-14.95,-76.66,0.12
B,-0.04,-0.33,0.93,-17.40,-86.67,-0.24
B,0.08,-0.46,0.97,-15.75,-98.14,12.39
B,0.10,-0.46,1.11,-12.27,-100.59,27.40
B,0.07,-0.31,1.30,10.56,-81.85,57.13
B,0.10,-0.29,1.23,12.15,-64.64,59.45
B,0.18,-0.32,1.06,5.74,-57.92,65.86
B,0.21,-0.40,1.37,29.60,-55.54,89.17
B,0.22,-0.14,1.15,46.63,-24.05,120.00
B,0.20,0.35,1.15,42.66,-27.71,143.98
B,0.18,0.38,1.27,37.90,-19.90,80.38
B,0.16,0.18,1.10,39.37,7.75,67.87
B,0.10,0.67,1.07,39.67,12.21,80.99
B,0.06,0.75,0.87,28.93,28.69,18.86
B,0.12,0.59,1.04,40.95,29.97,-16.17
B,0.23,0.27,0.94,57.92,57.50,-46.94
B,0.29,0.07,0.86,72.94,58.11,-33.69
B,0.25,-0.14,0.86,77.70,47.85,-42.05
B,0.10,-0.13,1.11,84.47,57.07,-36.25
B,0.01,-0.12,1.07,68.91,84.47,-22.52
B,-0.04,-0.01,0.75,33.51,88.93,5.37
B,-0.47,0.92,0.95,-51.21,1.59,35.22
B,-0.49,0.68,1.71,32.17,-0.49,-48.52
B,-0.51,0.22,1.33,17.58,107.18,-56.34
B,-0.64,0.47,1.01,12.21,93.87,-21.97
B,-0.67,0.56,1.22,45.35,68.85,-29.60
B,-0.52,0.59,1.07,37.35,100.95,-51.09
B,-0.41,0.25,0.81,46.39,101.68,-75.13
B,-0.53,0.14,0.74,5.43,69.09,-39.43
B,-0.37,0.27,0.79,0.43,62.74,-38.02
B,-0.42,0.02,0.52,13.49,87.28,-47.97
B,-0.41,0.43,0.74,-13.43,37.35,7.45
B,-0.34,0.33,0.72,12.63,39.61,-38.33
B,-0.40,0.14,0.56,9.83,49.13,-43.82
B,-0.34,0.06,0.21,4.52,49.74,-33.57
B,-0.30,-0.01,0.11,6.29,5.86,-21.30
B,-0.29,0.07,0.50,7.51,-40.47,1.59
B,-0.27,0.34,0.52,-8.54,-29.17,15.50
B,-0.20,0.21,0.22,-1.59,-30.27,-5.00
B,-0.19,-0.13,0.34,4.15,-77.09,6.53
B,-0.21,-0.09,0.40,-7.14,-83.50,44.07
B,-0.24,0.17,0.52,-16.91,-96.07,60.67
B,-0.17,0.20,0.67,-10.44,-93.08,37.72
B,-0.19,0.10,0.68,-12.21,-95.95,33.33
B,-0.17,0.23,0.86,-6.65,-121.46,49.44
B,-0.09,0.38,0.99,-11.60,-104.68,49.80
B,-0.08,0.18,0.86,-9.95,-95.76,30.94
B,-0.06,0.25,1.05,-8.97,-108.95,49.13
B,0.07,0.35,1.03,-15.44,-121.46,47.24
B,0.07,0.25,1.17,-19.78,-120.24,41.02
B,0.04,0.16,1.15,-17.58,-107.79,47.91
B,0.07,0.24,1.24,-18.74,-107.36,56.21
B,0.18,0.34,1.40,-17.27,-94.54,50.78
B,0.14,0.31,1.34,-3.60,-64.70,32.65
B,0.11,0.30,1.34,5.98,-45.23,26.73
B,0.17,0.46,1.36,-6.04,-34.00,24.72
B,0.19,0.33,1.35,0.92,-4.27,-10.38
B,0.16,0.27,1.15,1.16,16.05,-12.27
B,0.17,0.23,1.15,-3.60,14.40,-10.86
B,0.21,0.31,1.10,-6.71,23.62,-10.25
B,0.20,0.35,1.18,-14.28,39.86,-26.25
B,0.15,0.23,1.15,-25.76,51.33,-43.70
B,0.17,0.09,1.20,-10.31,65.49,-47.91
B,0.10,0.21,1.07,2.99,84.41,-38.57
B,0.00,0.15,0.98,-3.72,81.12,-38.27
B,-0.06,0.08,0.87,-6.35,65.86,-34.36
B,-0.11,0.03,1.20,-10.38,68.48,-21.12
B,-0.13,0.11,0.89,-11.84,87.40,-6.59
B,-0.17,0.05,0.91,-9.89,59.33,-11.17
B,-0.21,-0.00,0.68,-8.61,54.44,7.20
B,-0.22,0.20,0.88,4.64,36.50,14.16
B,-0.24,0.08,0.88,7.45,32.47,-3.54
B,-0.18,0.02,0.93,15.44,36.87,6.41
B,-0.22,0.14,0.90,20.75,32.47,19.29
B,-0.24,0.56,1.10,30.88,31.07,15.38
B,-0.27,0.48,0.93,28.63,54.44,-16.97
B,-0.26,0.53,0.80,23.62,54.20,-27.28
B,-0.24,0.57,0.78,11.78,38.02,-44.19
B,-0.23,0.41,0.72,7.69,38.94,-58.65
B,-0.18,0.44,0.62,5.19,36.13,-66.35
B,-0.20,0.34,0.56,-2.01,10.44,-79.59
B,-0.20,0.27,0.48,-1.22,3.05,-84.35
B,-0.23,0.02,0.46,10.80,-13.67,-90.58
B,-0.23,0.04,0.40,4.39,-21.06,-78.92
B,-0.20,-0.03,0.60,-3.91,-41.99,-71.96
B,-0.21,-0.07,0.60,-6.23,-56.46,-58.23
B,-0.21,-0.10,0.78,-10.07,-67.38,-58.72
B,-0.15,-0.22,0.77,-8.12,-60.00,-51.15
B,-0.14,-0.50,0.76,-6.53,-64.88,-36.99
B,-0.17,-0.52,0.93,-16.30,-79.77,-15.50
B,-0.18,-0.58,1.08,-5.37,-72.39,20.14
B,-0.09,-0.30,1.18,9.22,-64.21,43.64
B,-0.07,-0.24,1.06,12.08,-50.48,52.86
B,-0.10,-0.26,1.32,13.37,-55.91,59.45
B,-0.04,-0.17,1.23,8.97,-39.31,69.82
B,-0.02,-0.18,1.19,11.41,-32.59,77.03
B,-0.11,-0.12,1.17,29.17,-29.05,99.49
B,-0.10,0.12,1.09,30.03,-15.81,111.51
B,-0.07,0.44,1.16,31.68,-13.18,118.77
B,-0.10,0.57,1.05,16.97,7.26,70.80
B,-0.12,0.53,1.01,27.53,6.65,54.81
B,-0.13,0.62,0.94,22.64,13.61,36.32
B,-0.11,0.60,0.94,11.96,5.68,18.31
B,-0.12,0.39,0.89,7.02,13.18,-5.25
B,-0.10,0.48,0.95,6.77,9.28,-9.40
B,-0.12,0.49,0.97,1.28,10.62,-20.14
B,-0.12,0.39,0.96,6.47,15.56,-33.69
B,-0.15,0.52,1.00,4.88,13.00,-34.85
B,-0.14,0.50,0.97,1.77,16.17,-47.06
B,-0.13,0.38,0.91,-5.00,21.73,-65.25
B,-0.09,0.30,0.82,-3.85,23.32,-73.43
B,-0.10,0.32,0.81,-12.70,8.79,-70.43
B,-0.06,0.17,0.88,-19.96,0.79,-88.81
B,-0.02,0.07,0.84,-25.88,7.08,-91.13
B,-0.07,-0.03,0.78,-19.59,7.02,-86.85
B,-0.08,-0.05,0.69,-22.09,3.97,-85.51
B,-0.05,-0.13,0.69,-28.50,-14.28,-79.65
B,-0.05,-0.29,0.78,-24.78,-26.25,-76.66
B,-0.04,-0.44,0.75,-18.92,-23.62,-66.10
B,-0.03,-0.26,0.73,-12.57,-27.77,-28.44
B,-0.06,-0.25,0.73,-13.12,-52.06,-28.26
B,-0.03,-0.40,0.74,-11.47,-56.95,-27.77
B,-0.02,-0.47,0.88,-11.17,-66.83,-3.54
B,0.01,-0.39,0.91,-6.71,-75.07,23.19
B,0.05,-0.37,1.14,-1.95,-86.67,30.09
B,0.09,-0.28,1.12,4.46,-72.39,43.58
B,0.06,-0.09,1.14,4.27,-72.39,47.91
B,0.08,-0.35,1.06,2.87,-70.19,41.44
B,0.18,-0.33,1.31,12.94,-70.92,70.92
B,0.18,-0.03,1.10,20.45,-51.39,90.52
B,0.18,0.04,1.29,15.44,-48.95,73.85
B,0.24,-0.15,1.41,21.55,-24.54,76.17
B,0.24,-0.01,1.37,29.30,-0.49,97.72
B,0.21,0.38,1.03,22.28,26.37,101.14
B,0.15,0.52,0.79,21.06,14.22,78.12
B,0.12,0.36,0.97,24.78,2.87,20.32
B,0.15,0.27,0.78,14.47,9.40,10.31
B,0.15,0.25,0.75,0.49,-6.84,6.77
B,0.18,0.13,0.87,4.27,-11.96,-12.21
B,0.17,0.03,0.85,2.08,-9.22,-11.66
B,0.16,0.09,1.05,7.02,-14.16,-9.34
B,0.19,0.08,0.96,13.06,12.08,-20.51
B,0.20,0.04,1.03,20.69,9.58,-25.76
B,0.19,0.02,1.31,44.01,24.11,-38.94
B,0.22,-0.16,1.63,84.72,62.32,-53.89
B,0.14,-0.06,1.70,87.10,102.23,-33.94
B,-0.10,0.06,1.33,90.58,154.11,-18.68
B,-0.31,0.15,0.90,59.20,149.35,-14.16
B,-0.30,0.26,0.87,59.75,119.26,-17.70
B,-0.38,0.35,0.62,13.37,85.88,-24.84
B,-0.39,0.14,0.82,20.14,54.63,-34.30
B,-0.48,0.09,0.72,-9.64,67.20,-2.81
B,-0.45,0.34,0.79,-11.23,27.77,17.21
B,-0.39,0.30,0.85,1.46,17.58,-1.83
B,-0.41,0.32,0.88,-0.37,15.44,-2.75
B,-0.31,0.34,1.24,10.38,18.07,-20.69
B,-0.28,0.22,1.18,14.28,48.89,-30.82
B,-0.32,0.17,0.76,2.87,85.88,-23.44
B,-0.38,0.15,0.63,-2.81,62.50,-15.99
B,-0.42,0.25,0.74,3.91,43.76,-10.25
B,-0.37,0.20,0.71,20.94,43.03,-27.10
B,-0.31,0.18,0.68,24.23,48.10,-31.56
B,-0.32,0.01,0.29,9.83,55.60,-26.06
B,-0.34,0.05,0.30,8.18,-5.13,2.87
B,-0.32,0.17,0.41,-2.14,-17.58,8.24
B,-0.27,0.14,0.21,-10.86,-30.88,5.92
B,-0.26,0.02,0.25,-3.36,-59.33,6.84
B,-0.27,0.07,0.29,-11.29,-92.41,27.16
B,-0.25,0.19,0.74,-7.81,-111.21,26.25
B,-0.22,0.24,0.62,-12.02,-89.60,27.10
B,-0.09,0.15,0.79,-11.72,-112.00,16.48
B,-0.13,0.11,0.87,-20.63,-114.56,27.34
B,-0.11,0.20,0.95,-19.10,-117.68,32.04
B,0.03,0.15,1.09,-18.55,-110.05,17.88
B,0.06,0.03,0.91,-16.54,-92.96,17.03
B,-0.06,0.24,1.01,-13.55,-104.13,37.23
B,0.07,0.19,1.10,-20.75,-105.41,19.41
B,0.16,0.00,1.24,-18.55,-108.83,13.79
B,0.08,0.16,1.22,-3.72,-94.24,41.69
B,0.09,0.41,1.44,5.13,-74.71,25.09
B,0.19,0.23,1.45,13.67,-47.36,0.12
B,0.15,0.13,1.34,8.73,-29.17,6.96
B,0.08,0.22,1.31,6.29,-21.79,13.79
B,0.08,0.46,1.55,11.78,-1.59,10.01
B,0.13,0.29,1.20,13.55,43.03,-19.65
B,0.10,0.21,1.19,12.33,32.78,-17.40
B,0.03,0.25,1.21,18.07,51.39,-14.65
B,-0.00,0.36,1.36,31.31,68.79,-23.01
B,-0.02,0.25,1.46,42.54,91.86,-35.22
B,-0.09,0.23,1.23,40.34,128.42,-27.71
B,-0.15,0.31,0.99,37.84,134.03,-20.57
B,-0.16,0.19,0.73,34.24,103.15,-25.15
B,-0.14,0.13,0.77,14.65,75.38,-17.82
B,-0.20,-0.12,0.66,11.54,63.35,-17.03
