Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
U,-0.05,-0.11,1.12,9.95,-24.78,-15.26
U,-0.06,-0.13,1.14,2.32,-18.86,-7.32
U,-0.05,-0.05,1.12,-3.17,-6.65,-0.31
U,-0.06,-0.05,1.12,8.73,1.65,-0.55
U,-0.03,0.02,1.00,17.03,13.06,-0.67
U,-0.01,0.02,0.86,10.99,2.26,-6.71
U,0.02,0.01,0.85,11.84,-4.21,-8.67
U,0.16,0.02,0.80,19.23,-2.81,-11.11
U,0.27,-0.17,0.83,43.21,-14.28,-28.08
U,0.29,-0.39,0.92,63.23,-22.89,-22.71
U,0.19,-0.45,1.29,46.14,-34.42,11.05
U,0.09,-0.45,1.53,22.71,-19.23,42.18
U,-0.16,-0.07,1.81,2.01,28.08,89.42
U,-0.21,0.25,1.53,-12.57,110.60,66.65
U,-0.34,0.23,1.30,-16.30,131.04,52.73
U,-0.44,0.06,1.20,-20.87,147.52,45.41
U,-0.51,0.17,1.03,-28.69,185.42,58.59
U,-0.42,0.37,0.68,-38.57,197.88,61.95
U,-0.50,0.21,0.23,-5.92,158.81,39.00
U,-0.51,0.03,0.15,5.37,122.31,30.88
U,-0.45,-0.02,0.35,-9.40,72.81,40.16
U,-0.31,0.29,0.25,-65.80,56.76,47.12
U,-0.29,0.09,0.02,-4.58,25.76,18.62
U,-0.15,-0.01,-0.08,-17.03,-54.38,27.65
U,0.01,0.14,0.44,-34.36,-141.05,7.69
U,0.04,0.11,0.67,-13.55,-159.61,-12.57
U,0.08,0.01,0.65,5.13,-178.41,-13.79
U,0.10,0.07,0.51,-2.81,-213.50,-1.59
U,0.26,0.15,0.60,-28.99,-276.43,3.05
U,0.46,0.26,1.16,14.53,-319.58,-10.99
U,0.44,0.17,1.50,52.12,-304.63,-15.50
U,0.52,0.41,1.47,12.33,-252.26,4.94
U,0.52,0.64,1.49,-8.85,-208.74,-37.96
U,0.58,0.43,1.54,-21.18,-175.48,-77.64
U,0.63,0.10,1.74,-29.54,-107.60,-89.90
U,0.62,-0.08,1.87,-48.71,-38.09,-91.80
U,0.57,-0.19,1.77,-44.13,16.30,-85.88
U,0.55,-0.10,1.34,-47.67,80.87,-68.48
U,0.50,-0.11,1.33,-49.01,113.53,-66.59
U,0.38,-0.27,1.64,-23.01,173.40,-63.42
U,0.51,-0.24,1.50,-54.75,288.15,-44.68
U,0.64,0.11,0.79,-121.28,306.34,1.65
U,0.32,0.01,0.19,-47.18,226.68,-13.49
U,0.09,-0.28,0.36,40.53,149.05,-19.78
U,0.08,-0.27,0.23,-13.67,109.13,3.60
U,0.06,0.10,0.22,-53.28,11.72,13.79
U,0.03,0.10,0.29,-12.94,-44.62,-11.72
U,-0.10,-0.29,0.81,35.71,-86.98,-26.86
U,-0.10,-0.13,1.09,21.42,-68.54,9.52
U,-0.07,0.09,1.10,6.90,-40.16,9.52
U,-0.04,-0.04,0.85,11.47,-25.45,-14.10
U,-0.08,-0.17,1.03,15.32,-40.59,-10.31
U,-0.07,-0.13,1.21,4.21,-31.43,-0.31
U,-0.03,0.05,1.11,-6.77,-4.33,3.42
U,-0.04,-0.00,0.94,1.04,-1.16,-6.04
U,-0.07,-0.11,0.90,13.00,-12.21,-7.45
U,-0.03,0.02,0.95,24.84,-13.79,0.06
U,0.06,0.12,0.90,23.62,-5.37,-4.64
U,0.21,-0.06,0.74,27.47,-10.38,-22.83
U,0.30,-0.18,0.70,38.09,-28.14,-18.37
U,0.27,-0.38,1.02,45.65,-63.54,-7.26
U,0.08,-0.49,1.53,61.46,-51.39,24.72
U,0.02,-0.36,1.68,41.93,-14.34,63.17
U,-0.05,0.20,1.75,-9.52,64.76,82.52
U,-0.21,0.22,1.63,-29.72,136.96,51.33
U,-0.23,0.06,1.36,-5.86,173.03,38.76
U,-0.29,0.18,1.19,-5.37,190.73,51.70
U,-0.38,0.29,0.85,-40.10,190.25,50.78
U,-0.39,0.24,0.68,-20.87,182.01,37.41
U,-0.40,0.09,0.39,-5.49,171.26,34.06
U,-0.38,0.14,0.15,-26.73,147.83,43.27
U,-0.35,0.11,0.04,-26.98,85.14,23.99
U,-0.31,-0.06,-0.05,-2.26,35.03,18.55
U,-0.25,-0.09,-0.12,6.65,-5.19,23.62
U,-0.13,0.07,-0.02,-11.54,-96.74,32.17
U,0.04,0.11,0.26,-15.50,-175.05,24.66
U,0.10,0.03,0.46,-9.46,-223.94,23.74
U,0.22,0.12,0.82,21.55,-276.98,32.84
U,0.21,0.03,1.08,51.09,-290.47,37.60
U,0.36,0.29,0.98,22.77,-263.24,81.97
U,0.52,0.75,0.99,26.25,-299.32,80.32
U,0.55,0.76,1.34,-15.20,-306.09,31.62
U,0.68,0.65,1.57,-7.20,-235.41,-13.92
U,0.73,0.50,1.37,-66.59,-175.48,-48.65
U,0.71,0.39,1.50,-96.56,-148.62,-71.41
U,0.76,0.13,1.63,-84.29,-74.83,-96.50
U,0.77,0.08,1.69,-78.55,-32.59,-103.88
U,0.65,-0.18,1.62,-62.93,44.98,-110.90
U,0.58,-0.20,1.70,-45.41,137.94,-92.29
U,0.59,-0.11,1.66,-67.81,217.41,-90.15
U,0.64,-0.13,1.36,-60.49,291.08,-81.79
U,0.65,-0.17,0.48,-92.77,283.51,-44.62
U,0.40,-0.26,0.01,-80.38,225.28,-26.31
U,0.20,-0.20,-0.35,-58.65,141.36,8.24
U,0.07,-0.21,0.05,-26.79,-24.96,-6.04
U,0.05,-0.27,0.50,2.01,-74.95,0.12
U,0.06,-0.04,0.91,-13.43,-78.12,11.96
U,0.02,-0.08,1.04,24.96,-62.68,2.01
U,0.05,-0.06,1.01,26.37,-38.70,-3.48
U,0.06,-0.03,0.98,-6.59,-35.89,8.00
U,0.06,0.04,1.08,4.88,-36.80,2.56
U,0.07,-0.07,1.13,12.45,-23.62,-8.12
U,0.07,-0.14,1.13,6.53,-15.62,-8.36
U,0.07,-0.07,0.97,-1.83,-1.40,-0.85
U,0.06,-0.03,0.85,9.09,-9.40,-6.47
U,0.04,-0.08,0.88,16.42,-15.32,-10.80
U,0.02,-0.10,0.80,-1.59,-11.17,-2.81
U,0.02,-0.04,0.70,-2.75,-5.49,0.06
U,0.00,-0.19,0.74,19.90,-7.63,-11.47
U,0.02,-0.46,1.34,60.42,-8.12,-9.70
U,0.00,-0.40,1.91,65.55,28.26,7.20
U,0.09,0.15,1.83,-10.50,127.62,39.86
U,0.07,-0.29,1.81,36.62,180.30,7.51
U,0.03,-0.20,1.55,-0.92,205.32,40.89
U,-0.07,0.03,1.04,-32.17,213.07,57.74
U,-0.24,0.11,0.70,-65.06,181.27,49.38
U,-0.34,0.04,0.65,-33.33,154.97,29.66
U,-0.41,-0.09,0.39,-80.51,127.08,40.47
U,-0.41,-0.00,0.18,-53.16,99.18,53.53
U,-0.46,0.15,0.09,-43.15,45.84,39.61
U,-0.40,0.21,0.09,-29.91,4.58,8.00
U,-0.36,0.04,0.02,-21.79,-19.96,-7.45
U,-0.21,0.10,-0.00,8.24,-88.87,4.58
U,-0.00,0.03,0.05,-8.73,-189.58,7.02
U,0.17,-0.07,0.21,-46.81,-254.52,13.85
U,0.31,-0.19,0.88,-12.21,-299.38,3.54
U,0.47,-0.31,1.14,43.76,-262.63,3.85
U,0.46,-0.08,1.02,-44.19,-247.99,45.90
U,0.49,0.43,1.01,-25.09,-259.64,34.18
U,0.57,0.38,1.08,49.01,-264.47,-15.44
U,0.71,0.01,1.60,65.98,-265.08,-40.71
U,0.68,0.46,1.84,-44.07,-209.53,-14.77
U,0.64,0.61,1.70,-71.53,-151.37,-58.84
U,0.68,0.05,1.44,-6.29,-75.93,-130.00
U,0.69,-0.21,1.42,-18.98,-55.11,-123.66
U,0.72,-0.21,1.48,-41.93,-22.71,-98.51
U,0.68,-0.16,1.60,-24.60,36.68,-105.35
U,0.65,-0.41,1.83,9.77,104.98,-115.05
U,0.72,-0.56,2.00,23.07,256.10,-95.09
U,0.99,-0.04,1.04,-97.23,359.68,-20.20
U,0.83,-0.06,0.37,-100.22,307.92,-5.86
U,0.41,-0.37,-0.05,-26.43,236.27,6.53
U,0.28,-0.28,0.02,-10.93,161.74,31.49
U,0.17,0.13,0.22,-76.78,30.52,31.13
U,-0.01,-0.04,0.57,-14.04,-26.79,10.74
U,-0.00,-0.00,0.75,4.46,-38.51,6.35
U,-0.03,-0.02,0.84,-5.00,-37.29,5.55
U,-0.00,0.03,0.78,2.62,-45.35,-0.61
U,0.02,0.00,0.79,36.87,-50.66,-6.47
U,0.03,0.05,1.03,39.73,-66.53,-13.00
U,0.04,0.03,1.08,25.70,-56.27,-15.56
U,0.12,0.04,0.90,20.63,-46.33,-17.82
U,0.16,-0.03,0.86,18.92,-62.56,-20.75
U,0.25,-0.10,1.05,28.69,-73.55,-23.50
U,0.31,-0.47,1.80,101.44,-57.50,-31.13
U,0.24,-0.45,2.19,54.44,37.90,18.86
U,0.24,-0.19,1.86,-9.28,128.48,50.42
U,0.11,-0.14,1.63,5.13,198.36,44.86
U,0.10,-0.19,1.36,-0.24,249.15,58.84
U,0.07,0.30,0.54,-77.88,255.31,90.27
U,-0.28,0.12,0.35,-35.52,175.54,34.42
U,-0.42,0.02,0.30,-52.31,145.32,37.72
U,-0.41,0.19,0.17,-68.18,109.99,49.87
U,-0.40,0.26,-0.09,-49.99,51.09,38.57
U,-0.34,0.24,-0.27,-12.88,-7.14,28.69
U,-0.17,0.16,-0.08,9.46,-103.39,5.31
U,0.09,-0.10,0.26,33.69,-179.20,1.77
U,0.28,-0.19,0.41,27.40,-229.00,23.13
U,0.40,0.01,0.87,2.93,-286.44,60.97
U,0.37,0.08,1.18,10.01,-280.70,69.09
U,0.49,0.13,0.98,-20.81,-241.46,69.46
U,0.57,0.35,1.00,-27.89,-245.36,66.28
U,0.63,0.62,1.20,-14.22,-234.80,40.71
U,0.68,0.49,1.50,52.73,-207.82,-26.18
U,0.68,0.38,1.49,-6.71,-156.86,-31.92
U,0.75,0.49,1.39,-57.25,-130.13,-39.12
U,0.76,0.41,1.41,-36.99,-87.71,-94.36
U,0.77,0.21,1.42,-28.26,-54.14,-117.13
U,0.72,-0.11,1.30,-39.49,-9.52,-118.23
U,0.65,-0.08,1.33,-58.84,31.92,-86.79
U,0.67,-0.02,1.30,-60.06,74.52,-85.39
U,0.60,-0.27,1.65,-3.36,151.00,-95.58
U,0.73,-0.16,1.44,-54.87,271.85,-77.58
U,0.74,-0.00,1.15,-94.54,303.77,-49.44
U,0.57,-0.09,0.68,-68.85,293.88,-30.40
U,0.46,-0.15,0.06,-55.42,263.61,-10.01
U,0.19,-0.04,-0.42,-67.26,122.56,19.65
U,0.01,0.02,-0.07,-48.58,-25.94,-11.05
U,-0.04,-0.11,0.49,-7.63,-80.87,-29.54
U,-0.00,-0.21,0.95,36.25,-84.41,-21.24
U,0.03,-0.08,0.93,25.21,-65.06,3.54
U,0.07,-0.00,1.02,22.22,-65.61,4.46
U,0.10,0.00,1.21,28.38,-52.25,-2.75
U,0.07,-0.01,1.26,13.37,-32.04,-3.48
U,0.08,-0.02,1.13,-5.43,-3.23,-2.75
U,0.07,-0.02,0.99,-13.37,-2.01,-4.09
U,0.06,-0.05,1.00,0.12,-9.77,-4.58
U,0.04,-0.06,1.05,11.60,-11.96,-2.50
U,0.05,-0.04,1.02,16.11,-1.59,-1.22
U,0.07,-0.03,0.95,12.51,2.50,1.40
U,0.08,0.01,0.88,2.56,-4.27,-1.40
U,0.09,-0.00,0.88,4.82,-8.00,-4.03
U,0.15,0.00,0.91,10.38,-7.20,-5.55
U,0.27,0.03,0.87,14.28,-9.40,-13.24
U,0.34,-0.10,0.92,22.16,-17.40,-15.87
U,0.48,-0.28,1.12,53.96,-19.78,-18.80
U,0.41,-0.49,1.40,95.83,-14.34,-18.13
U,0.38,-0.27,1.25,24.96,23.01,41.08
U,0.09,-0.24,1.33,23.50,24.54,48.34
U,-0.06,-0.06,1.32,-8.18,48.16,78.86
U,-0.16,0.36,1.08,-25.39,69.34,89.60
U,-0.33,0.41,1.28,-28.38,78.55,53.28
U,-0.40,0.27,1.17,-28.63,113.95,31.74
U,-0.51,0.21,0.93,-31.25,123.66,37.84
U,-0.54,0.24,0.84,-18.92,118.04,26.49
U,-0.49,0.13,0.82,-1.89,130.55,17.70
U,-0.36,0.19,0.58,-27.04,144.59,22.52
U,-0.35,0.05,0.34,-29.30,124.88,13.92
U,-0.25,-0.02,0.08,-31.19,65.80,22.95
U,-0.15,0.01,0.22,-17.64,-17.88,16.72
U,-0.07,0.08,0.36,-28.87,-68.24,15.44
U,0.15,-0.04,0.52,2.14,-125.79,1.53
U,0.29,-0.00,0.76,12.27,-181.58,14.71
U,0.29,0.03,1.01,29.05,-200.93,18.98
U,0.30,0.22,1.06,13.55,-174.26,32.65
U,0.27,0.22,1.01,20.75,-159.18,16.30
U,0.23,0.11,0.82,11.17,-155.82,14.59
U,0.33,0.30,0.74,-17.76,-183.84,28.69
U,0.45,0.48,0.78,-6.47,-201.90,24.78
U,0.49,0.42,0.98,17.15,-229.74,-12.94
U,0.50,0.31,1.29,-6.35,-204.77,-32.90
U,0.55,0.40,1.34,-41.50,-164.43,-44.56
U,0.59,0.15,1.50,-45.47,-110.78,-90.15
U,0.66,-0.03,1.49,-43.88,-75.93,-99.98
U,0.71,-0.38,1.53,-24.90,-23.01,-90.33
U,0.69,-0.30,1.74,-14.47,37.23,-55.60
U,0.69,-0.22,1.85,-0.31,107.06,-45.41
U,0.75,-0.24,1.72,7.45,221.44,-35.77
U,0.72,0.02,1.37,-46.75,297.55,-14.34
U,0.62,0.07,1.02,-67.50,307.74,-7.20
U,0.54,0.00,0.30,-44.19,287.23,11.72
U,0.39,-0.07,-0.01,-31.13,216.43,10.86
U,0.18,0.09,0.13,-32.04,101.38,23.62
U,-0.01,-0.05,0.70,-6.35,28.14,-8.79
U,-0.04,-0.08,0.75,-39.49,14.04,2.01
U,-0.06,0.03,0.59,-6.65,-3.85,1.28
U,-0.13,-0.03,0.67,18.07,-27.95,-6.90
U,-0.13,-0.00,0.75,20.51,-37.29,-3.23
U,-0.12,0.06,0.85,17.09,-40.41,-9.22
U,-0.10,0.06,0.86,15.81,-43.88,-11.66
U,-0.12,0.01,0.93,28.02,-49.44,-13.49
U,-0.07,0.09,1.01,23.01,-44.80,-9.09
U,-0.05,0.06,1.03,27.40,-36.32,-17.03
U,-0.00,-0.00,1.00,29.97,-25.94,-15.38
U,0.03,-0.02,0.92,18.13,-28.75,-12.33
U,0.08,-0.00,0.90,12.39,-31.74,-8.73
U,0.08,0.00,1.05,8.00,-30.70,-15.81
U,0.07,-0.07,1.16,-2.81,-26.67,-11.54
U,0.17,-0.05,1.11,11.78,-25.88,-4.88
U,0.13,-0.19,1.42,37.90,-41.20,1.22
U,0.05,-0.05,1.60,14.10,-20.69,18.07
U,0.02,-0.03,1.67,23.99,33.08,21.67
U,-0.05,-0.00,1.55,-13.79,87.52,37.17
U,-0.07,0.06,1.40,-21.30,116.82,41.56
U,-0.19,0.14,1.23,-27.04,166.02,28.69
U,-0.24,0.14,0.96,-41.69,187.99,26.92
U,-0.33,0.10,0.50,-39.06,193.42,21.36
U,-0.38,0.23,0.15,-35.64,140.99,29.24
U,-0.46,0.23,0.14,-15.81,96.13,16.91
U,-0.39,0.07,0.06,-5.74,45.90,5.00
U,-0.22,0.16,0.00,-19.65,-19.10,13.55
U,-0.10,0.07,0.02,2.08,-64.58,0.67
U,0.01,-0.00,0.57,2.14,-121.03,-8.12
U,0.03,-0.01,0.79,-13.12,-127.93,-4.76
U,0.01,-0.02,0.75,-18.19,-118.59,6.41
U,0.05,-0.02,0.60,-25.57,-122.07,16.17
U,0.13,-0.04,0.50,-25.33,-141.54,18.86
U,0.22,0.06,0.75,-31.19,-190.67,25.21
U,0.28,0.34,1.13,-18.92,-198.49,-4.15
U,0.28,0.20,1.18,11.84,-193.18,-25.94
U,0.40,-0.01,1.29,62.74,-202.09,-31.62
U,0.48,0.19,1.37,27.83,-189.03,-15.08
U,0.54,0.49,1.61,-8.00,-165.59,-26.86
U,0.68,0.25,1.53,-8.42,-120.79,-80.57
U,0.68,0.03,1.46,-7.08,-101.38,-85.51
U,0.59,-0.17,1.63,-18.31,-72.88,-61.83
U,0.60,0.02,1.56,-47.00,-12.45,-43.27
U,0.60,-0.08,1.49,-29.11,20.57,-63.42
U,0.55,-0.44,1.51,-2.56,67.63,-59.33
U,0.52,-0.45,1.45,-5.19,102.60,-32.84
U,0.53,-0.13,1.25,-22.71,164.31,-5.68
U,0.50,-0.13,1.05,-5.13,180.48,-18.80
U,0.38,-0.20,1.15,1.46,172.06,-12.45
U,0.26,-0.18,1.14,-3.60,195.92,4.94
U,0.23,-0.02,0.64,-35.89,210.51,24.84
U,0.23,0.22,0.31,-45.59,171.88,26.61
