Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
D,0.17,0.00,1.16,14.04,12.27,-8.36
D,0.15,-0.01,1.37,20.94,40.77,-11.54
D,0.13,-0.10,1.68,25.21,81.12,-13.49
D,-0.03,-0.14,1.42,37.35,169.62,-1.28
D,-0.18,-0.10,1.40,68.05,179.81,23.80
D,-0.22,-0.20,1.36,79.53,194.40,43.58
D,-0.33,0.36,0.82,64.27,213.87,88.93
D,-0.33,0.44,0.57,72.20,155.58,30.58
D,-0.37,0.25,0.62,54.69,116.33,14.04
D,-0.41,0.29,0.44,29.17,107.79,27.53
D,-0.40,0.39,0.41,24.90,80.87,37.72
D,-0.33,0.97,0.69,4.70,52.12,35.89
D,-0.23,1.13,0.39,-2.81,52.86,-58.96
D,-0.14,0.69,0.36,23.32,21.42,-118.65
D,-0.18,0.64,0.42,12.51,-13.24,-112.55
D,-0.13,0.45,0.41,0.98,-35.46,-159.85
D,-0.14,0.19,0.20,-6.65,-31.37,-163.57
D,-0.19,0.20,0.35,0.06,-68.48,-149.66
D,-0.16,-0.04,0.27,-0.49,-68.66,-154.24
D,-0.14,-0.37,0.54,-1.65,-98.94,-127.81
D,-0.12,-0.40,0.57,-3.72,-98.45,-97.60
D,-0.11,-0.51,0.72,-0.67,-101.01,-89.97
D,-0.13,-0.67,0.71,-9.03,-98.88,-53.96
D,-0.07,-0.57,0.95,-15.08,-114.56,-23.68
D,-0.08,-0.66,0.95,-18.98,-116.09,-9.16
D,-0.15,-0.61,1.08,-7.63,-138.55,27.28
D,-0.03,-0.84,1.43,8.48,-151.79,34.91
D,0.21,-1.02,1.32,5.98,-116.64,95.64
D,0.14,-0.82,1.46,-13.55,-120.42,191.89
D,0.15,-0.13,1.65,12.70,-115.66,254.64
D,0.01,1.49,1.37,8.00,-47.24,223.02
D,-0.03,0.85,1.62,49.99,-30.33,27.16
D,-0.05,0.16,0.90,27.95,30.58,2.69
D,-0.07,0.54,0.96,3.60,-15.87,41.32
D,-0.03,0.64,0.89,-10.56,-5.92,4.58
D,0.02,0.29,1.01,10.44,-5.25,-36.80
D,0.09,-0.21,0.81,-3.60,-2.01,-39.86
D,0.06,-0.13,0.88,-6.84,-12.02,-12.02
D,0.04,0.03,0.94,3.91,-9.28,-8.67
D,0.05,-0.15,0.99,2.56,-0.98,-24.41
D,0.05,-0.06,1.05,0.61,-5.62,-11.29
D,0.03,-0.02,1.27,11.72,9.58,-13.18
D,0.08,-0.07,1.44,29.66,36.50,-22.83
D,-0.00,-0.04,1.34,52.06,94.12,-28.26
D,-0.24,0.05,1.48,61.65,75.56,-32.84
D,-0.20,-0.01,1.55,64.88,107.36,-40.71
D,-0.33,0.01,1.35,36.25,152.89,-27.95
D,-0.40,0.09,1.13,32.23,182.07,-26.18
D,-0.42,0.09,0.80,29.79,183.65,-20.87
D,-0.54,0.22,0.74,17.33,122.99,-11.54
D,-0.51,0.24,0.73,11.96,108.95,-17.64
D,-0.51,0.15,0.58,3.05,77.82,-17.03
D,-0.51,0.14,0.84,20.45,68.12,-20.14
D,-0.48,0.15,0.60,19.90,87.95,-18.37
D,-0.45,0.20,0.47,23.74,62.50,-18.25
D,-0.43,0.07,0.37,7.51,41.02,-26.00
D,-0.43,0.09,0.40,-3.30,20.39,-18.25
D,-0.41,0.13,0.27,-0.43,2.62,-19.84
D,-0.33,-0.03,0.21,7.63,-16.05,-20.63
D,-0.31,-0.04,0.15,10.50,-32.23,-6.29
D,-0.25,0.13,-0.04,-11.29,-80.81,6.10
D,-0.19,-0.08,0.11,-10.38,-122.25,-0.37
D,-0.10,-0.11,0.19,-6.71,-174.26,20.81
D,-0.09,-0.14,0.54,-7.02,-166.50,43.95
D,-0.01,-0.00,0.20,-8.97,-181.34,69.46
D,0.01,0.27,1.07,-19.90,-248.96,57.07
D,0.07,0.07,1.46,-5.37,-195.56,40.65
D,0.19,0.12,1.20,-13.31,-153.56,36.01
D,0.07,0.23,1.61,-23.32,-146.42,44.68
D,0.03,0.30,1.63,-20.39,-113.77,26.49
D,0.10,0.05,1.48,-17.03,-74.95,5.98
D,0.05,0.10,1.47,-14.53,-52.98,12.82
D,0.02,0.20,1.40,-18.31,-40.16,12.57
D,0.08,0.10,1.44,-7.02,-19.78,-11.35
D,0.12,0.05,1.17,-1.59,-2.08,-10.01
D,0.13,0.12,1.11,2.32,2.69,-4.46
D,0.14,0.11,1.06,0.67,5.13,-8.06
D,0.16,0.11,0.98,0.43,12.88,-10.86
D,0.17,0.03,1.13,6.10,12.57,-12.70
D,0.15,-0.02,1.12,7.69,29.30,-14.22
D,0.12,0.02,1.23,7.32,43.76,-12.02
D,0.06,-0.01,1.25,10.56,58.41,-17.88
D,0.02,-0.04,1.38,21.42,75.07,-16.05
D,-0.11,0.02,1.40,33.75,116.15,-15.20
D,-0.14,-0.03,1.25,47.55,153.38,-6.53
D,-0.21,-0.04,1.01,50.90,164.92,8.18
D,-0.21,0.01,0.84,46.20,115.97,15.50
D,-0.30,0.02,0.88,40.71,93.57,39.43
D,-0.35,0.14,0.83,41.02,98.27,52.43
D,-0.32,0.54,0.82,37.78,102.66,54.69
D,-0.35,0.73,0.66,22.64,93.75,15.08
D,-0.35,0.67,0.66,22.16,77.33,-20.02
D,-0.35,0.58,0.53,8.36,55.24,-38.94
D,-0.33,0.61,0.50,9.03,39.12,-50.72
D,-0.34,0.65,0.47,9.16,4.94,-71.78
D,-0.25,0.52,0.50,-0.18,-11.96,-112.61
D,-0.23,0.28,0.55,-1.53,-16.17,-127.08
D,-0.25,-0.03,0.22,0.98,-19.35,-115.72
D,-0.33,0.09,0.43,-5.49,-71.53,-80.08
D,-0.31,0.07,0.53,-11.84,-73.43,-80.26
D,-0.23,-0.05,0.66,-8.06,-80.69,-80.20
D,-0.22,-0.04,0.50,-15.26,-66.41,-77.64
D,-0.27,-0.31,0.71,-24.41,-95.15,-79.28
D,-0.22,-0.40,0.82,-21.61,-73.97,-51.94
D,-0.20,-0.35,0.70,-12.94,-66.47,-36.13
D,-0.18,-0.29,0.85,-7.51,-96.50,-28.14
D,-0.11,-0.54,0.99,-3.36,-86.00,-32.41
D,-0.16,-0.53,0.89,-5.55,-81.73,-4.46
D,-0.14,-0.35,1.19,-3.23,-115.48,24.66
D,-0.03,-0.32,1.33,0.37,-103.27,26.73
D,0.07,-0.57,1.14,-2.26,-72.69,27.47
D,0.16,-0.76,0.92,-21.24,-98.27,73.91
D,0.19,-0.74,1.27,-3.30,-133.48,117.68
D,0.31,-0.04,1.39,40.34,-108.83,178.65
D,0.24,0.53,1.41,16.48,-75.26,163.39
D,0.11,0.54,1.40,19.71,-58.35,117.80
D,0.10,0.73,1.21,38.02,-10.44,53.71
D,0.04,0.32,1.02,20.32,-4.46,18.80
D,0.06,0.28,0.98,-1.22,-4.33,12.82
D,0.09,0.21,0.90,9.83,1.22,-4.39
D,0.13,0.14,0.89,8.91,0.37,-13.79
D,0.15,0.01,0.88,3.66,-2.26,-12.51
D,0.15,0.00,0.94,3.91,-3.97,-6.29
D,0.15,0.11,0.95,7.26,2.87,-11.96
D,0.17,-0.02,1.08,13.12,5.86,-26.25
D,0.20,-0.08,1.16,11.90,16.54,-25.94
D,0.19,0.09,1.53,21.18,51.51,-24.41
D,0.14,0.09,1.54,62.93,126.77,-51.76
D,0.09,-0.22,1.54,90.58,153.20,-48.52
D,-0.04,-0.01,1.27,58.72,181.52,9.22
D,-0.17,0.22,1.02,54.08,177.98,-30.70
D,-0.33,-0.07,0.98,56.64,164.43,-58.65
D,-0.47,0.02,0.71,6.71,156.86,-12.94
D,-0.54,0.17,0.58,-13.73,132.39,7.57
D,-0.59,0.21,0.67,-5.55,93.75,-2.01
D,-0.64,0.22,0.63,-4.09,78.92,-6.77
D,-0.60,0.20,0.53,3.17,61.58,-12.51
D,-0.62,0.20,0.76,15.20,33.94,-16.54
D,-0.60,0.05,0.59,25.27,41.56,-24.54
D,-0.57,0.19,0.66,17.70,24.41,-9.64
D,-0.56,0.20,0.61,12.70,20.81,-18.98
D,-0.57,0.03,0.58,-0.49,19.96,-24.84
D,-0.54,-0.10,0.46,-5.80,2.87,-1.83
D,-0.49,-0.03,0.49,-4.09,-7.08,17.94
D,-0.45,0.19,0.43,3.30,-9.83,45.29
D,-0.38,0.48,0.45,-9.28,-34.24,18.68
D,-0.39,-0.00,0.34,-20.02,-54.93,-40.41
D,-0.34,0.02,0.50,-16.66,-66.22,-19.96
D,-0.29,0.13,0.10,-12.82,-61.71,-18.49
D,-0.26,0.02,0.39,-16.11,-100.65,-22.40
D,-0.19,-0.10,0.20,-23.32,-110.29,-6.53
D,-0.03,-0.02,0.44,-25.76,-130.55,5.43
D,-0.03,-0.10,0.26,-30.15,-132.08,10.99
D,-0.04,0.07,0.72,-25.82,-162.90,22.28
D,0.06,-0.01,1.11,-25.51,-173.58,8.48
D,0.06,-0.02,1.37,-24.05,-161.68,10.68
D,0.03,0.10,1.66,-18.37,-134.77,8.18
D,0.05,0.11,1.69,-9.64,-114.01,-0.12
D,-0.01,-0.13,1.70,-2.20,-72.81,-14.28
D,-0.05,-0.10,1.61,-4.46,-46.51,3.54
D,-0.02,0.09,1.55,-4.82,-31.01,8.79
D,0.01,0.06,1.34,3.17,-2.75,-7.69
D,0.02,-0.05,1.17,6.90,8.97,-7.14
D,0.05,-0.07,1.05,6.23,10.25,-3.05
D,0.05,0.08,0.99,7.63,6.77,-1.53
D,0.05,-0.01,0.90,7.87,8.48,-7.87
D,0.07,-0.02,0.88,2.99,6.77,-6.96
D,0.08,-0.04,0.89,0.18,2.81,-0.06
D,0.06,0.04,0.88,1.22,0.61,3.23
D,0.09,-0.01,0.96,5.19,1.46,-3.54
D,0.08,0.02,1.00,6.71,-0.43,-2.38
D,0.06,0.00,0.96,4.82,7.02,-1.95
D,0.02,0.02,1.02,4.09,2.93,-1.16
D,0.02,0.09,0.97,3.72,4.21,0.24
D,0.01,0.03,1.02,6.10,4.64,-4.88
D,-0.00,0.08,0.95,4.39,7.75,-2.99
D,0.01,0.04,0.95,6.84,5.80,-6.10
D,0.01,0.02,0.92,4.39,1.71,-4.27
D,0.03,0.01,1.00,2.99,-2.93,-2.14
D,0.06,0.06,0.99,6.59,2.01,-1.77
D,0.09,0.02,1.22,20.39,13.73,-3.66
D,0.10,0.02,1.41,29.60,28.99,-9.40
D,-0.02,-0.20,1.59,41.56,86.30,-11.60
D,-0.11,-0.24,1.33,43.15,113.04,2.56
D,-0.24,-0.15,1.32,36.80,116.94,28.38
D,-0.34,0.13,1.09,37.66,133.24,56.76
D,-0.35,0.26,0.93,39.43,137.70,51.33
D,-0.38,0.20,0.72,42.91,147.16,47.79
D,-0.40,0.27,0.30,31.74,81.85,51.15
D,-0.51,0.29,0.66,29.72,34.42,43.95
D,-0.48,0.40,0.57,37.66,45.04,29.72
D,-0.47,0.55,0.50,36.44,39.98,25.39
D,-0.41,0.66,0.68,35.58,0.12,-3.48
D,-0.34,0.54,0.75,6.41,-0.79,-26.49
D,-0.34,0.55,0.70,-0.12,-2.56,-31.92
D,-0.25,0.62,0.83,13.98,-8.06,-53.22
D,-0.27,0.27,0.73,3.91,11.11,-73.43
D,-0.29,0.32,0.58,-5.68,15.62,-60.73
D,-0.26,0.37,0.51,-8.97,-8.85,-70.07
D,-0.28,0.10,0.53,-6.90,-22.89,-79.53
D,-0.33,0.18,0.49,-15.87,-24.23,-57.80
D,-0.34,0.12,0.60,-9.46,-33.33,-60.61
D,-0.28,0.05,0.56,-9.40,-35.71,-63.48
D,-0.28,-0.01,0.72,-13.73,-48.71,-58.65
D,-0.31,0.08,0.67,-25.63,-50.90,-53.53
D,-0.28,-0.07,0.66,-26.86,-47.85,-68.36
D,-0.28,-0.27,0.70,-10.62,-49.01,-49.99
D,-0.31,-0.09,0.75,-14.83,-54.57,-31.92
D,-0.23,-0.20,0.65,-25.21,-61.04,-37.11
D,-0.32,-0.24,0.90,-9.58,-77.82,-28.08
D,-0.28,-0.25,0.89,-6.84,-73.18,-25.15
D,-0.13,-0.41,0.93,-21.67,-82.09,-17.21
D,-0.20,-0.36,1.20,-16.30,-91.06,13.43
D,-0.21,-0.11,1.14,-8.42,-75.99,22.89
D,-0.10,-0.18,1.16,-6.53,-76.17,7.14
D,-0.07,-0.34,0.99,-11.23,-79.71,5.43
D,-0.09,-0.59,1.31,3.60,-90.82,29.11
D,0.04,-0.41,1.19,-5.92,-81.42,74.58
D,0.14,-0.32,1.04,-5.13,-83.68,90.33
D,0.13,-0.28,1.39,-4.09,-89.72,102.42
D,0.17,0.35,1.35,23.32,-57.80,126.22
D,0.16,0.54,1.30,24.17,-38.94,94.67
D,0.11,0.61,1.05,17.52,-3.11,51.09
D,0.06,0.43,1.03,21.79,-3.85,15.93
D,0.06,0.44,0.94,3.97,-9.64,4.82
D,0.08,0.27,0.89,0.37,-4.88,-16.36
D,0.12,0.18,0.96,6.77,-2.08,-27.22
D,0.13,-0.11,0.85,1.83,-3.91,-25.88
D,0.12,-0.03,0.95,-7.32,-8.48,-4.21
D,0.10,0.03,0.93,0.00,-4.58,-7.81
D,0.12,-0.02,1.00,-1.22,-3.97,-14.71
D,0.13,-0.04,1.09,-6.65,-6.90,-15.14
D,0.11,-0.14,1.09,-0.37,-4.58,-15.32
D,0.09,-0.09,1.03,-0.73,-3.23,-10.25
D,0.11,-0.03,0.93,-2.69,1.89,-8.12
D,0.11,-0.10,0.90,3.17,3.36,-11.11
D,0.10,-0.15,0.98,5.68,-4.94,-5.86
D,0.09,-0.05,1.04,3.23,-3.91,0.31
D,0.12,0.02,0.94,5.00,2.75,-4.33
D,0.13,-0.05,1.03,7.75,0.00,-7.02
D,0.16,-0.02,1.01,7.63,7.26,-7.02
D,0.17,0.02,1.16,9.46,6.96,-3.17
D,0.21,0.02,1.20,24.66,30.09,-11.54
D,0.32,0.08,1.30,51.64,59.94,-16.85
D,0.43,0.20,1.74,75.13,72.57,-22.22
D,0.29,-0.27,0.86,83.98,190.06,-59.45
D,-0.17,-0.38,0.91,51.27,103.88,-36.07
D,-0.24,0.08,1.47,38.51,114.69,-8.36
D,-0.32,-0.10,1.08,65.31,212.71,-39.55
D,-0.72,0.17,0.28,-5.86,183.72,16.05
D,-0.77,0.77,0.60,-14.77,108.46,29.85
D,-0.84,0.41,0.96,10.56,108.03,-65.12
D,-0.89,0.04,0.69,1.59,135.19,-67.93
D,-0.94,0.28,0.53,-7.14,116.03,-22.83
D,-0.96,-0.04,0.48,22.40,79.16,-49.38
D,-0.92,0.18,0.45,-16.05,55.60,-20.39
D,-0.87,0.00,0.81,5.98,17.40,-47.67
D,-0.72,-0.04,0.74,8.18,69.58,-8.42
D,-0.73,0.14,0.53,8.18,66.28,10.07
D,-0.69,0.24,0.44,-1.53,40.47,-9.46
D,-0.69,-0.03,0.31,-4.15,23.56,-24.78
D,-0.62,-0.08,0.32,-5.19,-12.02,-5.49
D,-0.48,-0.04,0.27,27.40,-10.44,12.33
D,-0.45,0.10,0.35,25.88,-34.42,22.46
D,-0.35,0.23,0.07,-26.98,-28.69,1.59
D,-0.38,-0.21,0.24,7.20,-70.19,-11.54
D,-0.34,-0.16,0.42,30.40,-68.30,14.40
D,-0.17,0.30,0.18,-8.30,-82.03,36.56
D,-0.19,0.28,0.13,-28.38,-95.89,13.06
D,-0.22,-0.11,0.23,-11.96,-112.12,-4.09
D,-0.09,-0.04,0.05,-18.80,-136.90,16.66
D,-0.01,0.03,0.11,-39.25,-183.72,18.37
D,-0.08,-0.03,0.92,-14.34,-205.02,20.45
D,0.06,0.04,0.90,-34.24,-204.59,20.20
D,0.01,0.02,1.67,-30.33,-218.81,20.63
D,0.01,0.30,1.56,0.18,-137.70,13.85
D,0.02,0.17,1.67,5.86,-132.75,-5.19
D,-0.09,-0.06,1.68,-8.73,-97.72,2.38
D,-0.04,0.33,1.90,-7.87,-63.29,11.72
D,-0.02,0.10,1.55,2.81,-19.59,-16.72
D,-0.11,-0.03,1.28,1.28,-13.55,-2.69
D,-0.04,0.16,1.34,-9.16,-8.18,8.54
D,0.02,0.13,1.23,-2.26,7.93,-2.08
D,0.01,0.07,0.86,1.28,16.36,-1.83
D,0.01,0.05,0.99,4.58,-4.52,-7.32
D,0.04,0.05,0.93,7.51,2.99,-6.10
D,0.05,-0.01,0.95,8.18,3.54,-2.38
D,0.06,0.07,0.97,3.66,3.36,0.55
D,0.06,0.07,0.95,-0.12,-3.54,-3.11
D,0.04,-0.00,0.94,2.32,1.95,-5.25
D,0.05,0.04,1.14,5.74,-5.74,-7.20
D,0.05,0.08,1.07,8.00,8.85,-2.69
D,0.05,0.07,1.26,16.54,15.14,-5.98
D,0.04,0.03,1.53,32.41,44.43,-7.87
D,-0.01,-0.00,1.73,33.26,113.10,-6.71
D,-0.06,-0.13,1.55,56.52,162.66,-3.23
D,-0.34,0.04,1.10,45.17,195.62,33.69
D,-0.41,0.34,0.79,42.05,189.82,32.90
D,-0.53,0.18,0.55,24.66,150.76,4.15
D,-0.49,0.29,0.42,30.52,92.96,13.67
D,-0.51,0.31,0.60,22.83,62.99,8.30
D,-0.50,0.20,0.49,-5.19,62.44,2.44
D,-0.55,0.24,0.43,-15.32,33.94,9.28
D,-0.49,0.26,0.50,10.68,21.36,1.83
D,-0.46,0.39,0.53,19.29,-0.37,7.39
D,-0.45,0.61,0.69,5.86,-15.69,-0.12
D,-0.45,0.49,0.62,10.99,-14.95,-39.18
D,-0.38,0.38,0.80,17.64,-15.01,-52.43
D,-0.36,0.33,0.65,-8.73,-12.33,-51.21
D,-0.35,0.18,0.84,-7.57,-32.10,-56.46
D,-0.42,0.09,0.63,-4.46,-11.54,-48.71
D,-0.42,0.16,0.59,-11.29,-17.70,-47.24
D,-0.38,0.11,0.55,-12.45,-31.62,-51.82
D,-0.42,0.04,0.82,2.08,-49.56,-52.80
D,-0.44,0.13,0.72,0.43,-25.63,-39.79
D,-0.35,0.22,0.66,-15.99,-42.97,-64.51
D,-0.34,-0.04,0.72,-14.40,-52.49,-85.02
D,-0.39,-0.31,0.85,-6.65,-45.17,-57.01
D,-0.33,0.02,0.66,-11.72,-46.45,-22.34
D,-0.34,0.02,0.80,-9.89,-58.17,-32.10
D,-0.31,-0.19,0.84,-16.66,-46.75,-46.57
D,-0.29,-0.18,0.65,-6.71,-37.96,-31.92
D,-0.31,-0.13,0.85,-2.50,-57.98,-19.65
D,-0.30,-0.13,0.91,-3.91,-65.00,-13.12
D,-0.24,-0.16,0.93,-0.98,-57.80,-14.10
D,-0.24,-0.09,0.92,-8.12,-63.78,-5.74
D,-0.20,-0.23,0.96,-1.16,-65.31,-7.32
D,-0.12,-0.25,1.01,0.98,-69.76,-0.61
D,-0.09,-0.26,0.97,-3.36,-68.05,10.50
D,-0.12,-0.16,1.15,-3.30,-74.95,21.18
D,-0.12,-0.17,0.98,4.21,-54.75,14.10
D,-0.09,-0.24,1.16,7.51,-71.78,19.41
D,-0.05,-0.14,1.23,8.54,-56.88,30.64
D,-0.05,-0.02,1.07,14.89,-44.62,32.35
D,0.01,-0.22,1.17,11.72,-50.35,31.86
D,0.05,-0.21,1.23,13.00,-45.59,43.76
D,0.04,-0.12,1.21,13.67,-27.59,58.17
D,0.04,0.00,1.11,9.46,-21.00,63.66
D,0.05,0.10,1.10,-1.83,-10.68,62.19
D,0.04,0.09,0.99,1.34,-11.72,54.02
D,0.02,0.09,0.95,12.63,-13.92,47.67
D,0.04,0.31,0.96,7.08,-14.53,49.19
D,0.04,0.29,0.98,-1.28,-15.01,26.61
D,0.05,0.25,0.92,5.49,-8.30,12.94
D,0.05,0.07,0.92,4.82,-6.96,3.97
D,0.06,0.20,1.05,2.38,-11.23,10.07
D,0.06,0.15,0.98,7.51,-3.17,-10.19
D,0.07,0.01,0.86,2.08,4.03,-16.05
D,0.07,-0.00,1.04,3.30,-5.00,-14.34
D,0.08,-0.06,1.03,5.25,-1.89,-11.90
D,0.11,-0.04,1.08,2.20,2.01,-7.20
D,0.14,-0.02,1.12,10.93,22.58,-6.35
D,0.14,-0.04,1.19,28.81,40.89,-17.88
D,0.09,-0.10,1.12,24.90,66.04,-14.47
D,0.09,-0.04,1.54,35.83,67.02,-5.19
D,0.10,0.11,1.06,32.41,137.76,-21.79
D,-0.06,-0.01,0.89,31.74,135.07,-39.73
D,-0.27,-0.11,1.01,27.04,98.63,-30.88
D,-0.34,-0.07,1.23,14.22,89.17,-8.79
D,-0.38,0.25,0.97,17.15,127.99,8.97
D,-0.54,0.15,0.80,30.40,113.04,-11.35
D,-0.58,0.20,0.87,14.34,97.41,-7.08
D,-0.63,0.16,0.88,9.95,93.99,-14.89
D,-0.68,0.21,0.65,7.02,100.46,-8.24
D,-0.75,0.19,0.56,14.71,74.10,-13.18
D,-0.75,0.16,0.74,3.72,48.03,-12.39
D,-0.73,0.11,0.72,-1.28,47.42,-13.37
D,-0.65,0.09,0.41,-0.24,32.41,-8.67
D,-0.62,0.11,0.80,2.26,-6.29,4.21
D,-0.59,0.20,0.97,-1.53,12.33,3.48
D,-0.55,0.27,0.30,0.00,60.49,-9.09
D,-0.67,-0.05,0.28,31.56,-22.64,-37.11
D,-0.64,-0.30,0.53,18.07,-40.16,-17.76
D,-0.61,0.19,0.31,-13.73,-31.74,28.38
D,-0.64,0.36,0.08,-6.35,-36.32,5.98
