Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
O,-0.17,0.80,0.56,9.22,23.62,-125.67
O,-0.18,0.41,0.34,31.43,35.52,-168.58
O,-0.14,0.22,0.19,31.74,20.81,-155.52
O,-0.23,0.15,0.26,30.03,-34.73,-106.45
O,-0.31,0.26,0.29,14.95,-52.37,-91.55
O,-0.35,0.24,0.27,23.25,-61.58,-93.38
O,-0.29,0.20,0.50,37.78,-103.70,-95.89
O,-0.30,-0.06,0.55,31.13,-99.24,-88.93
O,-0.30,0.01,0.37,11.41,-108.64,-63.17
O,-0.28,-0.01,0.66,3.72,-123.47,-59.94
O,-0.27,-0.21,0.70,0.43,-136.60,-59.39
O,-0.22,-0.29,0.90,8.30,-145.08,-43.21
O,-0.20,-0.49,1.17,-0.06,-134.70,-12.57
O,-0.12,-0.29,1.01,-7.57,-113.22,19.65
O,-0.12,-0.19,1.22,18.80,-143.13,35.71
O,-0.06,-0.29,1.42,-2.32,-129.76,45.47
O,-0.01,-0.27,1.64,1.95,-118.23,77.21
O,-0.00,0.14,1.37,-2.81,-68.36,107.97
O,0.04,-0.18,1.52,23.01,-64.27,102.23
O,0.07,0.07,1.53,25.09,-46.39,146.00
O,0.22,0.64,1.86,30.27,-24.29,142.15
O,0.23,0.72,1.69,28.87,43.46,120.24
O,0.12,1.01,0.34,-11.29,61.65,63.90
O,0.03,0.61,0.97,32.90,25.33,20.81
O,0.08,0.75,0.65,25.33,37.05,11.78
O,-0.03,0.28,0.80,-8.73,21.36,-8.61
O,0.00,0.08,0.81,-12.94,13.00,2.93
O,0.06,0.26,0.90,2.44,9.89,13.98
O,0.10,0.20,0.83,22.46,18.74,3.54
O,0.10,0.26,1.03,31.80,7.57,11.47
O,-0.01,0.37,1.00,8.18,23.44,11.41
O,0.01,0.29,0.90,14.59,29.48,2.81
O,-0.02,0.27,0.79,13.24,26.55,2.32
O,-0.04,0.30,0.87,30.58,8.54,11.66
O,-0.08,0.35,1.06,37.84,9.16,8.30
O,-0.08,0.31,1.11,27.65,19.96,12.82
O,-0.12,0.34,0.83,2.26,25.94,11.90
O,-0.22,0.30,1.07,9.09,6.65,13.67
O,-0.20,0.38,1.48,24.84,28.08,20.20
O,-0.11,0.26,1.24,21.48,105.96,28.50
O,-0.13,0.45,0.92,20.39,117.86,40.77
O,-0.19,0.85,0.85,24.72,98.45,24.11
O,-0.13,0.80,0.93,46.57,97.47,-27.95
O,-0.12,0.63,0.42,23.50,108.83,-51.76
O,-0.20,0.62,0.85,21.97,47.61,-57.19
O,-0.20,0.72,0.72,-2.32,73.67,-65.98
O,-0.13,0.45,0.33,-7.51,69.34,-90.21
O,-0.21,0.34,0.31,2.62,23.62,-88.56
O,-0.27,0.44,0.42,-1.77,9.16,-84.78
O,-0.30,0.37,0.33,-15.50,8.36,-109.19
O,-0.31,0.28,0.46,-7.26,-7.20,-109.99
O,-0.28,0.12,0.43,5.00,-12.21,-108.46
O,-0.30,0.19,0.57,8.73,-33.14,-91.00
O,-0.33,0.07,0.50,-3.17,-42.85,-98.94
O,-0.35,-0.01,0.80,-9.46,-59.33,-93.38
O,-0.26,-0.14,0.77,25.88,-40.65,-79.59
O,-0.36,-0.10,0.64,35.52,-48.71,-59.63
O,-0.33,-0.26,0.66,33.33,-71.47,-49.13
O,-0.23,-0.04,0.53,10.86,-96.80,-22.77
O,-0.35,-0.22,0.76,28.99,-122.99,-21.12
O,-0.22,-0.17,1.10,7.63,-143.98,-8.00
O,-0.13,-0.30,1.14,8.24,-121.64,15.75
O,-0.04,-0.14,1.30,19.65,-122.50,26.67
O,-0.09,-0.15,1.29,5.62,-107.97,32.17
O,-0.12,-0.33,1.24,11.90,-101.99,42.97
O,0.01,-0.16,1.42,24.29,-106.32,74.28
O,0.03,0.21,1.79,15.69,-67.81,96.86
O,0.07,0.27,1.45,8.42,-10.80,83.31
O,0.09,0.22,1.22,12.02,-15.14,81.54
O,0.07,0.36,1.15,-1.22,4.03,80.26
O,0.06,0.57,0.81,-17.09,8.30,77.58
O,0.06,0.67,1.02,1.10,-4.21,46.51
O,0.04,0.44,0.86,8.79,8.06,16.91
O,0.07,0.36,0.68,-2.87,8.91,18.74
O,0.08,0.42,0.78,2.56,-17.15,16.11
O,0.09,0.42,0.89,7.32,-19.23,6.71
O,0.11,0.36,0.87,5.00,-9.89,-14.65
O,0.11,0.29,0.77,4.15,-9.77,-18.80
O,0.07,0.14,0.98,-6.47,-24.54,-14.95
O,0.07,-0.01,1.19,-13.06,-19.65,-5.74
O,0.08,-0.03,1.29,-12.88,-4.15,5.68
O,0.06,-0.19,1.47,-6.77,21.24,14.71
O,0.04,-0.09,1.26,-0.98,61.65,47.36
O,0.05,-0.13,1.17,-6.71,61.58,54.44
O,-0.01,0.10,1.29,-17.58,49.26,84.35
O,-0.01,0.09,1.41,-14.65,58.23,77.70
O,-0.04,0.35,0.90,-30.94,90.58,100.28
O,-0.09,0.37,1.12,-26.86,33.75,64.58
O,-0.07,0.42,1.14,-17.58,51.09,48.65
O,-0.05,0.34,1.15,12.15,65.67,16.54
O,-0.03,0.53,0.83,12.15,80.08,4.03
O,-0.07,0.25,0.89,13.18,63.23,-22.77
O,-0.08,0.37,0.81,12.08,66.28,-15.26
O,-0.09,0.46,0.66,6.65,61.52,-23.80
O,-0.12,0.32,0.70,6.59,48.34,-50.35
O,-0.10,0.37,0.59,6.23,43.52,-53.22
O,-0.11,0.28,0.51,5.19,34.36,-67.81
O,-0.13,0.20,0.46,2.32,15.50,-68.91
O,-0.19,0.16,0.52,4.27,-6.41,-65.80
O,-0.25,0.18,0.51,11.47,-13.55,-65.06
O,-0.17,0.19,0.76,6.90,-20.69,-72.33
O,-0.14,0.09,0.66,2.38,-20.39,-80.51
O,-0.16,-0.11,0.80,5.37,-29.11,-88.75
O,-0.18,-0.04,0.64,11.35,-26.86,-75.26
O,-0.16,-0.10,0.69,3.66,-40.34,-73.55
O,-0.12,-0.18,0.52,-19.41,-45.23,-71.66
O,-0.23,-0.28,0.72,-6.71,-68.05,-62.68
O,-0.21,-0.39,0.89,-15.44,-75.26,-58.41
O,-0.03,-0.40,0.78,-23.38,-81.42,-41.99
O,-0.03,-0.59,1.00,0.98,-92.65,-40.47
O,-0.05,-0.54,0.99,-2.62,-95.52,-10.93
O,0.03,-0.65,1.18,-7.20,-103.52,9.40
O,0.04,-0.69,1.29,7.14,-97.29,22.46
O,0.05,-0.50,1.51,10.56,-79.28,55.66
O,0.09,-0.24,1.45,2.08,-52.31,73.49
O,0.08,-0.10,1.28,4.15,-38.94,73.18
O,0.03,0.09,1.25,19.59,-33.94,67.69
O,0.05,0.38,1.26,19.59,-29.60,66.77
O,0.05,0.44,1.04,10.93,-8.18,38.51
O,0.11,0.13,0.97,16.24,-6.23,14.22
O,0.13,0.29,0.90,6.41,-11.17,20.69
O,0.11,0.21,1.02,5.49,-14.34,0.85
O,0.13,0.02,0.85,6.10,-9.09,-13.67
O,0.14,-0.13,0.95,4.46,-14.83,-10.38
O,0.14,-0.13,0.98,1.46,-16.48,4.27
O,0.14,-0.02,1.05,3.36,-17.64,4.88
O,0.11,-0.22,1.16,13.67,-4.76,-0.61
O,0.10,-0.45,1.25,14.53,3.60,13.98
O,0.10,-0.33,1.10,10.50,17.03,37.78
O,0.06,-0.22,1.20,23.44,2.62,37.90
O,0.08,-0.15,1.20,30.27,28.50,48.28
O,0.07,-0.19,1.17,29.85,25.21,49.74
O,0.09,-0.04,1.27,44.80,38.39,70.80
O,0.05,0.23,0.91,38.21,54.87,70.68
O,0.02,0.14,1.25,48.52,36.99,48.71
O,0.01,0.34,1.03,37.54,50.78,41.02
O,0.01,0.31,1.12,38.57,50.23,33.14
O,0.02,0.50,0.84,28.69,69.34,30.64
O,-0.01,0.48,1.04,23.68,43.09,-0.12
O,0.01,0.55,0.86,12.33,64.51,-10.07
O,-0.01,0.39,0.72,0.06,54.08,-31.31
O,-0.02,0.50,0.73,-6.65,43.21,-32.10
O,-0.02,0.45,0.78,-8.06,41.38,-52.12
O,-0.04,0.36,0.64,0.61,41.44,-65.98
O,-0.03,0.26,0.60,2.81,34.42,-70.19
O,-0.07,0.10,0.45,4.46,13.31,-71.78
O,-0.10,0.17,0.56,-8.67,-11.72,-68.18
O,-0.09,0.14,0.68,-12.57,-12.15,-78.98
O,-0.06,0.02,0.53,-15.50,-3.30,-85.39
O,-0.08,-0.09,0.58,-4.82,-26.79,-83.13
O,-0.07,0.00,0.76,-7.14,-39.86,-65.92
O,-0.05,-0.03,0.65,-12.88,-27.59,-74.16
O,-0.05,-0.28,0.59,-8.12,-37.60,-80.32
O,-0.06,-0.36,0.63,-15.87,-62.07,-63.96
O,-0.06,-0.34,0.75,-20.75,-75.99,-51.21
O,-0.11,-0.40,0.94,-17.70,-90.03,-42.48
O,0.06,-0.58,1.03,-11.17,-94.85,-44.56
O,0.05,-0.78,1.06,1.89,-90.82,-32.96
O,0.05,-0.66,1.27,-2.26,-95.95,1.77
O,0.15,-0.78,1.48,-2.56,-82.46,19.35
O,0.16,-0.91,1.42,8.79,-61.16,39.43
O,0.15,-0.46,1.43,10.68,-46.69,95.46
O,0.18,-0.04,1.50,11.41,-39.31,104.61
O,0.17,0.19,1.31,22.95,-4.03,85.51
O,0.11,0.36,1.08,21.61,3.85,69.58
O,0.09,0.45,1.07,16.54,-5.98,53.10
O,0.11,0.42,0.93,15.99,4.39,31.62
O,0.12,0.16,0.88,17.03,-0.49,8.12
O,0.14,0.24,0.80,5.00,0.24,10.19
O,0.14,0.14,0.88,-4.58,-14.40,-4.94
O,0.14,-0.03,0.93,2.69,-14.04,-12.15
O,0.14,-0.22,0.97,4.15,-11.60,-8.00
O,0.12,-0.30,1.04,-1.77,-13.43,7.57
O,0.10,-0.26,1.14,8.79,-13.98,14.59
O,0.08,-0.30,1.18,16.36,-0.98,19.23
O,0.08,-0.25,1.24,18.80,8.12,33.63
O,0.07,-0.21,1.28,22.34,14.65,41.99
O,0.07,-0.21,1.25,31.43,23.74,42.91
O,0.08,-0.09,1.27,38.02,29.66,52.49
O,0.07,0.03,1.24,40.77,38.64,50.60
O,0.06,0.11,1.10,45.17,49.87,47.67
O,0.05,0.23,0.98,49.19,51.27,48.58
O,0.04,0.37,1.10,43.95,44.13,37.96
O,0.05,0.47,0.87,32.65,59.88,15.44
O,0.04,0.52,0.89,33.39,49.32,2.08
O,0.03,0.49,0.86,18.86,51.51,-21.67
O,0.01,0.43,0.69,8.85,53.71,-32.84
O,-0.01,0.41,0.67,1.46,38.21,-43.21
O,0.00,0.32,0.71,-1.10,31.13,-57.86
O,-0.02,0.30,0.67,-5.98,28.50,-61.22
O,-0.03,0.24,0.66,-8.30,21.12,-68.66
O,-0.04,0.06,0.53,-12.39,13.73,-75.26
O,-0.07,0.07,0.63,-13.43,-5.74,-66.10
O,-0.08,0.03,0.72,-19.23,-3.60,-71.17
O,-0.03,0.02,0.70,-16.05,-5.86,-71.35
O,-0.07,-0.07,0.75,-11.96,-21.42,-72.63
O,-0.09,-0.17,0.64,-13.37,-26.98,-67.50
O,-0.06,-0.18,0.75,-16.05,-40.41,-64.58
O,-0.06,-0.24,0.64,-14.83,-33.51,-61.65
O,-0.10,-0.33,0.69,-9.28,-55.30,-53.96
O,-0.07,-0.27,0.80,-11.05,-66.35,-42.60
O,-0.06,-0.41,0.79,-1.10,-66.77,-41.75
O,-0.06,-0.45,0.85,-3.42,-74.58,-31.74
O,-0.01,-0.48,1.00,-0.06,-82.28,-14.16
O,0.04,-0.45,1.10,0.12,-80.69,-5.37
O,0.08,-0.48,1.08,-2.50,-79.16,1.28
O,0.20,-0.70,1.39,3.60,-84.23,20.94
O,0.27,-0.65,1.45,7.63,-65.12,53.10
O,0.30,-0.56,1.46,6.77,-47.36,69.21
O,0.29,-0.10,1.25,9.52,-34.42,94.30
O,0.25,0.18,1.45,22.22,-30.09,91.37
O,0.22,0.44,1.19,21.79,-5.25,62.99
O,0.15,0.39,0.94,27.40,4.64,41.08
O,0.14,0.56,1.00,16.24,-6.04,32.35
O,0.15,0.39,0.95,1.71,-0.67,6.65
O,0.18,0.10,0.93,8.00,-0.55,-17.88
O,0.20,-0.09,0.80,-0.98,1.04,-19.10
O,0.19,-0.17,0.93,0.73,-11.54,-5.98
O,0.21,-0.14,0.96,2.99,-9.83,-3.42
O,0.18,-0.25,1.00,10.25,-6.35,1.10
O,0.11,-0.31,1.02,8.36,-7.45,14.10
O,0.10,-0.26,1.13,8.54,-8.00,28.20
O,0.11,-0.20,1.15,22.46,8.24,38.88
O,0.11,-0.23,1.07,30.46,7.87,42.30
O,0.16,-0.16,1.20,40.16,3.54,58.53
O,0.16,-0.03,1.24,34.24,9.64,59.51
O,0.14,-0.03,1.34,36.50,16.48,58.29
O,0.14,0.07,1.18,37.90,43.27,60.24
O,0.13,0.41,1.08,34.18,37.54,45.29
O,0.13,0.43,1.17,38.09,47.00,21.00
O,0.12,0.36,1.03,34.18,62.74,-2.93
O,0.11,0.36,0.91,16.48,64.58,-8.73
O,0.07,0.35,0.82,4.46,53.41,-21.48
O,0.07,0.30,0.92,6.10,51.45,-37.96
O,0.08,0.32,0.82,0.06,59.45,-44.80
O,0.02,0.17,0.76,-3.91,51.21,-53.89
O,-0.01,0.11,0.78,-3.23,51.09,-58.47
O,-0.01,0.21,0.73,-1.04,54.87,-56.21
O,-0.03,0.10,0.73,-13.49,45.17,-67.99
O,-0.01,0.06,0.58,-12.15,38.21,-66.59
O,-0.06,-0.02,0.70,-10.86,5.98,-59.75
O,-0.13,0.02,0.84,-13.31,17.76,-55.18
O,-0.13,-0.05,0.81,-4.46,29.24,-55.42
O,-0.06,-0.01,0.55,4.70,35.89,-48.58
O,-0.20,-0.01,0.53,-12.45,-3.30,-39.43
O,-0.17,0.07,0.58,-30.21,-22.95,-41.87
O,-0.11,-0.18,0.75,-14.77,-35.40,-66.83
O,-0.12,-0.30,0.69,-6.10,-31.31,-67.75
O,-0.20,-0.38,0.66,-12.63,-47.97,-52.61
O,-0.12,-0.31,0.68,-10.74,-64.94,-46.26
O,-0.14,-0.34,0.79,1.34,-78.06,-44.80
O,-0.11,-0.49,0.89,-8.85,-94.54,-41.56
O,-0.01,-0.59,1.06,2.01,-89.42,-28.26
O,-0.03,-0.48,1.01,10.38,-82.82,-13.24
O,0.01,-0.53,1.33,9.40,-103.82,-6.47
O,0.11,-0.59,1.37,-2.01,-88.13,3.30
O,0.19,-0.92,1.44,7.14,-64.70,14.16
O,0.17,-0.54,1.22,10.80,-36.62,74.28
O,0.16,-0.24,1.25,16.17,-38.15,88.68
O,0.21,0.14,1.24,20.51,-31.56,82.34
O,0.14,0.23,1.14,29.17,-17.27,63.90
O,0.14,0.52,1.13,24.35,-12.57,57.25
O,0.10,0.40,1.01,8.79,-5.31,24.90
O,0.15,0.23,0.92,12.15,-2.81,8.67
O,0.17,0.18,0.87,8.73,-6.29,1.77
O,0.18,0.06,0.96,-5.07,-7.93,-8.18
O,0.18,-0.03,0.91,-6.47,-5.25,-12.02
O,0.19,-0.15,0.98,5.07,-10.80,-12.15
O,0.18,-0.06,1.03,5.31,-7.57,-7.20
O,0.17,-0.10,0.94,2.08,-1.71,-11.35
O,0.16,-0.21,0.97,0.31,-6.35,-10.44
O,0.15,-0.31,1.00,2.38,-8.06,-5.98
O,0.15,-0.38,0.97,1.16,-4.94,6.41
O,0.14,-0.40,0.99,6.90,-8.91,20.39
O,0.12,-0.39,1.03,11.96,-10.44,29.97
O,0.14,-0.35,1.07,20.20,-12.08,41.44
O,0.13,-0.27,1.18,28.38,-9.46,50.48
O,0.14,-0.13,1.24,31.13,5.55,54.93
O,0.13,-0.04,1.18,35.95,15.93,54.20
O,0.12,0.02,1.22,43.15,17.09,49.93
O,0.10,0.01,1.25,46.88,28.02,44.98
O,0.12,0.15,1.16,49.01,41.93,47.55
O,0.10,0.24,1.14,52.43,43.88,40.22
O,0.11,0.32,1.09,46.69,52.55,25.57
O,0.10,0.37,1.09,47.97,55.60,14.47
O,0.06,0.27,0.96,46.08,64.64,-3.91
O,0.05,0.37,0.76,30.46,65.67,-8.91
O,0.03,0.35,0.90,25.45,50.29,-17.15
O,0.02,0.43,0.79,15.44,55.60,-30.03
O,0.01,0.32,0.79,8.06,53.77,-48.10
O,0.00,0.23,0.64,-1.71,52.73,-50.90
O,-0.04,0.20,0.76,-5.55,32.35,-49.62
O,-0.06,0.24,0.72,-7.63,30.88,-48.71
O,-0.08,0.14,0.67,-8.97,26.25,-59.27
O,-0.12,0.09,0.57,-14.95,17.46,-58.23
O,-0.12,0.02,0.69,-13.24,2.62,-63.60
O,-0.13,0.05,0.66,-15.14,5.80,-54.26
O,-0.15,-0.01,0.65,-14.10,-12.45,-60.73
O,-0.09,-0.07,0.66,-6.35,-15.14,-60.61
O,-0.17,-0.10,0.44,-4.76,-18.31,-56.21
O,-0.13,-0.06,0.66,-11.35,-50.48,-53.16
O,-0.06,-0.09,0.72,-12.76,-50.54,-57.07
O,-0.11,-0.28,0.71,-3.97,-59.33,-53.65
O,-0.17,-0.19,0.72,-6.71,-65.61,-39.79
O,-0.05,-0.07,0.93,-13.55,-84.17,-46.45
O,-0.03,-0.32,0.83,-6.16,-80.69,-55.54
O,-0.04,-0.42,1.10,1.83,-97.11,-49.01
O,0.11,-0.33,1.11,-4.58,-86.98,-36.13
O,0.11,-0.60,1.16,11.47,-78.92,-32.84
O,0.13,-0.64,1.19,6.77,-79.96,-10.13
O,0.17,-0.61,1.31,2.08,-75.38,28.02
O,0.20,-0.45,1.42,15.87,-62.68,43.15
O,0.22,-0.17,1.39,20.08,-35.22,58.23
O,0.25,-0.17,1.33,23.32,-15.08,61.89
O,0.27,0.04,1.20,21.48,-9.22,71.29
O,0.21,0.44,1.21,23.38,-5.80,63.72
O,0.16,0.33,1.03,19.71,5.80,27.77
O,0.17,0.19,0.91,14.83,7.93,14.10
O,0.18,0.21,0.90,12.45,-0.24,14.77
O,0.16,0.28,0.86,2.93,-1.71,11.23
O,0.18,0.13,0.85,3.66,-3.66,-2.38
O,0.20,0.05,0.89,7.51,-11.35,-10.07
O,0.20,0.03,0.99,6.23,-12.63,-10.74
O,0.20,-0.01,0.93,1.59,-6.90,-10.86
O,0.20,-0.08,0.94,-1.10,-8.18,-11.60
O,0.19,-0.07,0.96,-3.11,-9.89,-8.18
O,0.20,-0.18,1.03,-0.31,-8.73,-9.28
O,0.19,-0.19,0.95,0.61,-5.31,-3.60
O,0.17,-0.22,0.98,4.82,-11.11,6.10
O,0.17,-0.28,0.99,11.78,-7.87,12.94
O,0.16,-0.35,0.98,16.11,-7.39,19.78
O,0.16,-0.36,1.16,20.69,-11.96,41.50
O,0.18,-0.36,1.28,29.85,-5.13,53.53
O,0.22,-0.28,1.32,44.62,18.86,74.58
O,0.23,0.21,1.21,48.16,33.45,89.84
O,0.19,0.28,1.27,53.28,30.52,69.89
O,0.15,0.31,1.26,55.85,46.75,46.02
O,0.13,0.42,1.20,49.13,62.62,33.69
O,0.12,0.42,1.15,41.50,70.62,20.81
O,0.10,0.47,0.91,30.52,74.71,5.19
O,0.08,0.43,0.94,26.98,63.78,-8.48
O,0.03,0.40,0.93,23.62,58.41,-22.09
O,0.04,0.34,0.95,16.72,67.02,-34.12
O,0.01,0.35,0.77,4.64,75.26,-37.23
O,-0.00,0.26,0.75,4.64,60.00,-49.50
O,-0.06,0.25,0.69,-1.04,54.02,-49.68
O,-0.06,0.30,0.63,-5.74,50.78,-52.43
O,-0.06,0.20,0.67,-5.43,37.72,-63.60
O,-0.05,0.18,0.51,-10.99,34.73,-66.89
O,-0.12,0.08,0.58,-10.25,3.54,-65.61
O,-0.13,0.14,0.61,-17.58,-0.18,-57.62
O,-0.14,0.13,0.71,-17.21,0.24,-65.25
O,-0.13,0.01,0.61,-8.85,16.72,-73.43
O,-0.13,-0.03,0.45,-8.30,-21.24,-69.95
O,-0.12,-0.11,0.78,-5.68,-49.19,-67.26
O,-0.15,-0.01,0.61,-17.09,-38.02,-58.17
O,-0.16,-0.18,0.73,-11.41,-57.80,-68.60
O,-0.08,-0.24,0.78,-10.25,-62.81,-56.82
O,-0.12,-0.21,0.75,2.99,-72.69,-50.11
O,-0.14,-0.16,0.81,2.69,-86.98,-43.46
O,-0.02,-0.34,0.99,-2.69,-102.97,-45.35
O,0.05,-0.47,0.99,8.91,-84.05,-27.83
O,0.04,-0.42,0.94,12.15,-88.32,-17.58
O,0.10,-0.54,1.29,14.10,-106.26,-3.30
O,0.19,-0.61,1.37,19.23,-90.45,12.82
O,0.24,-0.46,1.35,18.13,-64.94,35.58
O,0.20,-0.48,1.34,20.75,-54.87,61.58
O,0.25,-0.35,1.39,19.90,-44.49,81.79
O,0.29,0.17,1.37,15.20,-19.10,104.37
O,0.24,0.39,1.31,22.09,-20.63,57.92
O,0.18,0.39,1.08,24.11,5.80,45.84
O,0.18,0.19,1.00,19.17,1.71,28.08
O,0.16,0.33,0.85,9.46,3.54,32.47
O,0.14,0.42,1.01,10.01,-5.37,8.12
O,0.18,0.20,0.86,-0.61,7.57,-15.26
O,0.20,-0.07,0.88,3.30,-1.22,-22.58
O,0.20,-0.08,0.84,4.39,-2.62,-5.43
O,0.18,0.05,0.96,3.60,-8.97,-0.92
O,0.18,-0.01,0.85,3.85,-3.97,-8.91
O,0.19,-0.07,0.98,2.69,-14.83,-6.47
O,0.18,0.03,1.06,-1.10,-12.88,-0.61
O,0.18,-0.02,1.03,2.01,-5.68,-7.93
O,0.16,-0.09,0.95,4.27,-1.59,-5.31
O,0.15,-0.20,1.02,13.73,-6.90,-5.37
O,0.11,-0.18,1.00,17.09,0.55,10.07
O,0.12,-0.20,1.01,24.90,-2.87,10.86
O,0.10,-0.34,1.14,30.46,-4.76,22.71
O,0.09,-0.24,1.00,26.79,8.36,43.27
O,0.11,-0.16,1.09,40.28,-2.14,52.06
O,0.17,0.06,1.40,45.47,14.16,61.28
O,0.25,0.15,1.45,50.23,45.17,62.32
O,0.26,0.43,1.46,53.59,62.74,65.73
O,0.26,0.49,1.34,49.80,80.44,31.01
O,0.20,0.38,1.20,44.07,93.08,15.75
O,0.13,0.42,1.04,30.76,86.91,10.07
O,0.11,0.52,0.87,14.59,94.24,0.43
O,0.09,0.56,0.78,13.73,83.86,-18.07
O,0.07,0.44,0.86,14.16,78.67,-45.04
O,0.03,0.47,0.50,3.30,74.58,-60.73
O,-0.00,0.39,0.70,7.51,45.10,-77.09
O,-0.06,0.32,0.62,-6.10,54.50,-81.12
O,-0.04,0.37,0.54,-6.23,53.83,-85.94
O,-0.09,0.16,0.47,1.34,31.92,-98.33
O,-0.15,0.17,0.43,5.80,16.11,-90.88
O,-0.16,0.13,0.45,9.58,-0.79,-93.51
O,-0.18,0.06,0.51,-4.58,-20.81,-91.92
O,-0.14,0.04,0.51,-3.91,-26.55,-99.24
O,-0.18,-0.16,0.50,-0.49,-37.78,-104.68
O,-0.13,-0.18,0.58,-7.63,-61.71,-81.54
O,-0.13,-0.20,0.65,-16.05,-69.58,-73.97
O,-0.13,-0.41,0.79,4.39,-74.83,-65.92
O,-0.07,-0.23,0.84,3.11,-81.67,-40.47
O,-0.09,-0.26,0.78,2.75,-86.06,-36.50
O,0.04,-0.30,1.01,8.97,-105.96,-34.30
O,0.14,-0.45,1.18,10.86,-94.06,-25.15
O,0.09,-0.38,1.07,5.68,-85.69,-4.21
O,0.17,-0.37,1.22,8.48,-97.84,3.42
O,0.19,-0.56,1.28,18.86,-90.21,4.03
O,0.21,-0.66,1.07,24.41,-66.28,39.55
O,0.33,-0.22,1.48,10.07,-81.18,83.56
O,0.31,-0.22,1.57,7.08,-60.30,71.90
O,0.28,0.03,1.48,12.51,-8.48,109.07
O,0.28,0.58,1.09,-5.55,16.48,104.92
O,0.22,0.62,1.23,12.15,-14.40,58.41
O,0.15,0.25,1.04,10.99,17.27,24.60
O,0.12,0.47,0.84,2.01,12.76,35.58
O,0.14,0.38,0.79,1.71,0.18,9.58
O,0.16,0.24,0.81,8.91,10.13,-11.35
O,0.14,0.09,0.76,10.56,-1.83,-13.61
O,0.18,0.16,0.94,-2.99,-10.62,-15.08
O,0.17,-0.01,0.81,-8.36,-6.10,-21.48
O,0.19,0.01,0.99,-3.30,-20.08,-18.55
O,0.20,-0.08,1.01,2.69,-11.84,-16.66
O,0.22,-0.10,1.00,4.39,-10.38,-13.79
O,0.22,-0.12,0.99,-1.22,-11.17,-7.87
O,0.23,-0.14,1.05,5.55,-3.91,-3.97
O,0.22,-0.20,1.02,6.23,-1.95,-4.33
O,0.17,-0.30,1.15,1.71,1.28,11.47
O,0.16,-0.38,1.39,17.21,13.61,28.20
