Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
I,-0.48,-0.00,-0.19,-4.82,-78.06,26.55
I,-0.43,-0.14,-0.02,6.47,-109.68,28.20
I,-0.30,0.09,0.13,4.52,-131.65,66.16
I,-0.20,0.36,0.41,9.89,-194.03,68.60
I,-0.14,0.21,0.46,18.31,-190.43,49.74
I,-0.09,-0.03,0.51,9.77,-239.32,79.96
I,-0.07,0.35,1.01,-2.26,-209.53,85.82
I,0.11,0.46,0.72,-3.66,-169.19,83.13
I,0.11,0.47,0.86,-17.33,-182.43,60.18
I,0.21,0.11,0.96,-18.49,-176.51,40.89
I,0.01,0.32,0.92,-32.10,-126.40,66.59
I,0.11,0.16,0.88,-27.65,-123.60,23.44
I,0.22,-0.07,1.16,-28.56,-130.43,26.67
I,0.21,0.33,1.43,-46.63,-91.31,53.22
I,0.06,0.62,2.09,-36.93,-54.93,21.00
I,-0.01,0.32,1.85,-24.48,3.66,-25.39
I,0.02,0.14,1.55,10.50,11.66,-18.25
I,0.11,0.35,1.72,9.52,2.87,-0.31
I,0.01,0.41,1.12,2.08,36.56,-6.29
I,-0.05,0.22,0.79,-2.14,35.34,-22.95
I,-0.05,0.09,0.57,-6.84,26.86,-22.09
I,-0.02,0.01,0.72,-2.44,-6.41,5.13
I,0.10,0.35,0.91,13.92,-14.89,0.49
I,0.13,0.19,0.89,14.89,-6.41,-20.81
I,0.11,0.10,0.88,9.77,-9.70,-11.47
I,0.10,0.12,1.01,1.16,-12.45,-7.63
I,0.10,0.14,0.96,-10.80,-7.63,-5.07
I,0.10,0.17,0.96,-10.44,-9.03,-1.71
I,0.08,0.18,1.01,-5.92,-11.17,-1.22
I,0.09,0.18,0.97,2.32,-6.59,-4.52
I,0.09,0.17,1.04,8.48,-8.85,-6.35
I,0.08,0.15,0.95,4.15,-0.79,-6.41
I,0.07,0.25,0.96,-4.15,-6.10,-2.32
I,0.09,0.26,0.97,-4.52,-7.57,-12.08
I,0.11,0.05,1.00,-5.55,-0.24,-16.11
I,0.11,0.12,0.96,-4.58,3.60,0.37
I,0.07,0.19,0.89,-0.61,3.36,-1.59
I,0.06,0.11,1.01,3.30,-4.33,-9.52
I,0.08,0.16,0.99,-1.28,2.75,-4.70
I,0.09,0.09,0.93,-0.49,2.93,-5.92
I,0.07,0.21,0.89,1.65,1.22,0.67
I,0.05,0.11,0.93,-0.61,-7.39,-8.67
I,0.08,0.13,0.97,1.89,-5.13,-1.04
I,0.06,0.16,0.99,2.62,-4.39,-0.79
I,0.06,0.16,0.93,-1.40,0.06,-1.77
I,0.06,0.12,0.92,-5.62,-3.54,-3.72
I,0.06,0.11,0.95,-2.87,-4.76,-2.75
I,0.07,0.12,0.88,-1.77,-0.49,0.98
I,0.07,0.29,0.97,-3.91,0.85,-6.84
I,0.10,0.20,1.14,0.79,8.48,-33.51
I,0.11,0.09,1.43,13.12,60.36,-45.65
I,0.04,0.19,1.52,4.21,108.52,-42.24
I,0.01,0.54,1.56,-6.59,180.30,-48.34
I,-0.09,0.42,1.60,-21.85,237.43,-98.75
I,-0.17,-0.06,1.23,-22.22,276.98,-120.24
I,-0.52,-0.29,0.79,-6.16,244.69,-62.32
I,-0.66,0.28,0.74,-1.71,193.30,-12.33
I,-0.66,0.21,0.69,-9.22,183.23,-42.54
I,-0.75,-0.16,0.55,-17.15,160.71,-56.40
I,-0.77,-0.16,0.56,-23.19,140.50,-32.10
I,-0.83,-0.02,0.46,-23.56,134.89,-11.78
I,-0.85,-0.11,0.17,-19.04,116.70,-12.21
I,-0.84,-0.12,0.07,-7.81,84.53,-4.58
I,-0.84,-0.13,-0.08,4.39,37.23,-1.16
I,-0.77,-0.04,0.24,21.67,-26.49,29.79
I,-0.71,-0.00,0.10,26.49,-25.70,38.64
I,-0.61,-0.09,-0.24,58.17,-40.28,65.55
I,-0.75,0.29,-0.48,9.77,-75.01,78.74
I,-0.48,0.17,0.09,4.88,-190.80,-2.62
I,-0.27,-0.22,0.20,-30.46,-193.91,31.98
I,-0.26,0.07,0.68,-25.45,-215.52,73.12
I,-0.08,0.09,0.52,4.39,-136.90,35.34
I,-0.04,0.26,0.47,-8.00,-144.71,45.10
I,-0.05,-0.13,0.27,-6.29,-148.32,27.53
I,0.03,0.01,0.40,-21.73,-183.11,75.50
I,0.03,0.17,0.63,-24.96,-195.19,74.52
I,0.11,0.06,0.85,-27.10,-191.83,39.06
I,0.21,0.48,1.20,-34.91,-171.02,31.13
I,0.10,0.33,1.35,-38.64,-150.82,-5.37
I,0.04,-0.15,1.83,-28.38,-139.22,-11.35
I,0.16,0.16,1.98,-21.36,-80.87,16.17
I,0.15,0.15,1.71,-20.63,-42.66,1.77
I,0.10,0.17,1.44,-4.21,-14.71,-13.31
I,-0.04,-0.11,1.11,5.13,2.38,-24.66
I,-0.03,0.01,1.08,2.01,-2.87,4.03
I,0.07,0.14,0.94,4.46,10.38,0.18
I,0.06,0.15,1.01,15.99,0.18,-3.78
I,0.05,0.06,1.03,9.70,-11.35,-8.30
I,0.10,0.16,1.02,7.20,-1.89,1.22
I,0.11,0.14,0.99,9.28,5.80,-4.88
I,0.09,0.08,0.94,4.94,0.98,-7.45
I,0.10,0.06,0.95,-1.95,0.73,-7.75
I,0.07,0.10,0.97,-3.85,-1.53,0.06
I,0.07,0.12,0.97,5.74,-1.10,-5.25
I,0.08,0.08,0.90,3.30,0.92,-8.73
I,0.11,0.08,0.96,6.41,-4.39,-1.95
I,0.10,0.10,0.97,-2.38,-10.74,-3.48
I,0.09,0.10,0.99,-4.21,-3.66,-4.88
I,0.11,0.07,0.94,-0.98,-5.92,-5.43
I,0.10,0.03,0.99,-2.99,-9.40,-3.54
I,0.08,0.09,0.98,2.26,-2.38,-1.77
I,0.09,0.09,0.95,1.89,-0.79,-4.33
I,0.10,0.12,0.95,1.04,-1.40,-4.76
I,0.10,0.05,0.99,0.24,-5.25,-5.74
I,0.09,0.03,0.95,-1.71,-3.48,-2.01
I,0.10,0.12,0.99,0.00,-2.93,-1.46
I,0.09,0.06,0.92,1.10,-2.01,-6.65
I,0.09,0.02,0.96,1.22,-5.92,-5.49
I,0.09,0.08,0.94,0.06,-7.57,-0.24
I,0.12,0.07,0.99,1.10,-5.80,-2.93
I,0.14,0.14,0.98,2.81,5.92,-4.09
I,0.15,0.11,1.11,5.31,19.96,-18.68
I,0.20,0.12,1.32,9.03,43.27,-26.79
I,0.28,0.23,1.40,4.82,111.08,-34.36
I,0.10,0.09,1.08,26.55,163.70,-82.76
I,-0.05,-0.17,1.07,37.78,158.26,-76.35
I,-0.21,0.16,1.22,10.50,133.85,-21.06
I,-0.41,0.15,1.00,5.19,154.17,-32.53
I,-0.58,-0.02,0.95,31.56,116.09,-25.57
I,-0.65,0.17,0.99,25.27,110.29,-2.20
I,-0.69,0.21,0.89,12.94,101.93,0.73
I,-0.73,0.15,0.85,8.79,81.36,-3.17
I,-0.74,0.09,0.80,17.40,76.60,-1.53
I,-0.75,0.10,0.68,12.70,76.48,0.61
I,-0.71,0.22,0.74,6.35,58.59,4.52
I,-0.69,0.18,0.71,-0.73,65.86,-4.15
I,-0.64,0.14,0.50,-1.65,77.15,-11.17
I,-0.63,-0.01,0.41,16.42,66.35,-19.96
I,-0.59,0.08,0.42,16.72,56.82,-11.17
I,-0.53,0.07,0.30,-0.18,42.11,-17.70
I,-0.50,0.09,0.29,-3.05,19.04,-20.57
I,-0.46,-0.08,-0.01,-8.00,15.14,-18.25
I,-0.41,0.05,0.06,15.99,-47.97,12.08
I,-0.38,0.06,0.01,12.45,-67.69,12.76
I,-0.24,0.14,0.07,1.83,-142.76,34.06
I,-0.11,0.11,0.24,15.69,-184.94,38.27
I,-0.06,0.23,0.55,10.01,-200.81,45.10
I,0.10,-0.02,0.36,-11.29,-197.45,29.36
I,0.13,0.18,0.51,-26.86,-232.48,58.90
I,0.14,0.03,1.04,-36.01,-256.77,49.44
I,0.28,0.12,1.24,-19.23,-195.50,46.51
I,0.15,0.28,1.33,-2.81,-159.36,40.47
I,0.15,0.34,1.70,-22.52,-131.65,9.34
I,0.20,0.04,1.62,-22.16,-80.14,-2.75
I,0.08,0.12,1.58,-14.53,-66.47,6.35
I,0.04,0.37,1.58,-4.03,-40.47,17.58
I,0.11,0.27,1.47,-8.42,-14.71,-4.82
I,0.15,0.15,1.35,-8.61,-2.26,-12.45
I,0.10,0.13,1.14,-2.44,11.41,-0.37
I,0.09,0.23,1.02,-0.31,13.73,-0.37
I,0.10,0.08,0.84,1.34,17.09,-14.04
I,0.11,0.03,0.88,3.17,-4.88,-7.57
I,0.13,0.14,0.85,3.17,-1.04,2.01
I,0.15,0.12,0.93,6.29,2.69,-7.63
I,0.15,0.07,0.91,1.53,4.52,-7.26
I,0.14,0.12,0.90,-1.34,-8.91,0.79
I,0.13,0.12,0.91,-3.54,-7.75,1.04
I,0.15,0.08,0.98,-2.38,-11.90,-4.33
I,0.16,0.18,0.92,-5.31,-4.70,1.40
I,0.15,0.10,1.10,-0.31,-9.34,-5.19
I,0.16,0.14,0.89,-2.50,2.69,-4.21
I,0.16,0.07,1.01,2.08,-2.26,-5.74
I,0.14,0.10,0.97,2.01,-1.77,-2.38
I,0.13,0.12,0.97,1.59,2.87,-2.69
I,0.11,0.10,0.97,8.12,-0.73,-3.78
I,0.13,0.14,0.85,-0.98,1.71,-2.69
I,0.14,0.12,0.99,-1.22,-5.25,-2.87
I,0.14,0.13,0.96,1.53,-3.97,-6.29
I,0.12,0.08,0.93,-2.50,1.59,-4.15
I,0.12,0.16,0.93,-0.06,-0.55,-3.05
I,0.14,0.08,0.98,2.75,-8.79,-10.93
I,0.14,0.11,0.94,-1.22,-0.06,-1.77
I,0.12,0.13,0.97,-0.61,-0.55,-2.99
I,0.12,0.08,0.98,2.75,-2.32,-6.53
I,0.14,0.09,0.90,-1.71,-3.66,-5.86
I,0.14,0.03,0.95,-1.46,-7.20,-4.52
I,0.13,0.05,0.93,0.67,-4.94,-0.12
I,0.11,0.15,0.92,3.91,0.24,1.83
I,0.12,0.11,0.94,6.53,1.22,-5.74
I,0.14,0.22,1.10,8.18,11.17,-9.28
I,0.16,0.22,1.40,19.41,24.54,-24.29
I,0.24,0.16,1.60,21.18,91.19,-51.70
I,0.11,0.16,1.60,26.43,142.82,-50.84
I,-0.01,0.23,1.50,13.31,174.13,-50.29
I,-0.26,0.07,1.28,10.50,196.47,-50.29
I,-0.22,0.19,1.44,6.23,230.41,-42.05
I,-0.29,0.05,0.91,5.74,291.81,-52.37
I,-0.50,0.06,0.48,-7.20,257.51,-28.75
I,-0.60,0.09,0.40,-9.58,208.62,-20.94
I,-0.69,0.05,0.38,-13.00,149.66,-13.12
I,-0.69,0.02,0.22,-9.40,110.72,-3.85
I,-0.71,-0.03,0.16,2.69,82.70,-0.31
I,-0.68,0.05,0.11,5.55,45.84,12.82
I,-0.60,0.15,0.14,17.82,-6.23,16.85
I,-0.54,0.12,0.08,14.28,-37.29,14.77
I,-0.45,0.06,-0.20,27.95,-120.00,34.30
I,-0.45,0.20,0.20,21.67,-184.81,46.26
I,-0.37,0.13,0.48,6.10,-182.13,34.42
I,-0.18,0.29,0.23,-22.22,-168.76,24.29
I,-0.08,0.03,0.72,-12.70,-209.41,13.18
I,-0.17,0.09,0.86,8.79,-135.99,44.07
I,-0.06,0.29,0.40,-10.07,-143.37,39.43
I,0.07,0.15,0.84,-34.36,-178.53,18.92
I,0.04,0.00,0.43,-46.88,-121.03,34.48
I,0.05,0.10,0.68,-9.22,-150.27,33.33
I,0.16,-0.01,0.68,-27.16,-140.75,24.60
I,0.18,0.17,1.16,-22.03,-149.48,42.42
I,0.21,0.34,1.32,-25.57,-138.43,36.13
I,0.23,0.27,1.72,-7.20,-113.16,7.63
I,0.23,0.41,1.91,-8.00,-73.18,3.54
I,0.20,0.35,1.82,-15.14,-38.15,-8.73
I,0.21,0.12,1.54,-6.23,-3.72,-23.80
I,0.15,0.01,1.22,-10.25,12.63,-16.66
I,0.11,-0.05,1.11,-15.26,16.36,-9.58
I,0.16,0.01,0.91,-6.29,23.86,-3.42
I,0.17,-0.01,0.92,5.98,15.14,-5.80
I,0.16,0.01,0.84,11.17,11.90,0.98
I,0.16,0.06,0.85,13.18,4.82,0.79
I,0.17,0.10,0.80,6.84,10.07,1.16
I,0.16,0.13,0.89,1.95,-3.54,0.61
I,0.16,0.09,0.86,-4.64,-3.85,-1.83
I,0.17,0.12,0.85,-6.47,-3.23,6.23
I,0.18,0.09,1.04,2.75,-11.17,2.01
I,0.17,0.23,0.91,2.44,-4.76,3.60
I,0.18,0.06,1.00,0.79,-2.50,-8.61
I,0.17,0.06,1.03,4.52,-9.89,-4.33
I,0.16,0.09,0.92,-2.32,-1.40,2.81
I,0.17,0.14,1.01,1.40,-9.09,0.55
I,0.17,0.15,0.94,2.01,-1.59,-3.36
I,0.16,0.06,1.00,2.01,-4.82,-5.31
I,0.18,0.11,0.93,6.35,-3.05,-2.50
I,0.18,0.13,0.99,5.31,-6.04,-3.05
I,0.17,0.08,0.91,3.23,-1.46,-7.81
I,0.16,0.06,0.97,0.55,-5.13,-4.82
I,0.16,0.10,0.97,2.50,-6.04,-2.14
I,0.17,0.11,0.98,2.56,-5.55,-2.81
I,0.16,0.13,0.96,1.46,-3.23,-2.08
I,0.17,0.08,1.01,0.85,-6.41,-6.71
I,0.17,0.08,0.97,-2.69,-3.17,-4.33
I,0.18,0.09,0.98,1.22,-1.95,-1.53
I,0.16,0.14,0.97,1.95,-0.79,-0.73
I,0.15,0.10,0.96,1.22,-0.55,-7.32
I,0.15,0.15,0.91,1.77,-3.05,-3.66
I,0.16,0.08,0.99,0.92,-6.04,-9.16
I,0.17,0.08,0.97,-0.79,-1.46,-6.90
I,0.15,0.10,0.90,-0.67,-0.92,-3.30
I,0.16,0.08,0.95,-1.04,-8.36,-5.00
I,0.15,0.06,0.93,-2.38,-3.97,-4.88
I,0.16,0.08,0.93,1.10,-2.56,-3.48
I,0.15,0.06,0.94,0.92,-2.75,-3.42
I,0.20,0.07,0.91,1.16,-3.48,-3.30
I,0.23,0.15,1.03,0.24,3.72,-3.66
I,0.26,0.21,1.21,8.97,17.15,-20.94
I,0.40,0.45,1.75,17.27,83.13,-42.30
I,0.47,0.32,1.73,37.23,160.58,-103.21
I,0.18,-0.18,1.49,40.65,240.91,-148.50
I,-0.16,-0.13,1.05,2.32,261.96,-80.02
I,-0.35,0.15,1.14,3.72,222.78,-40.89
I,-0.62,0.28,1.00,22.89,209.41,-42.18
I,-0.73,0.23,0.59,-3.30,213.01,-51.70
I,-0.79,0.06,0.30,-19.10,185.18,-52.12
I,-0.80,-0.13,0.12,-11.47,103.82,-22.77
I,-0.89,-0.00,0.29,-1.34,40.59,5.31
I,-0.74,-0.03,0.28,-6.71,26.25,16.97
I,-0.64,-0.13,0.05,12.76,-27.95,52.31
I,-0.68,0.43,0.69,-0.61,-74.46,74.04
I,-0.57,0.10,0.54,3.30,2.62,-6.90
I,-0.51,-0.11,-0.16,1.59,9.58,25.15
I,-0.46,0.16,-0.45,-12.27,-59.02,49.68
I,-0.27,0.14,0.31,-38.64,-198.18,35.71
I,-0.22,-0.00,0.80,-48.95,-186.40,24.72
I,-0.04,-0.05,0.26,-6.04,-130.00,51.15
I,0.08,0.19,0.65,-13.18,-187.81,54.63
I,0.06,0.05,0.61,-53.96,-169.31,54.93
I,0.24,0.13,1.03,-10.62,-181.70,38.02
I,0.27,0.17,0.94,-1.71,-117.74,26.12
I,0.27,0.14,0.89,-7.93,-115.72,18.80
I,0.17,0.05,0.95,-11.47,-118.59,14.59
I,0.17,0.15,1.15,-17.52,-117.61,17.82
I,0.10,0.14,1.32,-18.13,-106.69,14.59
I,0.11,0.15,1.57,-12.27,-83.37,4.76
I,0.14,0.08,1.46,-14.40,-62.26,-3.23
I,0.16,0.04,1.58,-9.70,-47.42,4.15
I,0.14,0.28,1.50,-2.56,-16.91,1.95
I,0.15,0.18,1.30,3.78,3.11,-9.09
I,0.14,0.08,1.10,7.08,2.99,-13.37
I,0.13,0.03,0.99,2.44,7.39,-8.85
I,0.15,0.13,0.96,6.53,9.52,2.20
I,0.17,0.08,0.79,6.59,16.17,-7.08
I,0.15,0.06,0.90,13.92,-0.79,-8.36
I,0.17,0.14,0.92,8.85,-3.78,-0.37
I,0.16,0.14,0.97,1.77,-4.09,-1.65
I,0.16,0.14,0.91,1.34,1.53,-7.32
I,0.15,0.11,0.95,1.34,-3.11,-5.74
I,0.15,0.17,0.95,1.04,-4.21,-5.68
I,0.17,0.08,1.02,-0.49,-4.03,-8.79
I,0.15,0.06,0.97,0.79,-5.49,-8.06
I,0.15,0.11,0.97,-0.61,-3.05,-2.44
I,0.15,0.10,1.00,2.75,-3.11,-4.88
I,0.16,0.09,0.90,1.89,1.04,-5.31
I,0.15,0.07,0.95,0.55,-0.67,-3.72
I,0.15,0.09,0.98,1.10,-5.19,-5.55
I,0.15,0.08,0.90,-0.98,1.04,-5.86
I,0.20,0.06,0.96,1.46,0.98,-5.86
I,0.27,0.14,1.09,3.17,8.06,-2.93
I,0.36,0.21,1.41,2.75,23.80,-11.29
I,0.37,0.25,1.55,9.28,101.68,-34.55
I,0.29,0.12,1.40,33.20,155.15,-62.32
I,0.06,0.00,1.53,28.50,186.52,-66.28
I,-0.15,0.05,1.44,26.49,235.53,-54.87
I,-0.34,-0.02,1.05,45.78,265.08,-57.74
I,-0.62,0.16,0.76,49.26,233.22,-29.85
I,-0.70,0.33,0.55,20.14,198.12,-32.04
I,-0.72,0.19,0.50,11.05,163.88,-39.98
I,-0.76,0.14,0.52,-7.63,122.50,-30.52
I,-0.74,0.14,0.49,-12.21,119.32,-28.81
I,-0.72,-0.04,0.26,0.55,115.30,-37.05
I,-0.71,0.05,0.22,6.10,84.47,-19.65
I,-0.69,0.05,0.16,7.51,67.08,-22.34
I,-0.60,-0.06,0.05,6.53,61.77,-28.75
I,-0.56,-0.09,-0.15,26.12,14.95,-2.62
I,-0.54,0.02,-0.06,28.20,-29.30,12.63
I,-0.45,0.19,-0.08,-1.22,-89.72,21.61
I,-0.39,-0.04,-0.15,-15.81,-141.78,24.66
I,-0.27,0.03,0.20,1.22,-207.58,62.68
I,-0.12,0.12,0.13,-7.69,-216.06,73.06
I,-0.11,0.26,0.56,-11.23,-257.14,67.57
I,0.02,0.07,0.56,-31.01,-214.05,43.27
I,0.25,0.33,0.73,-16.36,-209.05,51.57
I,0.19,0.34,0.78,-24.78,-206.18,35.89
I,0.14,-0.08,0.95,-37.48,-193.48,6.77
I,0.28,0.00,1.19,-43.88,-184.45,32.29
I,0.25,0.27,1.46,-23.80,-148.38,27.10
I,0.17,0.13,1.71,-15.75,-117.68,-2.50
I,0.22,0.07,1.94,-23.93,-94.79,-0.24
I,0.27,0.08,1.72,-22.46,-41.08,-1.04
I,0.21,-0.01,1.48,2.20,-0.61,-3.30
I,0.11,0.04,1.24,2.08,4.15,3.42
I,0.08,0.12,1.10,-9.70,8.30,9.95
I,0.13,0.14,0.98,-10.68,8.85,7.20
I,0.16,0.13,0.98,6.23,8.97,1.34
I,0.13,0.04,0.83,10.38,8.18,-1.40
I,0.15,0.04,0.90,15.26,-0.37,0.12
I,0.16,0.13,0.80,12.21,-2.62,1.95
I,0.17,0.08,0.91,4.03,-9.52,1.34
I,0.19,0.11,0.98,0.98,-6.77,1.77
I,0.18,0.11,0.98,-6.04,-7.02,-2.08
I,0.16,0.15,0.88,-5.25,-2.75,-0.37
I,0.16,0.05,1.03,-0.31,-9.40,-8.18
I,0.18,0.12,1.03,3.66,-11.35,-6.47
I,0.18,0.09,1.01,1.65,-2.93,-5.74
I,0.17,0.11,0.99,7.75,-3.48,-6.53
I,0.16,0.03,0.94,2.32,-0.67,-7.39
I,0.19,0.10,0.99,-5.68,-4.82,-3.48
I,0.16,0.07,0.96,-1.28,-1.95,-2.32
I,0.15,0.10,0.90,2.08,-0.98,-1.71
I,0.16,0.06,0.95,4.39,-6.16,-4.33
I,0.15,0.09,0.91,3.85,-5.74,-0.73
I,0.17,0.07,0.93,-0.73,-6.65,-2.38
I,0.23,0.05,0.98,-1.16,-2.08,-4.64
I,0.27,0.06,1.11,3.36,6.29,-4.27
I,0.34,0.04,1.62,21.06,43.46,-7.81
I,0.34,0.16,1.73,50.66,128.78,-23.80
I,0.29,0.22,1.76,59.27,169.92,-43.27
I,0.17,0.26,1.92,41.56,226.07,-58.23
I,0.18,0.31,1.83,26.06,287.35,-64.33
I,-0.12,-0.08,0.86,45.90,381.65,-101.26
I,-0.46,0.00,0.08,1.77,349.37,-42.18
I,-0.67,0.18,-0.20,-41.20,266.54,-11.54
I,-0.77,0.26,0.21,3.85,122.62,-30.27
I,-0.78,-0.01,0.34,15.99,93.14,-42.66
I,-0.85,-0.04,0.09,-5.37,101.81,-21.36
I,-0.77,0.02,-0.08,2.20,63.11,-1.83
I,-0.79,-0.11,-0.24,30.46,21.91,16.72
I,-0.66,0.25,-0.01,33.20,-67.32,45.65
I,-0.65,0.14,0.23,12.76,-73.55,-2.50
I,-0.54,0.11,0.16,-20.02,-73.30,4.82
I,-0.45,0.00,0.10,6.84,-97.23,7.02
I,-0.38,0.06,-0.02,25.09,-153.08,34.91
I,-0.23,0.27,0.36,-27.53,-210.94,48.40
I,-0.20,0.07,0.88,-47.06,-174.87,32.90
I,-0.15,0.19,0.47,8.54,-121.46,27.04
I,-0.14,0.07,0.37,12.88,-141.78,16.91
I,-0.08,0.05,0.70,-42.97,-167.60,42.79
I,-0.04,0.21,0.58,-53.34,-152.89,51.09
I,0.08,0.21,0.64,-20.51,-164.06,19.04
