Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
T,0.27,-0.23,3.10,76.97,-169.49,32.35
T,0.21,-0.07,2.83,-1.28,42.54,20.51
T,0.21,-0.22,2.15,3.23,149.05,15.20
T,0.18,-0.28,1.32,29.85,204.90,29.60
T,-0.00,-0.26,1.08,18.43,176.39,56.03
T,-0.04,-0.16,0.95,12.94,168.64,71.84
T,-0.09,-0.05,0.58,6.77,160.77,85.94
T,-0.02,0.03,0.39,0.18,140.75,82.70
T,0.01,0.05,0.19,-3.54,82.46,83.37
T,0.00,0.17,0.56,-0.12,4.21,104.19
T,0.06,0.63,0.82,-13.00,-16.30,110.41
T,0.13,1.04,0.96,-14.95,-10.01,57.98
T,0.10,0.98,0.97,28.50,-19.65,-15.81
T,0.09,1.19,0.93,-4.58,-28.32,-51.76
T,0.19,1.41,0.93,-53.34,-36.44,-186.40
T,0.03,0.52,0.67,-32.65,-33.57,-271.79
T,0.08,0.27,0.77,-25.63,-31.25,-259.89
T,0.10,-1.10,1.01,55.54,-25.39,-296.39
T,-0.05,-1.60,1.10,35.89,-9.28,-197.75
T,0.10,-0.84,0.88,-40.10,3.54,-55.24
T,0.03,-1.15,1.03,32.29,8.48,-28.14
T,-0.03,-1.31,1.20,39.49,19.23,23.62
T,-0.11,-0.92,1.00,-31.86,52.80,116.39
T,-0.21,-0.27,0.91,-86.36,48.77,158.69
T,-0.40,0.04,1.16,-47.85,21.24,109.07
T,-0.50,-0.01,1.34,-27.95,50.23,84.59
T,-0.50,0.20,1.22,-17.46,82.03,79.16
T,-0.47,0.21,0.87,6.29,86.36,52.25
T,-0.47,0.16,0.78,11.54,78.74,30.27
T,-0.44,0.22,0.89,19.29,81.36,24.54
T,-0.29,0.18,0.63,5.13,84.72,4.82
T,-0.32,0.01,0.55,-1.10,61.65,-6.41
T,-0.25,-0.02,0.45,-4.64,41.08,3.78
T,-0.12,0.07,0.23,-30.76,19.35,7.69
T,-0.06,0.10,0.07,-19.29,-20.32,-3.85
T,0.00,0.05,0.00,10.07,-92.90,-28.44
T,0.17,0.15,-0.12,-37.11,-190.12,-53.65
T,0.44,0.13,-0.19,-25.51,-290.53,-93.51
T,0.69,-0.06,0.23,10.56,-422.73,-142.70
T,0.77,-0.66,1.11,122.92,-476.75,-146.91
T,0.57,-0.64,3.05,122.38,-396.61,-26.18
T,0.57,0.03,3.09,-10.38,-131.35,22.95
T,0.47,-0.27,2.60,10.56,0.06,-6.59
T,0.39,-0.60,2.28,38.39,143.19,20.57
T,0.41,-0.31,2.17,102.42,298.95,29.24
T,0.60,-0.00,1.02,35.64,354.13,63.60
T,0.06,-0.26,0.77,1.04,221.80,65.61
T,0.03,-0.18,0.75,-11.41,206.05,73.85
T,0.03,0.01,0.42,-57.25,175.48,89.54
T,-0.05,-0.00,0.15,-57.56,101.87,98.57
T,-0.10,0.09,0.23,-22.71,58.41,99.06
T,-0.10,0.24,0.48,-13.67,13.61,75.99
T,-0.11,0.36,0.57,-35.28,-23.93,65.25
T,-0.06,0.59,0.61,-11.54,-46.45,59.69
T,0.01,1.46,0.94,24.72,-97.90,26.31
T,0.12,1.65,1.34,45.41,-84.41,-168.03
T,0.21,1.27,0.95,-47.24,-57.19,-281.80
T,-0.02,-0.31,1.19,22.95,-25.27,-357.60
T,0.08,-0.94,1.07,103.15,19.90,-273.07
T,0.02,-1.38,0.73,-33.57,20.02,-135.01
T,0.04,-0.94,0.73,-59.39,7.87,-28.93
T,-0.01,-0.94,0.99,7.32,6.96,-2.50
T,-0.21,-0.87,1.24,11.35,23.01,39.18
T,-0.29,-0.49,1.33,-10.25,43.58,77.15
T,-0.33,-0.38,1.30,-2.75,50.23,90.58
T,-0.40,-0.11,1.30,-49.99,64.51,98.02
T,-0.46,0.08,1.39,-58.78,81.42,82.28
T,-0.47,0.01,1.01,-23.68,116.46,61.65
T,-0.46,0.00,0.74,11.78,113.04,64.09
T,-0.40,0.24,0.66,18.13,111.51,61.22
T,-0.34,0.30,0.34,-1.34,83.44,15.26
T,-0.34,0.02,0.15,16.54,43.64,-5.55
T,-0.26,0.02,-0.03,14.65,18.13,1.89
T,-0.17,0.05,0.02,16.17,-50.78,-1.71
T,-0.11,0.18,0.18,19.35,-94.42,-11.11
T,-0.01,0.19,0.17,-1.77,-146.91,-41.99
T,0.11,0.08,0.15,8.61,-219.85,-75.13
T,0.33,-0.03,0.10,1.95,-289.00,-81.85
T,0.56,-0.16,0.28,-16.05,-388.92,-64.88
T,0.69,-0.32,1.70,50.05,-445.13,-64.58
T,0.64,-0.32,2.32,81.67,-370.67,-38.76
T,0.55,-0.20,2.41,64.33,-194.89,-19.04
T,0.62,-0.25,2.29,13.18,-93.44,-6.84
T,0.57,-0.43,2.52,52.49,22.64,16.17
T,0.61,-0.11,2.39,53.71,214.84,28.08
T,0.61,-0.12,1.75,45.65,311.28,27.95
T,0.49,-0.32,0.95,26.98,312.32,78.43
T,0.13,-0.18,1.08,7.75,244.26,121.03
T,0.09,0.11,0.81,-18.98,258.36,133.36
T,0.02,0.29,0.08,-74.89,182.80,127.14
T,-0.13,-0.04,0.16,-1.22,89.66,77.82
T,-0.16,-0.09,0.37,-15.93,51.09,92.83
T,-0.02,0.61,0.64,-38.45,4.94,100.83
T,0.00,0.73,0.60,-32.47,-13.37,58.65
T,0.03,0.91,0.73,-4.94,-53.59,9.34
T,0.05,1.14,1.17,34.91,-68.30,-79.65
T,0.04,1.14,1.08,-17.88,-39.25,-139.95
T,0.25,1.62,0.79,-75.99,-15.87,-257.87
T,0.17,-0.50,0.63,-20.51,-15.20,-443.18
T,-0.13,-1.30,1.00,62.81,-22.40,-323.49
T,0.13,-0.90,0.87,-51.39,2.14,-171.33
T,0.13,-1.10,0.77,-39.12,6.16,-138.98
T,0.17,-1.37,0.77,39.92,7.93,-74.83
T,0.02,-1.24,1.05,43.03,1.89,16.91
T,-0.08,-0.74,1.22,8.36,18.80,67.63
T,-0.21,-0.62,1.21,-3.60,36.68,86.12
T,-0.34,-0.60,1.20,-26.73,37.23,108.95
T,-0.37,-0.37,1.21,-43.03,47.06,133.00
T,-0.48,0.36,1.34,-42.91,62.44,127.62
T,-0.49,0.35,1.21,-3.23,90.58,74.40
T,-0.47,0.04,0.88,41.26,105.16,30.58
T,-0.44,-0.05,0.78,1.83,99.37,42.60
T,-0.37,0.01,0.60,-10.62,99.49,50.84
T,-0.28,0.32,0.28,-15.01,72.45,42.54
T,-0.28,0.11,0.17,18.55,18.07,-10.19
T,-0.25,-0.05,0.18,21.12,-23.93,-18.01
T,-0.13,0.01,0.25,17.33,-67.02,-16.85
T,-0.02,0.20,0.15,-20.69,-104.31,-15.14
T,0.03,0.19,0.08,-9.89,-189.88,-62.50
T,0.35,-0.03,-0.05,-5.92,-295.72,-100.10
T,0.71,0.13,-0.05,22.83,-392.09,-103.88
T,0.70,-0.61,1.36,89.97,-485.60,-129.09
T,0.72,-0.29,2.25,89.60,-385.80,-4.39
T,0.74,-0.02,2.29,47.67,-263.31,6.23
T,0.71,-0.17,2.22,35.64,-116.33,-7.81
T,0.74,-0.41,2.45,87.83,-37.78,-5.68
T,0.63,-0.21,2.48,85.45,135.99,26.86
T,0.72,0.15,1.82,-13.79,295.04,25.82
T,0.64,-0.11,1.50,-35.52,331.79,15.93
T,0.41,-0.49,0.89,-29.05,329.90,79.71
T,0.20,-0.20,0.35,-30.09,282.10,130.00
T,0.04,0.03,0.34,-31.49,200.32,128.23
T,-0.03,0.19,0.30,6.23,112.18,106.51
T,-0.12,0.05,0.35,31.68,74.16,83.25
T,-0.14,0.03,0.42,6.77,38.45,95.21
T,-0.04,0.35,0.53,-32.59,-1.71,117.07
T,-0.03,0.55,0.76,-25.27,-31.43,94.54
T,-0.01,0.92,0.87,-17.09,-36.56,54.32
T,-0.03,0.90,0.93,15.14,-37.96,-11.72
T,-0.07,1.08,1.07,-1.53,-45.47,-49.93
T,0.09,1.84,1.17,-61.77,-32.29,-159.42
T,0.30,0.91,0.89,-52.31,8.48,-373.11
T,0.30,-0.10,0.50,-64.45,17.88,-423.28
T,0.17,-1.43,0.39,56.34,7.63,-324.04
T,0.29,-1.66,0.58,93.08,-43.21,-212.16
T,0.19,-1.41,1.09,-19.41,-63.11,-56.46
T,0.08,-0.97,1.32,27.53,15.08,8.91
T,-0.02,-0.87,1.40,51.45,52.73,31.86
T,-0.16,-0.81,1.15,-8.36,53.89,81.18
T,-0.26,-0.36,1.20,-52.49,30.76,112.06
T,-0.41,-0.30,1.40,-55.79,36.19,107.42
T,-0.41,-0.17,1.28,-30.70,98.08,128.11
T,-0.33,0.39,0.97,-25.94,112.43,134.40
T,-0.42,0.30,0.86,17.64,85.57,46.81
T,-0.42,0.08,0.69,12.82,91.19,31.68
T,-0.33,0.05,0.47,-0.98,90.64,34.61
T,-0.21,0.18,0.15,2.81,48.28,25.94
T,-0.19,0.05,0.09,14.47,1.04,-12.33
T,-0.22,-0.07,0.17,21.73,-38.94,-15.32
T,-0.18,0.16,0.23,-5.92,-90.45,-2.20
T,-0.08,0.23,0.16,-10.68,-138.31,-16.48
T,0.03,-0.00,0.25,0.12,-225.83,-57.37
T,0.40,-0.06,0.14,-12.88,-303.04,-51.51
T,0.62,0.17,0.21,-66.71,-379.82,-56.34
T,0.80,-0.17,1.11,35.95,-459.29,-111.33
T,0.82,-0.46,2.33,109.25,-364.32,-83.62
T,0.80,-0.46,2.68,76.23,-246.28,-31.49
T,0.74,-0.19,2.37,-34.06,-67.75,11.60
T,0.69,-0.35,2.02,31.37,70.92,-4.70
T,0.64,-0.47,2.09,65.31,139.71,6.04
T,0.82,-0.33,1.74,91.31,277.16,13.92
T,0.68,-0.29,1.46,32.10,294.80,39.06
T,0.42,-0.33,1.05,38.88,269.59,83.07
T,0.25,-0.16,1.03,42.72,266.48,77.45
T,0.24,-0.05,0.56,33.69,275.21,94.60
T,-0.00,-0.02,0.21,-4.76,193.18,115.30
T,-0.12,0.32,0.27,-41.99,122.68,121.46
T,-0.13,0.70,0.31,-94.06,71.78,101.87
T,-0.27,0.23,0.49,-37.41,20.26,21.06
T,-0.25,0.11,0.71,-17.64,3.11,26.37
T,-0.16,0.14,0.68,-10.62,7.63,53.77
T,-0.14,0.52,0.55,-25.70,-29.72,81.97
T,-0.07,1.20,0.83,-31.07,-58.72,53.96
T,-0.13,0.85,1.15,47.67,-61.71,-92.59
T,-0.12,1.08,1.16,-20.08,-27.10,-135.31
T,-0.04,1.19,0.98,-46.94,-13.37,-224.73
T,0.13,0.07,0.58,-6.90,-5.31,-368.16
T,-0.03,-1.12,0.51,6.41,-14.65,-342.41
T,-0.01,-1.23,0.97,10.01,-55.60,-183.35
T,-0.04,-0.88,1.03,-44.74,-25.45,-62.93
T,0.02,-0.61,0.82,-33.57,-0.24,-37.23
T,-0.11,-0.76,0.64,21.55,-21.67,-17.94
T,-0.20,-0.72,0.91,12.02,-52.19,0.12
T,-0.24,-0.57,1.34,17.46,-49.19,25.02
T,-0.27,-0.42,1.54,2.87,20.94,44.31
T,-0.25,-0.57,1.33,9.09,56.03,57.43
T,-0.22,-0.48,1.18,2.62,72.20,110.41
T,-0.22,0.20,1.23,-16.24,79.59,124.76
T,-0.32,-0.02,1.21,4.70,96.13,78.06
T,-0.32,-0.20,0.75,-10.86,123.90,91.43
T,-0.36,0.26,0.56,-8.24,102.17,105.90
T,-0.29,0.62,0.50,-1.53,85.94,67.32
T,-0.39,0.44,0.37,13.12,35.58,-34.24
T,-0.40,-0.06,0.42,68.79,7.02,-57.98
T,-0.34,-0.09,0.38,64.76,-7.08,-37.35
T,-0.24,0.04,0.10,19.65,-41.38,-15.01
T,-0.25,-0.02,-0.02,-11.41,-85.82,-18.07
T,-0.06,0.07,-0.13,-6.77,-148.25,-16.66
T,0.38,0.27,-0.56,-53.04,-278.26,-36.25
T,0.50,0.39,-0.29,-11.72,-395.69,-78.55
T,0.97,-0.22,1.34,182.31,-505.37,-138.61
T,0.65,-0.26,3.23,154.48,-390.44,-14.95
T,0.65,0.36,3.01,14.22,-185.61,41.99
T,0.55,0.01,2.40,16.11,5.98,-25.39
T,0.55,-0.28,2.21,47.06,108.70,-26.86
T,0.48,-0.38,1.73,40.89,204.71,8.18
T,0.32,-0.28,1.44,19.47,221.50,67.87
T,0.31,-0.11,1.14,38.39,229.43,91.43
T,0.23,-0.08,0.97,24.78,211.49,70.62
T,0.14,-0.08,0.62,-3.30,193.36,90.15
T,0.04,0.05,0.51,-28.20,163.70,90.21
T,-0.08,-0.04,0.61,-48.83,114.32,93.93
T,-0.08,0.03,0.65,-61.71,101.14,118.04
T,0.07,0.71,0.47,-61.16,57.68,133.42
T,-0.05,0.68,0.50,-1.95,-10.01,66.22
T,0.04,0.85,0.63,-22.64,-47.67,56.52
T,0.20,1.43,0.90,-29.72,-98.39,-3.05
T,0.19,1.03,1.00,5.43,-102.78,-131.71
T,0.23,1.00,1.03,-0.55,-92.22,-168.15
T,0.33,1.06,1.03,-31.19,-67.08,-255.31
T,0.22,-0.12,1.03,-69.27,-38.70,-351.87
T,0.11,-0.65,1.25,-38.88,-28.50,-306.88
T,0.10,-1.22,1.29,-19.10,12.08,-213.56
T,0.17,-1.45,0.90,-50.60,41.32,-134.46
T,0.11,-1.34,0.72,-32.41,34.00,-27.83
T,-0.03,-1.22,1.05,6.96,30.94,42.54
T,-0.07,-0.96,1.18,23.56,46.75,83.01
T,-0.22,-0.18,1.41,-14.65,51.15,99.30
T,-0.27,-0.29,1.30,-24.23,94.42,85.08
T,-0.25,-0.24,1.14,-25.39,124.94,96.50
T,-0.22,0.14,0.78,-82.34,138.43,112.37
T,-0.20,0.43,0.53,-105.77,123.96,98.02
T,-0.30,0.12,0.26,-26.31,92.35,28.81
T,-0.23,0.11,0.03,0.12,60.36,24.35
T,-0.19,0.26,-0.07,13.12,17.27,9.09
T,-0.01,0.12,-0.43,-26.00,-65.37,-23.01
T,0.25,0.25,-0.62,-110.78,-247.86,-57.56
T,0.50,0.19,-0.68,117.19,-367.49,-107.42
T,1.18,0.15,1.01,166.63,-517.70,-146.24
T,0.91,-0.77,2.60,260.31,-536.13,-139.28
T,0.51,-0.18,3.76,46.94,-253.30,42.48
T,0.47,0.15,2.34,-33.33,55.91,15.87
T,0.39,-0.19,2.00,37.41,125.49,-15.81
T,0.27,-0.41,1.59,49.44,187.38,10.62
T,0.28,-0.05,1.27,30.52,175.29,53.10
T,0.15,-0.07,1.34,20.94,160.52,54.20
T,0.05,-0.29,1.24,-1.53,188.78,59.57
T,0.07,-0.25,0.64,-18.19,185.85,98.88
T,-0.04,-0.21,0.40,-52.73,148.74,118.16
T,-0.11,0.10,0.45,-78.19,76.17,125.18
T,-0.11,0.16,0.61,-27.95,58.84,103.88
T,-0.07,0.09,0.32,-40.10,34.42,104.61
T,-0.02,0.60,0.27,-33.75,-38.51,112.37
T,-0.00,0.70,0.60,-2.32,-85.14,68.30
T,0.01,0.65,1.06,34.73,-104.00,25.39
T,0.04,1.13,1.12,8.36,-72.14,0.37
T,0.16,1.56,1.26,1.89,-34.67,-65.67
T,0.31,1.16,0.83,-14.77,9.70,-252.93
T,0.38,0.97,0.55,-73.00,-26.92,-316.77
T,0.20,-0.69,1.19,68.36,-45.78,-421.57
T,0.05,-1.38,1.45,20.45,7.32,-203.98
T,0.30,-0.96,0.80,-115.78,47.61,-78.55
T,0.14,-1.01,0.63,-17.15,3.54,-68.79
T,-0.05,-1.05,1.06,0.73,-18.49,-18.13
T,-0.11,-0.77,1.24,16.24,-15.50,18.92
T,-0.19,-0.60,1.33,32.41,13.37,40.16
T,-0.21,-0.48,1.46,11.66,32.47,60.24
T,-0.20,-0.35,1.47,-13.55,61.46,88.07
T,-0.14,0.22,1.16,-68.48,83.98,109.07
T,-0.24,0.17,1.18,-38.45,83.86,60.61
T,-0.29,-0.16,1.06,-15.62,117.31,44.07
T,-0.22,0.00,0.77,-28.63,145.26,69.95
T,-0.16,0.26,0.36,-25.45,146.73,69.95
T,-0.24,0.30,0.09,-16.30,78.37,14.16
T,-0.30,-0.02,0.09,1.10,39.49,-10.25
T,-0.23,0.10,0.01,-19.59,12.33,4.52
T,-0.01,0.42,-0.33,-16.48,-55.30,-4.33
T,0.07,0.38,-0.54,-32.96,-161.01,-51.15
T,0.29,-0.10,-0.31,30.33,-339.90,-108.52
T,0.86,0.40,0.36,124.27,-452.76,-90.58
T,0.98,-0.18,1.75,185.36,-508.12,-149.41
T,0.61,-0.53,3.27,121.09,-358.40,-33.51
T,0.64,0.16,2.66,-21.18,-66.47,25.88
T,0.55,-0.18,2.22,4.03,57.07,-12.57
T,0.44,-0.66,1.78,55.85,168.64,2.62
T,0.48,-0.54,1.42,39.43,193.66,49.26
T,0.29,-0.21,1.19,8.97,155.09,106.99
T,0.10,-0.18,1.41,22.64,161.56,120.91
T,0.13,-0.15,1.17,37.66,203.49,134.22
T,0.19,0.07,0.48,1.83,196.78,154.05
T,-0.05,0.18,0.44,-37.78,118.84,133.48
T,-0.08,0.21,0.41,-14.10,102.36,123.05
T,-0.02,0.43,0.40,-21.97,44.01,103.39
T,-0.03,0.59,0.46,-27.22,1.16,76.54
T,-0.10,0.48,0.78,-8.30,-40.71,17.58
T,-0.12,0.31,0.94,12.15,-35.52,7.87
T,-0.06,0.47,0.83,4.52,-24.66,11.78
T,-0.03,0.69,0.88,-21.67,-32.71,-18.55
T,-0.00,0.63,1.03,10.50,-48.52,-71.29
T,0.03,0.74,1.04,-7.45,-46.39,-105.04
T,0.12,1.05,1.03,-71.53,-30.33,-188.17
T,0.09,0.10,0.66,-46.02,-44.86,-287.29
T,0.11,0.10,0.69,-61.83,-64.03,-265.38
T,0.15,-0.61,1.34,-21.79,-71.66,-282.41
T,0.04,-1.22,1.43,-26.86,-29.97,-210.82
T,0.23,-0.86,0.66,-45.23,31.68,-88.81
T,0.16,-0.77,0.56,-3.30,-6.16,-38.15
T,0.13,-0.62,0.81,19.90,-33.51,-22.77
T,0.06,-0.64,1.06,44.31,-24.17,-8.73
T,0.04,-0.62,1.01,20.02,2.14,13.49
T,0.01,-0.69,1.16,36.07,-1.46,36.62
T,-0.08,-0.41,1.49,-6.59,15.38,84.96
T,-0.12,-0.31,1.69,-4.09,58.35,98.33
T,-0.16,-0.31,1.61,21.79,140.20,130.62
T,-0.04,0.24,1.10,-7.51,177.98,143.68
T,-0.08,0.57,0.92,-31.86,158.39,110.96
T,-0.30,0.01,0.75,9.95,130.13,25.57
T,-0.30,0.02,0.60,-23.99,126.89,48.10
T,-0.23,0.11,0.32,-54.32,120.61,59.02
T,-0.17,0.31,0.05,-26.12,62.07,25.09
T,-0.20,0.10,0.03,8.85,21.48,-19.41
T,-0.13,-0.02,0.07,20.20,-51.27,-26.25
T,0.01,0.12,0.15,29.66,-119.02,-32.78
T,0.06,0.23,-0.05,6.59,-172.73,-44.19
T,0.20,-0.07,0.26,43.15,-285.40,-91.67
T,0.46,-0.16,0.50,10.74,-355.90,-73.61
T,0.66,-0.09,0.65,16.30,-389.16,-66.41
T,0.73,-0.32,1.74,85.88,-414.43,-63.23
T,0.75,-0.18,2.07,47.24,-340.03,-11.11
T,0.75,-0.19,2.44,23.13,-199.71,-3.17
T,0.73,-0.12,2.27,3.48,-32.29,22.28
T,0.68,-0.05,2.13,21.42,57.62,20.94
T,0.68,-0.21,1.51,16.66,173.22,8.30
T,0.53,-0.33,1.27,24.11,197.75,31.37
T,0.41,-0.32,1.32,65.55,227.54,38.27
T,0.35,-0.30,0.97,59.27,254.88,63.48
T,0.32,-0.30,0.77,52.12,237.06,84.53
T,0.19,-0.20,0.59,9.89,190.73,106.26
T,0.04,0.12,0.36,-34.48,126.40,115.17
T,-0.03,0.34,0.31,-18.19,81.42,92.35
T,-0.11,0.30,0.50,-19.96,19.23,37.05
T,-0.12,0.23,0.87,-7.87,-18.07,8.73
T,-0.10,0.35,0.94,-28.69,-8.97,20.02
T,-0.08,0.55,0.85,-36.07,-1.77,17.58
T,0.01,0.87,1.01,-4.70,-11.84,-14.53
T,0.00,0.71,1.01,15.62,-19.96,-79.47
T,0.03,0.81,0.89,-24.29,-34.79,-132.63
T,0.00,0.58,0.87,-41.26,-43.27,-179.81
T,0.05,0.07,0.69,-37.96,-39.86,-218.44
T,0.10,-0.80,0.97,31.68,-59.14,-204.16
T,0.08,-1.00,1.20,-12.57,-44.62,-150.27
T,0.10,-0.65,1.06,-50.05,-7.75,-59.57
T,0.01,-1.01,1.01,14.89,11.60,-38.27
T,-0.07,-1.03,1.11,32.90,24.41,2.93
T,-0.13,-0.49,1.34,3.60,56.40,59.45
T,-0.19,-0.29,1.39,12.51,76.84,60.55
T,-0.23,-0.33,1.36,22.46,98.45,71.35
T,-0.20,-0.19,1.15,-15.87,119.57,85.94
T,-0.24,0.15,1.02,-53.22,126.95,98.33
T,-0.23,0.32,0.76,-8.73,127.01,53.41
T,-0.28,-0.01,0.41,-11.35,112.79,25.33
T,-0.24,0.04,0.21,-3.72,83.68,29.36
T,-0.19,0.26,0.09,10.86,20.20,12.21
T,-0.17,0.13,0.02,23.74,-34.73,-17.82
T,-0.04,0.06,0.03,-2.14,-121.40,-33.57
T,0.00,0.04,0.36,32.78,-193.48,-57.74
T,0.08,-0.15,0.61,47.79,-234.92,-69.34
T,0.31,0.04,0.72,-23.80,-281.74,-35.71
T,0.29,-0.12,0.86,10.01,-323.79,-67.69
T,0.46,0.02,1.00,5.98,-303.59,-54.38
T,0.54,-0.26,1.60,64.82,-282.10,-67.81
T,0.56,-0.48,2.26,91.00,-222.17,-53.16
T,0.50,-0.28,2.62,17.46,-60.36,14.22
T,0.53,-0.21,2.04,13.98,129.15,22.22
T,0.56,-0.34,1.56,36.07,204.04,20.20
T,0.50,-0.40,1.12,34.18,227.05,53.22
T,0.32,-0.36,0.90,36.99,196.35,83.01
T,0.21,-0.25,0.89,41.99,184.02,110.05
T,0.27,0.02,0.31,33.51,162.29,129.76
T,0.01,-0.04,0.44,-6.65,74.22,119.08
T,-0.01,0.11,0.60,-34.06,43.15,110.72
T,-0.00,0.17,0.60,-50.42,6.29,79.59
T,-0.03,0.16,0.68,-30.76,-10.93,80.93
T,0.05,0.44,0.83,13.00,-26.37,76.17
T,0.02,0.50,0.95,-4.70,-36.99,37.48
T,0.04,0.56,1.04,-10.62,-36.56,16.17
T,-0.00,0.66,1.18,13.79,-20.87,-11.60
T,0.11,1.12,1.13,-1.46,-8.85,-79.41
T,0.04,0.81,1.13,11.84,-15.14,-155.40
T,0.15,0.79,0.90,-37.11,0.98,-213.44
T,0.27,0.49,0.87,-53.71,5.25,-279.17
T,0.11,-0.77,0.96,17.40,8.42,-297.24
T,0.19,-0.72,0.81,-48.40,3.11,-164.61
T,0.15,-0.83,0.64,-68.05,-9.95,-131.10
T,0.15,-0.67,0.78,-21.67,-32.29,-69.89
T,0.09,-0.68,1.05,31.25,-38.39,-36.07
T,0.07,-0.52,1.06,28.56,-26.37,-16.42
T,0.05,-0.47,1.04,13.61,-18.13,0.43
T,-0.02,-0.48,1.18,17.94,-19.53,17.21
T,-0.06,-0.38,1.53,13.18,13.24,41.75
T,-0.10,-0.35,1.58,-15.75,81.79,85.02
T,-0.09,-0.25,1.36,-2.26,135.50,108.03
T,-0.08,-0.17,1.02,5.19,151.00,116.15
T,-0.16,0.26,0.89,-23.19,132.14,120.48
T,-0.17,0.46,0.87,9.70,121.22,89.29
T,-0.23,0.05,0.60,33.14,121.03,30.27
T,-0.23,-0.03,0.38,7.08,111.76,37.35
T,-0.24,0.25,0.40,-18.43,83.19,37.90
T,-0.24,0.16,0.13,-40.04,33.63,-1.77
T,-0.26,0.01,0.06,-10.38,-16.78,-14.40
T,-0.25,0.02,0.08,-21.48,-112.06,-7.08
T,-0.02,0.04,0.25,16.30,-198.12,-37.78
T,0.15,0.10,0.29,0.49,-246.70,-48.46
T,0.49,0.18,0.39,-20.94,-355.16,-79.10
T,0.56,-0.35,0.88,-4.58,-403.14,-106.93
T,0.67,-0.55,1.71,3.66,-370.91,-33.33
T,0.56,-0.02,2.29,-17.58,-252.01,14.04
T,0.53,0.06,2.22,-6.10,-133.73,-7.39
T,0.52,-0.55,1.94,21.55,3.05,-36.01
T,0.51,-0.64,1.83,15.20,109.07,32.04
T,0.60,-0.21,1.54,3.54,181.40,59.57
T,0.48,-0.39,0.95,40.16,198.97,37.54
T,0.31,-0.73,1.00,67.20,182.56,52.25
T,0.22,-0.40,0.95,31.80,181.27,134.03
T,0.22,-0.11,0.57,23.13,145.26,159.79
T,0.08,-0.10,0.63,29.05,104.68,141.05
T,-0.01,-0.00,0.63,-1.04,85.02,142.64
T,0.08,0.59,0.40,-57.56,48.03,146.61
T,0.05,0.81,0.55,-3.54,-8.30,84.17
T,0.00,0.69,0.97,16.54,-51.64,-9.03
