Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
V,0.07,0.21,0.16,-25.82,-190.49,-66.77
V,0.33,-0.01,0.28,12.63,-264.16,-83.68
V,0.36,-0.19,0.67,5.68,-316.35,-86.06
V,0.25,-0.26,1.81,15.87,-334.11,-66.89
V,0.18,-0.19,2.13,-13.98,-203.67,-23.44
V,0.23,-0.10,1.96,-21.85,-125.31,-13.61
V,0.31,-0.20,1.56,-36.68,-57.01,-13.61
V,0.29,-0.28,1.42,-48.10,-33.02,-5.68
V,0.28,-0.22,1.30,-13.85,-11.78,14.53
V,0.30,-0.03,1.08,-27.71,-3.11,18.49
V,0.25,0.01,1.01,-16.42,-9.95,9.83
V,0.25,0.07,1.31,-3.54,-27.16,3.60
V,0.25,0.36,1.84,-14.16,-23.32,4.70
V,0.22,0.23,2.47,36.68,19.84,-23.68
V,0.36,0.05,2.94,46.57,209.11,-53.10
V,0.98,0.23,1.46,-0.43,362.18,-68.54
V,0.37,-0.14,-0.37,-148.62,299.62,-79.22
V,0.16,-0.40,-0.79,16.78,167.30,-33.57
V,0.21,-0.40,-0.12,25.94,48.10,-26.31
V,0.23,-0.47,0.23,-11.78,-24.35,-21.00
V,0.10,-0.34,0.47,10.93,-45.17,-0.73
V,-0.01,-0.24,0.60,-9.22,-40.83,8.12
V,-0.06,-0.10,0.73,3.30,-46.08,13.55
V,-0.03,-0.14,0.82,24.41,-49.62,-2.81
V,-0.08,-0.28,1.03,20.75,-57.50,-10.01
V,-0.04,-0.19,1.07,-9.89,-35.52,5.37
V,-0.03,-0.20,1.13,7.87,-29.60,2.62
V,-0.08,-0.36,1.25,35.34,-12.45,3.05
V,-0.04,-0.34,1.17,3.48,9.52,19.71
V,-0.08,-0.36,1.10,-6.90,18.86,23.99
V,-0.12,-0.46,1.08,10.44,27.40,34.85
V,-0.17,-0.41,1.15,11.23,32.84,36.01
V,-0.24,-0.19,1.36,5.92,17.33,56.09
V,-0.19,-0.05,1.14,70.13,49.32,48.46
V,-0.33,0.01,1.05,0.06,53.59,55.85
V,-0.41,-0.03,1.00,20.81,56.34,54.50
V,-0.36,0.09,0.89,4.58,57.31,57.92
V,-0.37,0.12,0.90,8.18,51.88,47.06
V,-0.29,-0.02,0.81,33.81,65.86,37.84
V,-0.24,-0.07,0.77,33.14,62.68,43.21
V,-0.22,-0.04,0.76,14.22,42.05,56.70
V,-0.26,0.11,0.84,12.70,32.47,48.28
V,-0.47,0.21,1.14,23.86,36.32,34.36
V,-0.24,0.14,0.64,15.99,34.36,27.47
V,-0.26,0.19,0.56,-3.23,14.47,28.69
V,-0.26,0.34,0.56,-13.49,3.23,25.63
V,-0.26,0.32,0.50,3.23,-11.84,1.22
V,-0.24,0.28,0.58,20.81,-29.36,-11.35
V,-0.20,0.31,0.63,0.37,-33.20,-14.04
V,-0.03,0.40,0.45,-16.78,-38.27,-21.97
V,0.08,0.45,0.10,-34.67,-67.38,-36.25
V,0.31,0.42,-0.38,-28.87,-171.26,-77.09
V,0.44,0.04,0.37,62.19,-329.59,-152.16
V,0.20,-0.64,1.80,169.37,-376.53,-157.71
V,0.16,-0.23,2.35,-36.99,-201.54,19.90
V,0.20,-0.03,1.80,-82.34,-88.13,11.47
V,0.31,-0.32,1.63,-93.81,-46.14,-10.68
V,0.28,-0.54,1.57,-81.54,-28.14,3.36
V,0.25,-0.33,1.59,-67.93,-10.62,22.16
V,0.18,-0.31,1.11,-42.66,19.04,24.60
V,0.13,-0.13,0.91,-60.55,6.04,29.60
V,0.12,-0.07,0.99,-32.96,-10.56,20.75
V,0.20,-0.09,0.94,-0.24,-6.04,1.89
V,0.23,0.01,0.75,-3.91,-23.50,-1.04
V,0.25,0.07,0.89,-23.50,-49.07,-14.53
V,0.25,0.15,1.41,10.44,-62.68,-23.74
V,0.21,0.19,1.88,13.73,-49.19,-30.70
V,0.21,0.44,2.75,-22.77,21.18,-33.87
V,0.48,0.58,2.92,-20.75,163.09,-94.60
V,0.70,0.13,2.12,-20.75,273.80,-128.36
V,0.78,-0.53,0.12,-57.98,323.43,-114.07
V,0.47,-0.52,-0.88,-90.94,198.06,-89.23
V,0.34,-0.73,-0.51,-49.56,81.05,-81.05
V,0.23,-0.82,0.02,-14.59,19.96,-39.43
V,0.07,-0.67,0.07,-3.66,9.58,1.40
V,-0.08,-0.37,0.22,-6.23,-6.10,25.82
V,-0.16,-0.16,0.53,26.92,-41.93,12.02
V,-0.20,-0.27,0.75,17.58,-50.90,4.88
V,-0.17,-0.25,0.97,15.62,-37.78,9.28
V,-0.17,-0.18,1.01,16.54,-29.60,6.90
V,-0.17,-0.23,1.01,30.94,-26.06,0.18
V,-0.13,-0.33,0.94,47.55,-22.40,1.65
V,-0.12,-0.33,0.95,29.85,-22.58,7.20
V,-0.10,-0.28,0.96,26.98,-15.56,16.05
V,-0.06,-0.43,0.83,27.16,-3.23,20.75
V,-0.09,-0.64,0.87,20.26,-1.77,30.52
V,-0.07,-0.92,0.99,33.39,9.22,65.86
V,-0.23,-0.59,1.23,-4.09,15.87,125.12
V,-0.24,-0.21,1.45,4.70,34.55,139.89
V,-0.33,-0.07,1.44,33.08,85.33,105.41
V,-0.34,-0.08,1.22,34.00,90.58,100.16
V,-0.38,0.04,1.08,13.37,77.09,102.05
V,-0.37,0.44,0.94,-16.97,67.57,94.97
V,-0.32,0.43,0.74,6.84,66.83,57.43
V,-0.36,0.29,0.65,26.43,52.31,26.55
V,-0.33,0.14,0.62,7.69,35.28,10.99
V,-0.29,0.11,0.62,11.47,24.35,14.95
V,-0.28,0.14,0.68,-6.41,13.06,16.11
V,-0.27,0.05,0.64,22.95,10.68,15.32
V,-0.24,0.19,0.59,47.55,6.16,22.52
V,-0.23,0.35,0.50,31.80,-10.01,4.39
V,-0.27,0.20,0.46,38.21,-29.17,-11.78
V,-0.29,0.29,0.52,0.00,-61.52,-5.86
V,-0.16,0.34,0.55,-1.34,-75.87,-28.02
V,-0.14,0.34,0.58,-12.82,-98.33,-40.10
V,0.09,0.20,0.34,1.89,-144.84,-74.34
V,0.23,0.20,0.35,4.03,-204.16,-93.14
V,0.27,-0.15,0.74,11.17,-307.31,-127.81
V,0.31,-0.51,1.64,72.75,-322.94,-96.92
V,0.32,-0.56,2.23,51.82,-266.85,-51.45
V,0.40,-0.30,1.94,-31.07,-129.39,4.15
V,0.37,-0.21,1.53,-68.42,-54.99,19.23
V,0.34,-0.10,1.33,-53.16,-21.61,25.27
V,0.29,-0.10,1.26,-21.97,3.48,19.65
V,0.28,-0.13,1.04,-21.42,23.86,20.57
V,0.28,-0.08,0.91,-19.78,25.27,30.76
V,0.26,-0.01,0.93,-28.44,8.91,28.50
V,0.27,-0.03,0.98,-18.31,0.31,22.64
V,0.30,0.01,0.92,-20.26,-0.06,17.88
V,0.31,0.11,0.86,-6.53,-13.73,14.83
V,0.32,0.22,0.98,-12.15,-29.36,10.62
V,0.34,0.55,1.55,-44.07,-51.82,-5.62
V,0.32,0.63,2.54,-45.59,-24.35,-52.19
V,0.46,0.89,3.33,-40.28,67.63,-92.83
V,0.96,0.42,2.91,-90.45,321.84,-182.13
V,1.42,0.08,0.16,-198.43,439.70,-179.81
V,0.54,-0.93,-1.05,-98.51,281.43,-141.66
V,0.33,-1.15,-0.20,-11.90,125.55,-55.30
V,0.35,-0.76,0.22,19.96,127.08,-6.29
V,0.23,-0.41,-0.06,13.79,109.25,15.69
V,-0.04,-0.40,0.07,0.24,5.00,3.42
V,-0.12,-0.33,0.39,8.00,-40.04,10.93
V,-0.22,-0.31,0.84,9.22,-48.22,6.77
V,-0.22,-0.38,0.88,22.95,-30.33,4.82
V,-0.19,-0.26,0.69,-15.20,-35.83,18.62
V,-0.25,-0.39,0.95,-5.98,-67.14,11.54
V,-0.24,-0.43,1.15,9.95,-51.82,13.18
V,-0.20,-0.33,1.05,25.27,-7.69,25.02
V,-0.14,-0.33,0.74,46.51,0.98,21.79
V,-0.08,-0.28,0.67,34.67,-16.30,25.09
V,0.04,-0.36,0.65,22.71,-27.53,27.16
V,0.12,-0.58,0.64,55.42,-34.30,28.69
V,0.04,-1.10,0.78,65.86,-32.47,59.20
V,-0.15,-0.70,1.22,33.75,-28.99,148.38
V,-0.33,-0.13,1.56,-4.82,-15.08,174.44
V,-0.48,0.46,1.52,-16.36,34.42,149.23
V,-0.55,0.40,1.37,41.26,56.76,80.14
V,-0.56,0.23,1.37,47.18,57.62,58.11
V,-0.51,0.13,1.22,9.03,85.57,61.83
V,-0.39,0.31,0.86,1.46,94.24,70.86
V,-0.34,0.34,0.59,-5.98,59.45,23.86
V,-0.31,0.08,0.57,30.40,33.45,-14.40
V,-0.28,-0.02,0.61,30.76,17.64,-14.04
V,-0.22,-0.05,0.61,27.83,3.60,-2.20
V,-0.17,0.04,0.50,13.37,-4.82,-0.24
V,-0.17,0.00,0.51,13.92,-17.88,-4.33
V,-0.18,0.04,0.46,9.09,-34.91,-4.27
V,-0.19,0.11,0.39,-2.44,-51.82,-5.00
V,-0.16,0.16,0.43,12.45,-93.93,-16.54
V,-0.13,0.01,0.69,33.81,-138.37,-34.97
V,-0.08,-0.01,0.89,12.88,-150.88,-27.53
V,0.01,0.05,0.81,-5.13,-150.02,-25.57
V,0.14,0.02,0.80,-20.87,-196.04,-32.41
V,0.21,-0.04,1.13,-12.51,-228.82,-43.76
V,0.19,-0.04,1.54,-2.99,-193.48,-30.21
V,0.29,-0.02,1.35,2.87,-163.33,-32.10
V,0.30,-0.20,1.51,-5.92,-134.77,-25.82
V,0.33,-0.07,1.41,-23.99,-63.35,-1.53
V,0.35,-0.04,1.32,-25.76,-36.68,-4.52
V,0.37,-0.11,1.15,3.66,-15.75,-5.07
V,0.37,-0.06,1.10,-4.64,-8.85,-0.92
V,0.35,-0.08,1.04,-11.41,-1.10,-0.31
V,0.35,-0.02,0.88,-9.40,-3.66,0.31
V,0.33,-0.06,0.87,-4.09,-9.52,-1.22
V,0.33,0.04,0.94,-8.48,-15.50,3.78
V,0.33,0.11,1.06,-16.30,-13.37,-3.91
V,0.34,0.18,1.22,-10.01,-15.56,-3.48
V,0.27,0.40,1.76,-16.05,-2.26,-22.40
V,0.36,0.06,2.60,92.77,68.18,-51.82
V,0.48,0.55,3.00,34.42,165.71,-28.14
V,1.16,0.98,1.71,3.36,370.12,-115.72
V,1.00,0.08,0.41,-36.74,394.29,-187.50
V,0.33,-0.87,-0.23,-55.97,256.90,-130.13
V,0.10,-0.44,-0.51,-85.82,156.56,-47.06
V,0.06,-0.51,-0.44,-75.26,71.84,-42.18
V,-0.09,-0.50,0.18,-33.63,-9.52,-18.19
V,-0.13,-0.28,0.42,-24.48,-26.92,2.75
V,-0.14,-0.26,0.52,-6.65,-41.32,-4.03
V,-0.20,-0.25,0.81,36.56,-65.73,-2.81
V,-0.22,-0.16,0.98,13.85,-60.61,3.05
V,-0.22,-0.32,0.98,20.69,-40.71,-8.61
V,-0.21,-0.28,0.91,-25.63,-33.39,12.45
V,-0.22,-0.23,0.87,-28.87,-36.56,11.23
V,-0.19,-0.23,0.85,-14.95,-41.14,10.74
V,-0.10,-0.31,0.71,21.06,-43.21,8.18
V,-0.10,-0.39,0.75,7.87,-60.30,15.32
V,-0.14,-0.80,1.10,31.80,-72.39,29.42
V,-0.18,-0.75,1.34,35.16,-41.87,65.86
V,-0.23,-0.43,1.56,22.89,6.29,105.71
V,-0.25,-0.04,1.56,25.45,58.78,125.31
V,-0.33,0.24,1.41,15.93,79.71,115.54
V,-0.40,0.15,1.25,32.41,96.37,79.22
V,-0.34,-0.06,1.06,44.37,116.64,83.31
V,-0.25,0.07,0.72,26.73,117.31,96.19
V,-0.24,0.36,0.53,20.14,83.98,83.74
V,-0.26,0.26,0.56,22.77,53.53,39.55
V,-0.23,0.14,0.48,33.39,40.65,31.62
V,-0.15,0.19,0.41,25.09,9.77,38.33
V,-0.13,0.27,0.35,16.66,-17.82,22.71
V,-0.14,0.28,0.32,5.37,-56.03,-0.43
V,-0.08,0.32,0.29,5.37,-98.08,-20.26
V,0.04,0.34,0.11,7.32,-135.99,-35.52
V,0.23,0.41,0.19,24.66,-232.54,-69.64
V,0.39,-0.05,0.83,62.99,-322.08,-121.83
V,0.40,-0.30,1.25,17.27,-328.92,-86.98
V,0.31,-0.12,1.89,-18.49,-269.23,3.91
V,0.34,0.15,1.74,-44.37,-183.53,26.55
V,0.35,0.05,1.67,-51.15,-117.13,-9.64
V,0.39,-0.05,1.39,-35.16,-58.23,-6.71
V,0.40,-0.08,1.26,-19.47,-45.53,-0.43
V,0.40,0.05,1.20,-27.65,-26.73,13.49
V,0.42,0.15,1.21,-14.83,-19.53,-4.09
V,0.42,0.08,1.15,-0.73,-12.88,-15.44
V,0.37,0.10,1.27,-11.96,-9.09,-12.82
V,0.33,0.21,1.49,-13.24,8.73,-13.55
V,0.31,0.40,2.48,-3.05,56.64,-14.59
V,0.52,0.85,2.95,-47.30,230.35,-28.69
V,1.05,0.90,1.47,-80.02,369.38,-72.63
V,0.75,-0.25,-0.39,-115.60,350.16,-154.17
V,0.16,-0.88,-0.65,-41.81,187.26,-84.90
V,0.15,-0.51,-0.27,-26.86,77.70,-31.86
V,0.09,-0.47,0.10,-40.95,-5.86,-21.12
V,0.01,-0.50,0.46,-2.56,-27.10,-15.08
V,-0.06,-0.29,0.69,1.10,-26.18,8.42
V,-0.09,-0.17,0.61,29.30,-33.26,6.84
V,-0.09,-0.07,0.81,24.54,-55.42,7.75
V,-0.16,-0.16,1.10,23.19,-54.20,-5.13
V,-0.15,-0.21,1.10,16.48,-22.64,-3.60
V,-0.12,-0.21,0.92,-6.47,-15.99,4.46
V,-0.06,-0.24,0.83,-2.69,-28.02,5.19
V,-0.00,-0.35,0.88,17.40,-34.55,1.59
V,0.09,-0.76,0.92,37.96,-22.40,11.84
V,0.12,-0.85,0.83,50.23,-30.46,67.93
V,-0.05,-0.64,1.08,65.43,-51.70,108.64
V,-0.15,0.11,1.67,29.36,-41.63,146.24
V,-0.22,0.42,1.86,26.67,30.03,122.80
V,-0.23,0.42,1.63,38.09,83.37,107.60
V,-0.26,0.43,1.33,21.18,121.46,63.54
V,-0.28,0.22,1.09,14.83,128.66,42.48
V,-0.21,0.13,0.76,-5.98,119.63,41.99
V,-0.24,0.01,0.67,-4.09,104.37,46.94
V,-0.18,0.15,0.51,0.31,89.36,49.44
V,-0.24,0.10,0.46,-3.72,49.32,32.47
V,-0.28,0.15,0.60,15.93,21.42,26.31
V,-0.25,0.17,0.67,16.91,15.14,20.63
V,-0.23,0.25,0.56,0.12,6.16,16.91
V,-0.22,0.26,0.53,1.10,-5.55,6.23
V,-0.19,0.24,0.49,12.02,-23.44,-6.29
V,-0.19,0.30,0.49,1.53,-44.13,-16.05
V,-0.15,0.29,0.44,10.56,-61.77,-27.65
V,0.03,0.54,0.09,-20.39,-121.64,-40.47
V,0.19,0.62,-0.07,-37.29,-230.90,-101.50
V,0.42,0.33,0.31,54.50,-300.90,-170.65
V,0.48,-0.84,1.54,164.25,-359.07,-153.26
V,0.43,-0.18,2.46,4.76,-262.57,44.80
V,0.47,0.37,1.99,-63.54,-140.87,36.74
V,0.42,-0.03,1.48,-42.05,-55.54,-31.62
V,0.42,-0.37,1.48,2.01,-20.75,-41.02
V,0.35,-0.28,1.51,-29.36,14.59,18.07
V,0.37,0.15,1.01,-58.11,35.95,29.30
V,0.30,-0.04,0.89,-12.70,23.32,3.72
V,0.24,-0.19,0.95,-10.80,4.46,13.37
V,0.23,-0.02,0.95,-21.85,3.97,34.91
V,0.26,0.22,0.84,-20.51,4.70,30.94
V,0.28,0.17,0.80,8.91,-11.41,-1.34
V,0.30,0.10,0.86,4.46,-24.60,-8.48
V,0.28,0.24,1.18,-6.29,-38.88,3.85
V,0.28,0.66,1.80,-24.17,-18.62,-18.37
V,0.22,0.58,2.41,-9.09,36.32,-66.10
V,0.38,0.64,2.91,-5.19,195.37,-109.13
V,1.07,0.49,1.10,-74.46,374.51,-160.95
V,0.79,-0.16,0.11,-93.44,346.80,-172.55
V,0.20,-0.70,-0.34,-78.12,215.52,-106.93
V,0.23,-0.48,-0.58,-42.54,137.94,-71.78
V,0.10,-0.68,-0.08,-40.77,-16.05,-53.41
V,0.01,-0.61,0.55,11.60,-39.92,-15.44
V,-0.02,-0.47,0.62,15.50,-27.65,12.39
V,-0.07,-0.21,0.50,25.09,-34.85,19.35
V,-0.14,-0.25,0.77,52.06,-60.18,14.10
V,-0.18,-0.18,1.00,57.74,-59.27,15.75
V,-0.22,-0.07,1.12,28.20,-39.92,19.78
V,-0.22,0.04,1.08,13.61,-33.69,20.81
V,-0.18,-0.20,1.18,11.17,-37.29,3.54
V,-0.04,-0.25,1.20,8.67,-18.55,12.82
V,0.06,-0.42,1.15,35.16,-5.25,13.55
V,0.20,-0.79,1.00,46.26,18.01,33.69
V,0.04,-1.33,0.83,18.62,41.50,85.88
V,-0.13,-0.71,0.66,-18.62,43.33,167.60
V,-0.43,0.49,1.36,29.48,-2.38,187.26
V,-0.54,1.19,1.72,18.74,11.66,156.49
V,-0.60,0.83,1.55,54.20,74.16,68.66
V,-0.44,0.42,1.19,20.87,108.15,47.97
V,-0.39,0.35,0.98,-13.98,112.49,36.87
V,-0.32,0.28,0.57,-11.72,92.41,23.38
V,-0.32,0.17,0.50,-17.21,42.36,6.77
V,-0.32,0.09,0.58,-18.37,23.38,-2.81
V,-0.28,0.03,0.71,-2.62,18.98,1.04
V,-0.26,0.08,0.61,16.48,14.53,3.66
V,-0.27,0.18,0.58,19.47,9.03,0.49
V,-0.30,0.12,0.56,14.16,-2.87,-2.56
V,-0.26,0.18,0.51,21.91,-12.39,-4.33
V,-0.29,0.13,0.65,3.91,-30.40,-15.20
V,-0.27,0.08,0.54,8.18,-36.32,-13.73
V,-0.22,0.14,0.46,1.34,-54.08,-11.29
V,-0.12,0.24,0.25,-47.36,-99.91,-14.28
V,0.09,0.47,-0.14,-80.38,-215.27,-44.07
V,0.26,0.18,0.20,20.63,-299.68,-99.43
V,0.42,-0.36,1.41,123.35,-351.99,-74.46
V,0.34,-0.32,2.14,64.82,-319.09,-10.99
V,0.34,0.35,1.92,-76.97,-148.07,15.56
V,0.38,-0.12,1.26,-6.96,-70.31,-39.67
V,0.37,-0.34,1.27,10.74,-58.41,-27.83
V,0.38,-0.13,1.39,-9.40,-31.92,17.40
V,0.37,0.09,1.19,-32.35,-4.39,10.50
V,0.34,-0.05,1.04,-7.32,2.50,-6.29
V,0.32,-0.15,0.98,-0.79,-6.23,2.44
V,0.31,-0.04,1.00,-8.73,-9.03,13.67
V,0.32,0.12,0.92,-4.52,0.55,12.21
V,0.30,0.01,0.79,-0.55,-11.35,-2.08
V,0.31,0.03,0.88,-5.98,-28.63,8.36
V,0.31,0.69,1.66,-26.12,-43.15,20.94
V,0.26,1.42,3.68,-57.92,62.13,-80.93
V,0.82,0.83,3.56,-47.91,274.66,-179.38
V,1.32,-0.09,0.27,-61.16,479.06,-191.83
V,0.70,-0.56,-0.74,-74.83,384.58,-164.55
V,0.25,-0.79,-0.82,-65.73,140.20,-83.62
V,0.24,-0.83,0.11,-11.05,-5.68,-38.45
V,0.07,-0.72,0.56,8.54,-30.15,-6.77
V,-0.03,-0.26,0.50,-24.66,-9.09,38.02
V,-0.10,-0.09,0.51,-0.61,-34.30,25.09
V,-0.14,-0.18,0.72,14.22,-61.52,12.45
V,-0.19,-0.13,1.10,21.42,-64.58,12.39
V,-0.20,-0.06,1.15,34.24,-43.33,10.01
V,-0.24,-0.08,1.05,16.54,-24.54,2.87
V,-0.23,-0.06,0.97,-3.05,-27.59,0.73
V,-0.22,-0.13,1.04,-2.50,-31.92,-4.70
V,-0.18,-0.18,1.13,4.94,-22.03,-4.82
V,-0.08,-0.21,1.00,28.50,-0.43,0.37
V,-0.00,-0.21,0.86,46.08,-1.77,4.64
V,0.03,-0.40,1.04,53.89,-18.80,10.62
V,0.02,-0.69,1.44,46.33,-7.93,25.21
V,-0.05,-0.74,1.49,-2.01,61.40,89.90
V,-0.19,-0.47,1.31,-44.98,94.79,140.38
V,-0.26,-0.14,1.22,-49.87,104.86,163.88
V,-0.38,0.30,1.03,-22.03,102.66,144.41
V,-0.44,0.47,0.92,10.62,96.44,96.19
V,-0.49,0.33,0.84,24.54,90.82,58.53
V,-0.47,0.23,0.59,-11.47,81.54,52.61
V,-0.44,0.28,0.47,6.53,63.66,51.94
V,-0.40,0.33,0.53,11.96,27.47,36.25
V,-0.38,0.25,0.65,30.70,10.62,3.36
V,-0.37,0.20,0.62,28.14,10.56,-1.59
V,-0.32,0.15,0.56,15.32,4.52,0.43
V,-0.28,0.17,0.51,14.95,-10.56,0.61
V,-0.25,0.22,0.49,0.12,-23.01,-3.36
V,-0.26,0.13,0.46,12.39,-43.95,-18.55
V,-0.23,0.12,0.44,7.14,-60.18,-18.55
V,-0.13,0.18,0.36,-1.77,-98.02,-20.20
V,-0.07,0.22,0.38,-6.29,-156.13,-26.79
V,-0.02,0.26,0.55,7.45,-196.17,-39.73
V,0.19,0.04,0.67,6.84,-235.78,-67.32
V,0.19,-0.29,1.26,7.26,-274.84,-52.25
V,0.20,-0.13,1.61,0.79,-253.42,-18.13
V,0.23,-0.04,1.96,-4.39,-172.24,-13.85
V,0.28,-0.06,1.85,-0.98,-95.52,-14.71
V,0.28,-0.06,1.31,-32.35,-37.66,-1.65
V,0.22,-0.09,1.22,-30.82,-28.50,2.62
V,0.24,-0.07,1.26,-14.40,-21.61,1.16
V,0.26,-0.05,1.10,-16.72,-1.04,2.26
V,0.27,-0.04,0.90,-11.29,-5.55,2.75
V,0.26,-0.06,0.80,-5.86,-15.81,3.85
V,0.28,-0.01,0.78,-1.16,-35.10,8.18
V,0.29,0.01,0.82,-6.04,-50.23,13.49
V,0.31,0.37,1.10,-17.03,-77.09,20.14
V,0.29,0.69,2.27,-18.86,-59.88,-25.63
V,0.19,0.78,3.47,-9.89,30.33,-60.61
V,0.84,0.52,2.77,-18.92,308.84,-131.84
V,1.13,-0.01,0.37,-64.58,411.32,-150.09
V,0.69,-0.54,-0.17,-46.20,349.79,-161.68
V,0.23,-0.63,-0.14,-44.49,212.16,-83.86
V,0.22,-0.53,-0.34,-26.79,137.57,-50.42
V,-0.03,-0.75,0.07,-28.56,16.36,-24.05
V,-0.12,-0.27,0.43,-38.88,-9.64,24.23
V,-0.16,-0.21,0.40,-3.97,-16.97,10.68
V,-0.20,-0.21,0.55,15.14,-42.66,11.54
V,-0.21,-0.16,0.82,46.51,-61.95,8.42
V,-0.24,-0.15,0.94,44.98,-63.23,6.96
V,-0.20,-0.07,0.88,26.18,-52.55,6.96
V,-0.19,-0.14,0.87,34.24,-60.00,2.99
V,-0.13,-0.18,1.05,16.60,-68.18,4.82
V,-0.05,-0.44,1.23,31.01,-50.17,4.03
V,-0.05,-0.72,1.28,31.31,-22.89,21.42
V,-0.11,-0.71,1.48,12.94,2.99,78.86
V,-0.25,-0.36,1.63,-15.44,59.20,138.06
V,-0.34,-0.13,1.49,-24.54,106.32,160.10
V,-0.35,0.33,1.11,0.49,142.46,168.88
V,-0.38,0.50,0.90,6.65,130.13,133.85
V,-0.44,0.22,0.89,-18.07,102.42,93.20
V,-0.47,0.22,0.62,-20.32,86.12,100.89
V,-0.42,0.51,0.48,-20.26,72.75,105.10
V,-0.34,0.38,0.38,24.17,37.78,36.25
V,-0.34,0.06,0.66,28.26,-2.69,7.08
V,-0.32,0.14,0.72,17.33,-2.20,17.46
V,-0.21,0.30,0.56,-1.04,7.02,23.99
V,-0.13,0.26,0.38,15.81,4.27,9.40
V,-0.08,0.26,0.15,6.65,-35.10,-1.16
V,0.11,0.61,-0.49,-64.64,-114.07,-12.39
V,0.40,0.80,-0.91,-120.91,-235.17,-66.71
V,0.71,0.45,0.52,89.11,-436.77,-186.22
V,0.69,-0.26,1.92,85.21,-415.16,-127.26
V,0.47,-0.42,2.57,-29.91,-347.90,-63.35
V,0.47,0.22,1.75,-92.53,-134.83,-2.01
V,0.48,-0.22,1.31,-5.86,-81.42,-57.74
V,0.46,-0.55,1.52,9.58,-66.96,-45.90
V,0.41,-0.31,1.63,-33.51,-16.85,10.68
V,0.44,-0.03,1.18,-56.64,14.89,21.67
V,0.34,-0.27,1.01,-9.09,3.05,-1.59
V,0.32,-0.35,1.14,-5.98,3.48,20.94
V,0.34,-0.09,1.04,-33.20,16.66,41.99
V,0.33,0.09,0.77,-23.56,16.91,29.79
V,0.33,0.06,0.76,13.55,-2.38,15.26
V,0.36,0.07,0.88,5.07,-24.05,16.05
V,0.34,0.56,1.32,-11.90,-24.17,6.16
V,0.32,0.96,1.96,-33.81,5.07,-43.40
V,0.29,0.54,2.75,-38.39,120.85,-148.93
V,0.64,0.29,2.08,-65.92,335.33,-143.86
V,0.90,0.18,0.75,-57.19,390.99,-133.91
V,0.60,-0.57,-0.24,-17.27,300.96,-135.80
V,0.19,-0.83,-0.25,-28.99,138.12,-76.54
V,0.09,-0.80,0.13,-27.40,42.48,-32.65
V,-0.03,-0.54,0.65,-31.25,2.69,6.23
V,-0.06,-0.22,0.59,-20.75,9.03,15.69
V,-0.17,-0.41,0.52,7.08,-0.24,0.61
