Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
F,-0.47,0.44,0.82,50.05,143.19,-24.66
F,-0.37,0.24,0.63,30.82,123.66,-41.87
F,-0.46,0.21,0.60,2.93,81.05,-13.61
F,-0.46,0.21,0.47,-0.55,58.90,-3.23
F,-0.41,0.19,0.39,-6.71,41.08,0.61
F,-0.36,0.28,0.43,-8.67,-5.13,5.37
F,-0.35,0.13,0.54,10.31,-11.47,-4.09
F,-0.31,0.18,0.59,24.35,-32.65,21.36
F,-0.29,0.39,0.61,9.77,-19.65,28.50
F,-0.27,0.32,0.54,-0.79,-34.24,19.71
F,-0.28,0.33,0.91,-0.37,-53.47,16.42
F,-0.30,0.40,0.71,-15.38,-23.44,14.22
F,-0.30,0.50,0.79,-13.49,-34.73,15.69
F,-0.33,0.82,0.75,-12.27,-30.64,7.87
F,-0.32,1.11,0.73,-11.05,-32.23,-17.58
F,-0.36,0.86,0.63,-16.66,-45.04,-80.57
F,-0.33,0.65,0.67,-23.19,-54.81,-103.94
F,-0.20,0.51,0.75,-37.72,-56.40,-124.33
F,-0.22,-0.13,0.83,-23.32,-48.58,-132.63
F,-0.16,-0.29,0.87,-30.15,-41.32,-92.83
F,-0.11,-0.38,0.99,-33.51,-45.04,-71.53
F,-0.05,-0.51,1.24,-7.63,-28.32,-46.14
F,-0.01,-0.54,1.33,-6.77,-6.23,-19.96
F,-0.11,-0.32,0.94,-21.12,38.27,23.99
F,-0.17,-0.42,0.94,1.65,13.31,16.91
F,-0.20,-0.36,1.01,-4.70,11.60,44.80
F,-0.25,-0.11,0.86,-4.33,24.11,77.33
F,-0.27,-0.01,0.72,12.82,11.78,73.97
F,-0.29,-0.05,0.81,23.38,-0.92,72.02
F,-0.36,0.29,0.85,19.47,-0.18,93.38
F,-0.34,0.41,0.78,16.48,-0.12,84.72
F,-0.38,0.30,0.82,18.25,-11.11,63.42
F,-0.37,0.51,0.81,23.50,-15.87,61.89
F,-0.39,0.57,0.81,18.43,-21.48,54.63
F,-0.34,0.55,0.82,14.77,-39.31,45.41
F,-0.29,0.51,0.61,5.86,-38.76,36.62
F,-0.26,0.49,0.83,10.99,-66.47,33.08
F,-0.25,0.96,0.70,-1.83,-50.78,42.48
F,-0.22,1.08,0.85,8.12,-62.81,5.92
F,-0.14,0.91,0.77,-16.30,-46.81,-54.32
F,-0.16,0.71,0.86,-10.31,-56.34,-87.95
F,-0.09,0.61,0.86,-2.81,-53.22,-111.15
F,0.00,0.01,1.01,-15.44,-50.23,-128.54
F,0.07,-0.43,1.12,-35.83,-49.44,-86.91
F,0.09,-0.41,1.25,-25.27,-35.64,-51.70
F,0.06,-0.26,1.15,-19.23,-21.12,-16.85
F,0.02,-0.15,1.03,-13.73,-1.89,-1.34
F,-0.01,-0.03,1.12,-6.04,-9.70,7.69
F,-0.02,0.10,0.92,-4.88,4.03,9.03
F,-0.06,0.20,1.03,0.61,-8.42,7.20
F,-0.06,0.08,0.93,1.53,7.32,0.06
F,-0.02,0.02,1.01,5.25,7.51,6.35
F,-0.00,0.10,1.01,2.99,14.34,15.20
F,0.00,0.07,1.22,18.43,30.88,7.08
F,-0.00,0.01,1.35,28.08,50.23,0.55
F,-0.11,-0.13,1.42,30.33,91.80,1.34
F,-0.28,0.11,1.13,3.54,119.63,18.92
F,-0.39,0.19,1.19,18.86,120.06,7.20
F,-0.52,0.49,1.06,18.55,152.89,12.88
F,-0.54,0.58,0.67,33.20,143.98,-1.83
F,-0.55,0.58,0.55,32.78,108.15,-7.75
F,-0.62,0.47,0.58,16.17,70.13,-21.36
F,-0.65,0.41,0.59,14.83,63.84,-25.33
F,-0.57,0.38,0.45,3.85,70.43,-29.11
F,-0.52,0.30,0.34,-11.41,47.55,-32.17
F,-0.48,0.20,0.42,0.49,26.00,-33.20
F,-0.45,0.14,0.35,0.00,10.25,-19.35
F,-0.38,0.14,0.26,-17.52,-10.56,-10.44
F,-0.37,0.03,0.38,-8.24,-36.56,-2.87
F,-0.31,0.15,0.27,-18.92,-47.06,17.40
F,-0.32,0.15,0.42,-11.84,-82.95,19.29
F,-0.32,0.10,0.56,-11.84,-84.84,21.85
F,-0.32,0.17,0.43,-8.79,-90.88,33.33
F,-0.27,0.32,0.60,-7.14,-115.84,29.91
F,-0.22,0.26,0.88,-12.76,-119.57,13.98
F,-0.14,0.08,0.72,-27.89,-111.08,9.89
F,-0.19,0.02,0.96,-17.40,-127.01,17.58
F,-0.15,0.27,0.90,-21.91,-95.34,32.29
F,-0.10,0.28,0.88,-28.75,-108.15,22.28
F,-0.08,0.13,1.12,-18.55,-114.87,11.78
F,-0.04,0.14,1.17,-10.62,-93.93,13.00
F,0.03,0.31,1.12,-18.62,-85.57,19.29
F,0.04,0.19,1.12,-14.10,-88.56,0.98
F,0.07,0.01,1.34,-5.37,-85.45,2.81
F,0.12,0.06,1.31,-12.94,-64.64,10.68
F,0.14,0.19,1.29,-5.86,-52.80,13.61
F,0.09,0.21,1.19,1.28,-40.34,4.39
F,0.10,0.08,1.33,6.16,-32.17,-7.02
F,0.21,0.14,1.25,-2.20,-22.03,-1.53
F,0.19,0.01,1.22,1.04,-12.88,-2.56
F,0.16,0.08,1.08,15.38,4.64,6.71
F,0.15,0.30,1.28,17.33,14.65,5.00
F,0.17,0.38,1.24,21.97,46.69,-11.35
F,0.16,0.26,1.41,26.86,81.42,-42.72
F,0.14,0.13,1.25,27.22,120.30,-50.29
F,-0.03,0.03,1.12,50.60,137.82,-42.42
F,-0.16,0.15,1.13,62.38,143.68,-31.43
F,-0.26,0.19,0.88,55.48,154.60,-30.94
F,-0.37,0.23,0.70,22.89,110.78,-12.82
F,-0.43,0.16,1.06,13.67,66.59,-8.24
F,-0.45,0.24,0.80,-3.23,101.07,9.77
F,-0.36,0.44,0.72,11.11,55.85,18.55
F,-0.38,0.43,0.83,18.43,40.34,2.08
F,-0.39,0.23,0.60,7.32,44.62,-2.38
F,-0.40,0.31,0.59,0.85,20.51,5.68
F,-0.37,0.31,0.62,10.56,7.93,0.24
F,-0.36,0.27,0.69,6.77,-6.53,-0.73
F,-0.30,0.24,0.56,-4.27,-12.57,-0.79
F,-0.25,0.14,0.69,-2.20,-31.56,-3.23
F,-0.29,0.31,0.86,-3.54,-24.96,16.17
F,-0.31,0.37,0.61,-10.62,-10.19,14.10
F,-0.35,0.31,0.72,-2.50,-43.21,9.34
F,-0.32,0.48,0.68,0.00,-19.41,0.24
F,-0.34,0.63,0.64,-1.83,-30.88,-8.06
F,-0.36,0.92,0.60,-20.81,-45.41,-34.00
F,-0.40,0.73,0.75,-14.77,-57.43,-92.59
F,-0.38,0.55,0.84,-19.29,-47.85,-115.48
F,-0.27,0.39,0.69,-28.26,-34.24,-124.94
F,-0.20,-0.03,0.83,-19.10,-48.83,-135.74
F,-0.06,-0.38,1.07,-24.78,-39.12,-103.39
F,-0.01,-0.59,1.24,-16.36,-20.32,-52.73
F,-0.05,-0.39,1.17,-15.38,3.85,-14.04
F,-0.05,-0.40,0.98,-6.84,5.98,7.08
F,-0.06,-0.29,1.06,-4.82,5.31,33.63
F,-0.09,-0.32,1.08,-2.56,10.56,47.67
F,-0.16,-0.04,0.80,-7.81,32.17,84.05
F,-0.22,0.14,0.80,0.43,19.10,81.12
F,-0.27,0.09,0.94,12.70,2.99,59.39
F,-0.39,0.07,0.77,12.33,13.85,68.85
F,-0.39,0.32,0.67,14.22,5.80,78.74
F,-0.39,0.38,0.78,4.82,-25.39,71.11
F,-0.43,0.38,0.89,8.54,-30.27,53.96
F,-0.39,0.57,0.92,19.10,-23.01,50.90
F,-0.34,0.48,0.77,12.08,-30.46,25.27
F,-0.28,0.24,0.92,1.46,-45.35,20.39
F,-0.23,0.18,0.84,-0.55,-42.05,38.02
F,-0.19,0.32,0.93,8.54,-43.64,43.76
F,-0.17,0.41,0.95,4.03,-38.21,36.87
F,-0.20,0.29,0.88,10.01,-25.09,22.83
F,-0.21,0.47,0.92,6.96,-27.40,24.72
F,-0.22,0.58,0.99,1.59,-32.04,20.51
F,-0.21,0.67,0.99,-2.56,-29.30,-2.14
F,-0.17,0.74,0.95,-4.33,-22.03,-15.99
F,-0.17,0.64,0.97,-19.90,-26.92,-37.41
F,-0.13,0.61,0.88,-25.15,-30.40,-59.75
F,-0.13,0.51,0.88,-26.00,-30.40,-77.64
F,-0.10,0.28,0.88,-22.22,-36.80,-96.62
F,-0.02,0.01,0.94,-19.41,-34.79,-96.01
F,0.02,-0.03,0.89,-20.39,-30.40,-83.37
F,0.08,-0.18,1.04,-23.93,-30.70,-68.97
F,0.11,-0.25,1.00,-16.85,-20.81,-50.96
F,0.09,-0.32,1.13,-12.08,-21.18,-36.01
F,0.08,-0.20,1.10,-12.76,-8.18,-8.54
F,0.06,-0.17,0.95,-13.49,-1.28,1.04
F,0.04,-0.10,1.06,-2.20,-1.40,9.58
F,0.03,-0.05,1.11,0.12,-3.11,10.74
F,-0.00,0.01,0.99,-3.11,12.27,14.59
F,0.01,-0.06,1.02,3.11,17.64,12.88
F,0.02,-0.02,1.02,2.75,23.38,19.65
F,0.02,0.02,1.09,17.88,33.87,20.75
F,-0.03,-0.08,1.12,41.56,53.65,6.35
F,-0.19,-0.05,1.06,43.64,75.50,4.82
F,-0.33,0.34,1.05,31.31,50.66,21.97
F,-0.43,0.30,1.36,47.97,50.90,-14.59
F,-0.52,0.30,1.18,23.68,92.47,-9.52
F,-0.61,0.50,0.94,24.17,107.54,-4.58
F,-0.55,0.49,0.96,31.62,90.09,-8.42
F,-0.51,0.52,1.15,36.80,83.86,-16.72
F,-0.40,0.39,0.82,24.17,106.20,-51.64
F,-0.51,0.20,0.73,9.16,94.24,-50.29
F,-0.53,0.20,0.81,16.36,83.68,-36.87
F,-0.43,0.33,0.71,13.67,101.50,-34.06
F,-0.44,0.30,0.41,2.69,116.27,-43.15
F,-0.43,0.11,0.19,2.93,60.36,-45.29
F,-0.48,-0.03,0.20,10.74,22.46,-20.08
F,-0.45,-0.00,0.05,-3.17,8.54,-3.11
F,-0.36,-0.00,-0.02,-4.27,-49.93,13.31
F,-0.35,0.10,0.20,1.28,-90.88,23.50
F,-0.34,0.08,0.53,1.59,-105.90,22.03
F,-0.31,-0.05,0.33,-8.79,-85.94,39.86
F,-0.27,0.11,0.47,5.49,-106.32,57.86
F,-0.22,0.37,0.64,-5.55,-124.94,57.31
F,-0.14,0.29,0.49,-19.17,-129.52,42.79
F,-0.19,0.36,0.81,-8.67,-160.89,40.59
F,-0.12,0.28,1.01,-19.71,-141.78,22.52
F,-0.04,0.18,1.06,-23.13,-131.23,19.59
F,-0.04,0.35,1.02,-29.11,-124.63,28.14
F,-0.06,0.21,1.31,-31.98,-122.50,10.31
F,0.01,0.07,1.28,-27.10,-102.23,10.19
F,0.09,0.23,1.29,-16.17,-82.15,14.77
F,0.01,0.19,1.12,-18.01,-65.25,5.98
F,0.02,0.11,1.20,-16.97,-73.91,2.08
F,0.14,0.17,1.35,-1.22,-64.33,6.41
F,0.21,0.13,1.24,4.88,-40.47,5.31
F,0.15,0.26,1.05,-1.10,-34.67,6.59
F,0.15,0.10,1.08,-6.96,-29.05,-3.11
F,0.23,0.09,1.15,3.66,-26.86,-1.04
F,0.24,0.17,1.40,4.09,-13.55,1.34
F,0.23,0.25,1.55,7.39,16.24,-7.87
F,0.21,0.21,1.71,18.92,70.56,-33.94
F,0.12,0.15,1.47,22.28,147.03,-38.88
F,0.04,0.21,1.27,21.30,167.97,-31.25
F,-0.14,0.13,1.04,31.68,161.01,-32.47
F,-0.28,0.24,0.95,16.78,145.39,-19.10
F,-0.31,0.25,0.84,5.37,131.16,-11.41
F,-0.40,0.03,0.53,-21.00,82.34,-0.55
F,-0.37,0.25,0.90,-5.37,27.59,32.90
F,-0.30,0.27,0.82,-2.44,44.13,25.76
F,-0.35,0.25,0.67,-14.34,33.02,20.45
F,-0.29,0.21,0.69,-20.75,22.16,8.91
F,-0.27,0.16,0.35,-14.10,-8.30,11.96
F,-0.22,0.16,0.92,-12.33,-34.24,10.80
F,-0.20,0.20,0.69,-35.34,-15.44,16.24
F,-0.18,0.17,0.59,-36.44,-22.64,14.77
F,-0.17,0.43,0.84,-4.27,-45.59,4.88
F,-0.18,0.49,0.83,-10.01,-36.07,-17.21
F,-0.17,0.20,0.85,-11.96,-40.53,-40.41
F,-0.21,0.27,0.83,-8.30,-33.94,-31.07
F,-0.21,0.48,0.86,-12.15,-28.69,-44.25
F,-0.21,0.30,0.86,-6.16,-30.88,-70.62
F,-0.24,0.25,0.85,-1.04,-28.26,-73.36
F,-0.21,0.23,0.94,-15.81,-32.53,-76.66
F,-0.13,-0.02,0.91,-14.47,-29.79,-83.62
F,-0.12,-0.25,1.00,-6.71,-26.55,-81.73
F,-0.09,-0.38,1.08,-1.71,-25.39,-59.08
F,-0.06,-0.38,1.08,-5.37,-14.77,-38.09
F,-0.04,-0.37,1.04,-8.85,-1.89,-18.92
F,-0.04,-0.41,1.00,-5.92,8.61,-1.65
F,-0.05,-0.32,1.09,2.99,2.26,11.05
F,-0.06,-0.29,1.09,0.98,17.88,30.15
F,-0.13,-0.16,0.67,3.54,27.16,52.67
F,-0.11,-0.07,0.97,17.82,-6.77,49.13
F,-0.06,-0.22,0.83,15.69,9.09,53.77
F,-0.15,-0.24,0.83,17.76,4.46,62.19
F,-0.24,0.26,0.86,22.95,0.73,87.28
F,-0.24,0.37,0.79,27.04,-16.91,59.94
F,-0.22,0.18,0.91,11.29,-21.61,45.10
F,-0.24,0.16,0.84,13.12,-12.57,48.34
F,-0.23,0.39,0.89,17.21,-27.95,52.37
F,-0.20,0.46,0.85,3.85,-26.79,43.82
F,-0.19,0.14,0.87,-0.24,-42.85,25.09
F,-0.18,0.22,0.95,3.72,-43.46,33.75
F,-0.16,0.47,0.94,1.83,-39.55,32.59
F,-0.17,0.60,0.92,1.77,-39.00,9.40
F,-0.16,0.65,1.08,8.00,-44.31,-10.93
F,-0.13,0.60,1.02,-8.85,-24.96,-30.64
F,-0.06,0.55,1.08,-13.24,-24.96,-57.86
F,-0.05,0.40,1.01,-13.55,-19.59,-72.33
F,-0.03,0.19,1.01,-17.21,-26.79,-82.64
F,-0.00,0.03,0.85,-20.26,-21.00,-82.82
F,0.04,-0.14,1.06,-11.84,-33.45,-74.52
F,0.09,-0.31,0.96,-17.46,-23.56,-56.70
F,0.09,-0.27,0.99,-14.16,-22.03,-37.72
F,0.08,-0.11,0.99,-8.79,-15.08,-26.49
F,0.11,-0.13,1.13,-0.55,-15.32,-26.18
F,0.13,-0.21,1.03,-2.87,-2.62,-21.85
F,0.15,-0.22,1.19,-6.47,8.00,-4.03
F,0.11,-0.16,1.10,-5.49,23.62,1.53
F,0.10,-0.26,1.21,1.83,28.20,2.87
F,-0.02,-0.24,1.23,-4.76,54.81,25.27
F,-0.05,-0.29,1.18,4.58,65.92,29.17
F,-0.19,-0.07,1.18,27.40,85.63,38.82
F,-0.27,0.06,1.01,37.48,96.50,41.14
F,-0.36,0.28,1.12,33.20,82.46,51.45
F,-0.41,0.45,1.15,38.27,98.94,35.34
F,-0.42,0.50,0.92,34.00,110.41,15.56
F,-0.45,0.43,0.91,28.93,83.92,-7.57
F,-0.45,0.36,0.94,22.09,89.97,-21.55
F,-0.43,0.31,0.75,20.63,108.95,-29.97
F,-0.39,0.19,0.45,13.37,99.30,-39.31
F,-0.38,0.10,0.40,9.22,57.62,-34.12
F,-0.40,0.02,0.31,7.32,37.11,-19.59
F,-0.37,0.16,0.34,11.72,3.85,4.21
F,-0.32,0.16,0.25,13.31,-3.54,2.56
F,-0.26,0.12,0.23,8.24,-48.46,11.47
F,-0.20,0.00,0.32,-14.40,-91.19,33.57
F,-0.19,0.08,0.49,-9.34,-112.18,48.40
F,-0.19,0.21,0.50,-1.95,-111.63,57.43
F,-0.12,0.35,0.83,-7.45,-134.28,42.05
F,-0.11,0.31,0.68,-27.28,-117.92,27.22
F,-0.08,-0.09,0.98,-19.23,-141.54,6.29
F,-0.11,0.09,0.96,-20.51,-118.16,30.52
F,-0.06,0.30,0.95,-31.13,-115.54,30.27
F,0.06,0.31,1.09,-40.34,-126.83,5.31
F,0.06,0.02,1.31,-34.42,-119.26,-16.54
F,0.15,0.07,1.23,-42.91,-96.86,19.53
F,0.18,0.09,1.26,-32.65,-88.93,12.57
F,0.20,0.02,1.25,-15.14,-77.94,-3.17
F,0.12,0.10,1.23,-14.71,-65.31,6.41
F,0.18,0.08,1.28,-17.33,-55.97,0.85
F,0.24,0.10,1.39,-14.16,-37.66,1.16
F,0.20,0.12,1.47,-12.51,-5.86,-7.69
F,0.19,0.06,1.37,-8.24,18.25,-10.56
F,0.18,0.06,1.54,2.20,43.09,-13.55
F,0.22,-0.01,1.48,20.63,103.76,-19.04
F,0.13,-0.00,1.32,29.79,123.17,-14.77
F,-0.03,-0.01,1.14,28.02,123.47,1.34
F,-0.08,0.05,1.16,38.70,122.01,10.68
F,-0.13,0.10,1.14,43.40,125.43,12.21
F,-0.22,0.03,0.88,36.44,129.82,10.19
F,-0.26,0.15,0.81,35.52,108.28,15.01
F,-0.30,0.14,0.71,27.89,82.58,13.43
F,-0.30,0.13,0.75,13.31,41.14,17.64
F,-0.29,0.21,0.76,15.08,36.87,16.36
F,-0.26,0.24,0.50,16.48,34.36,0.18
F,-0.26,0.09,0.61,12.33,3.60,-6.04
F,-0.20,0.19,0.74,7.87,-5.25,14.04
F,-0.22,0.29,0.64,14.53,-5.00,4.82
F,-0.25,0.30,0.66,18.31,-11.35,0.24
F,-0.21,0.51,0.46,13.98,-32.23,-4.76
F,-0.20,0.58,0.87,3.11,-66.77,-29.24
F,-0.22,0.39,0.93,-9.70,-48.58,-44.74
F,-0.24,0.57,0.72,-12.02,-23.68,-41.02
F,-0.24,0.55,0.76,-12.02,-36.32,-59.75
F,-0.25,0.28,0.83,-25.45,-33.14,-79.28
F,-0.24,0.22,0.92,-22.95,-42.79,-74.71
F,-0.22,0.12,0.96,-27.53,-36.93,-73.67
F,-0.13,-0.02,0.98,-16.91,-36.50,-75.87
F,-0.13,-0.15,1.00,-23.44,-16.42,-62.56
F,-0.11,-0.27,1.02,-19.47,-18.62,-56.03
F,-0.13,-0.25,1.00,-13.18,-11.72,-28.08
F,-0.13,-0.18,0.97,-9.58,-10.56,-21.55
F,-0.10,-0.28,1.07,-8.54,-11.11,-16.97
F,-0.05,-0.25,1.06,-2.99,4.70,0.92
F,-0.09,-0.28,0.95,-0.43,9.70,9.77
F,-0.08,-0.14,1.00,6.84,2.69,20.81
F,-0.08,-0.12,0.96,8.73,8.73,25.39
F,-0.06,-0.22,0.88,10.93,8.54,27.40
F,-0.04,-0.23,0.89,9.89,-1.65,46.02
F,-0.11,-0.16,0.84,10.07,-4.21,58.35
F,-0.16,0.02,0.90,14.89,-11.84,68.12
