Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
G,0.02,0.43,0.98,-2.50,-72.75,-3.17
G,0.10,0.49,1.24,-16.60,-79.77,-6.65
G,0.16,0.61,0.99,-33.20,-57.80,-28.08
G,0.08,0.56,1.03,-31.62,-58.11,-48.28
G,0.15,0.47,1.32,-33.87,-50.90,-79.71
G,0.19,0.49,1.20,-56.27,-17.40,-102.42
G,0.24,0.47,1.19,-57.43,-0.85,-120.06
G,0.23,0.07,1.20,-59.57,19.84,-148.56
G,0.14,-0.08,1.19,-70.01,30.21,-147.09
G,0.26,-0.18,1.09,-74.28,56.82,-143.01
G,0.11,-0.62,0.87,-43.64,35.77,-100.71
G,0.08,-0.48,1.04,-30.03,23.44,-67.44
G,-0.00,-0.32,1.16,-41.56,32.90,-43.58
G,0.12,-0.58,0.88,-30.52,57.07,-45.78
G,0.10,-0.68,0.81,-4.46,36.99,-15.62
G,0.05,-0.53,0.97,-0.55,18.68,30.64
G,0.06,-0.40,0.99,8.06,18.62,48.58
G,0.06,-0.37,0.86,5.74,16.60,69.15
G,0.14,-0.31,0.57,1.40,-10.68,94.60
G,0.09,-0.39,0.66,-0.61,-37.96,117.25
G,0.13,0.22,0.90,12.21,-62.50,151.55
G,0.08,0.99,1.10,27.89,-44.49,107.97
G,0.06,0.71,1.04,28.75,-23.80,39.55
G,0.03,0.43,0.95,31.31,-22.46,17.15
G,0.01,0.40,0.99,13.92,-19.10,15.20
G,0.02,0.41,0.91,-5.74,-10.68,5.68
G,0.06,0.27,0.96,-4.27,-13.31,-16.17
G,0.07,0.13,0.92,-3.97,-10.07,-21.67
G,0.06,0.06,1.01,-11.96,-16.24,-10.86
G,0.06,0.09,1.04,-2.99,-16.78,-13.24
G,0.09,0.03,1.04,2.87,-9.83,-18.07
G,0.11,-0.00,1.00,-3.30,1.04,-17.40
G,0.10,-0.01,0.94,-4.88,-3.54,-14.10
G,0.09,0.12,1.00,-8.61,5.19,-9.22
G,0.04,0.21,1.26,-10.74,22.95,-18.74
G,0.03,0.33,1.17,-12.94,53.59,-30.33
G,0.01,0.32,1.07,-31.62,52.25,-73.49
G,-0.01,-0.01,1.21,-22.77,60.79,-94.54
G,-0.04,0.07,1.32,-25.09,69.21,-84.47
G,-0.21,0.06,0.89,-0.31,113.59,-101.07
G,-0.18,-0.25,0.98,18.19,87.34,-121.77
G,-0.14,-0.18,0.88,5.92,102.42,-85.08
G,-0.26,-0.17,1.13,-20.02,47.42,-68.73
G,-0.24,0.07,1.09,-41.87,87.46,-63.90
G,-0.35,-0.51,0.82,-4.09,112.06,-103.76
G,-0.35,-0.39,0.31,14.10,97.53,-44.56
G,-0.37,-0.65,0.66,36.68,14.71,-32.90
G,-0.41,0.27,0.86,-11.60,10.19,28.69
G,-0.38,-0.10,1.10,8.30,18.31,-44.68
G,-0.32,-0.34,0.61,10.62,83.01,-23.13
G,-0.43,-0.32,0.64,19.53,10.13,-2.56
G,-0.40,-0.19,0.72,5.74,-1.28,7.81
G,-0.42,-0.13,0.74,7.02,4.58,9.03
G,-0.40,-0.24,0.66,9.77,-6.16,0.37
G,-0.44,-0.27,0.84,1.95,-21.42,11.54
G,-0.47,-0.15,0.84,12.76,-20.51,23.32
G,-0.45,-0.12,0.97,19.90,-19.84,21.67
G,-0.40,-0.25,0.86,15.14,-9.52,21.91
G,-0.39,-0.37,0.99,10.25,-11.96,44.25
G,-0.34,-0.18,0.94,5.62,-1.53,64.09
G,-0.30,-0.17,0.75,12.21,-3.54,68.85
G,-0.34,-0.00,0.93,18.37,-26.12,88.75
G,-0.34,0.16,0.88,13.06,-11.96,89.48
G,-0.31,0.13,0.85,8.61,-23.80,68.73
G,-0.25,0.00,0.76,6.90,-11.60,64.70
G,-0.29,-0.11,0.57,9.09,-24.66,85.33
G,-0.31,0.45,0.65,10.38,-41.75,111.21
G,-0.29,0.42,0.69,-3.05,-51.03,79.16
G,-0.25,0.13,0.79,-4.15,-52.49,63.23
G,-0.25,0.22,0.59,13.18,-58.65,76.78
G,-0.21,0.48,0.96,8.97,-83.62,76.78
G,-0.17,0.41,0.75,-9.95,-61.16,48.65
G,-0.15,0.31,0.79,-5.49,-73.18,42.48
G,-0.14,0.21,0.84,0.98,-79.65,42.05
G,-0.04,0.52,0.87,-8.06,-89.54,50.35
G,-0.11,0.51,0.99,-7.69,-90.76,35.58
G,-0.07,0.46,0.98,-0.85,-79.10,12.94
G,0.03,0.45,1.09,-9.28,-76.60,-0.43
G,-0.00,0.48,1.02,-15.20,-63.17,-7.14
G,-0.01,0.41,1.22,-22.09,-60.61,-22.40
G,0.05,0.49,1.22,-35.58,-50.48,-34.36
G,0.14,0.34,1.19,-39.12,-34.79,-60.30
G,0.09,0.18,1.11,-32.65,-24.54,-74.46
G,0.11,0.12,1.21,-34.06,-22.64,-74.52
G,0.12,0.10,1.10,-30.09,-12.45,-75.62
G,0.08,0.24,1.32,-25.88,-3.91,-85.21
G,0.08,0.15,1.20,-32.84,18.68,-106.51
G,0.12,-0.20,1.15,-36.01,36.62,-108.64
G,0.12,-0.28,1.02,-28.32,37.48,-86.43
G,0.06,-0.17,1.09,-16.17,38.51,-67.02
G,0.01,-0.20,1.06,-6.35,37.35,-61.34
G,0.03,-0.32,1.15,-8.36,39.18,-54.14
G,0.06,-0.39,1.08,-14.28,52.67,-30.27
G,0.10,-0.54,0.67,-22.03,49.32,-3.72
G,0.02,-0.70,0.90,11.72,20.39,18.31
G,0.06,-0.45,0.88,18.68,8.97,60.85
G,0.02,-0.13,0.76,7.32,11.17,87.77
G,-0.01,0.18,0.65,7.02,-2.14,80.02
G,-0.04,0.18,0.90,33.08,-10.80,71.23
G,-0.07,0.29,0.90,22.95,-13.79,64.09
G,-0.07,0.26,0.82,5.19,-17.40,45.72
G,-0.08,0.34,0.94,24.35,-28.32,30.58
G,-0.04,0.37,0.99,11.35,-17.21,20.87
G,-0.03,0.19,0.94,-4.94,-10.38,5.25
G,-0.05,0.22,0.84,3.85,-9.89,7.75
G,-0.05,0.26,0.95,0.37,-16.97,3.30
G,-0.04,0.17,0.97,2.56,-13.00,-4.03
G,-0.05,0.15,0.99,1.10,-16.48,-5.80
G,-0.03,0.20,1.00,0.92,-7.69,-6.47
G,-0.02,0.14,0.97,-1.77,-2.38,-13.55
G,-0.03,0.02,1.07,2.50,-9.34,-15.87
G,-0.02,0.13,0.89,-1.34,8.48,-7.69
G,-0.01,0.09,0.98,3.66,-1.22,-13.67
G,0.03,0.10,0.99,9.22,16.91,-12.57
G,-0.00,0.28,1.36,13.31,41.08,-14.89
G,-0.06,0.69,1.62,-18.07,78.25,-28.38
G,-0.00,0.85,1.40,-63.29,186.77,-129.27
G,0.00,-0.21,0.62,5.92,249.94,-241.88
G,-0.29,-0.83,0.39,25.70,195.31,-217.35
G,-0.56,-0.19,0.83,-50.35,71.04,-90.70
G,-0.61,-0.22,0.79,-16.30,80.20,-101.01
G,-0.68,-0.32,0.94,-5.31,71.17,-83.44
G,-0.53,-0.56,0.85,22.58,72.08,-78.80
G,-0.51,-0.52,0.63,6.41,71.47,-39.25
G,-0.60,-0.38,0.64,-5.92,28.26,-0.85
G,-0.59,0.03,0.67,-18.43,16.54,-1.59
G,-0.55,-0.31,0.50,10.31,18.25,-33.75
G,-0.55,-0.59,0.41,6.77,-10.99,-6.41
G,-0.49,-0.52,0.49,-3.78,-37.35,24.60
G,-0.43,-0.46,0.60,-8.91,-52.43,49.50
G,-0.34,-0.50,0.86,-0.55,-64.51,80.51
G,-0.29,-0.40,0.74,1.22,-53.10,105.22
G,-0.29,-0.17,0.86,-0.31,-59.69,124.21
G,-0.25,-0.12,0.90,-4.03,-61.04,128.42
G,-0.21,-0.14,1.02,17.33,-48.40,127.38
G,-0.15,0.11,0.87,17.76,-34.00,153.14
G,-0.21,0.36,0.68,1.83,-44.74,141.97
G,-0.24,0.24,0.76,4.64,-51.51,112.24
G,-0.20,0.09,0.51,11.84,-56.34,111.51
G,-0.15,0.09,0.58,17.21,-79.77,123.23
G,-0.16,0.78,0.90,3.72,-103.82,136.17
G,-0.17,0.64,0.67,-10.01,-74.65,68.12
G,-0.15,0.43,0.69,-2.69,-86.24,37.41
G,-0.14,0.24,0.92,0.12,-85.21,46.39
G,-0.04,0.58,0.94,-9.52,-86.49,54.20
G,-0.07,0.48,0.97,-22.83,-74.71,27.83
G,-0.07,0.42,0.81,-17.58,-77.64,3.85
G,-0.04,0.31,1.07,-18.49,-87.95,-4.03
G,0.07,0.27,0.99,-22.16,-77.21,-3.42
G,0.04,0.32,1.01,-21.30,-71.84,-7.20
G,0.06,0.41,1.09,-24.41,-74.40,-13.79
G,0.17,0.23,1.07,-30.09,-59.20,-34.00
G,0.18,0.17,1.18,-29.36,-62.50,-35.40
G,0.15,0.35,1.26,-31.13,-51.64,-31.49
G,0.21,0.27,1.28,-35.34,-28.87,-63.17
G,0.27,0.17,1.21,-33.75,-9.28,-78.67
G,0.23,0.07,1.12,-24.29,-0.55,-87.71
G,0.20,-0.02,1.16,-35.16,8.06,-92.29
G,0.20,0.07,1.14,-40.04,18.49,-88.62
G,0.26,-0.06,0.99,-27.89,44.13,-110.29
G,0.15,-0.40,1.03,-24.23,36.74,-91.00
G,0.11,-0.31,1.10,-29.36,36.32,-64.82
G,0.13,-0.34,0.96,-31.92,51.64,-52.61
G,0.14,-0.52,0.93,-16.36,42.72,-37.23
G,0.10,-0.56,0.98,-13.98,22.40,7.45
G,0.07,-0.36,1.13,-0.24,28.14,42.48
G,0.06,-0.17,0.78,1.16,45.53,50.66
G,0.01,-0.10,0.73,22.58,-1.77,50.23
G,0.01,0.11,0.93,29.05,-10.99,51.39
G,0.03,0.31,0.89,15.50,-1.71,45.72
G,0.01,0.52,0.73,21.00,1.16,23.25
G,0.02,0.50,1.06,33.20,-12.88,-4.27
G,0.05,0.45,1.04,13.24,12.70,-47.24
G,0.01,0.41,1.28,-1.77,31.43,-76.42
G,-0.00,0.33,1.39,-9.64,66.35,-102.29
G,-0.00,0.27,1.43,-48.77,119.02,-132.26
G,0.01,-0.19,1.05,-48.65,155.21,-168.88
G,-0.02,-0.45,0.28,-24.11,173.89,-151.25
G,-0.36,-0.92,0.37,0.61,32.47,-87.71
G,-0.37,-0.33,0.58,-30.27,-10.31,-17.46
G,-0.29,-0.32,0.75,-19.53,-35.03,-23.56
G,-0.29,-0.30,0.80,-2.81,-34.73,1.65
G,-0.28,-0.33,0.73,1.40,-35.58,6.16
G,-0.24,-0.40,0.80,-13.73,-62.81,22.40
G,-0.12,-0.39,1.25,-6.71,-59.94,31.49
G,-0.02,-0.57,1.30,16.30,-25.45,41.93
G,0.03,-1.04,0.98,18.68,-4.94,99.49
G,0.05,-0.69,0.20,7.51,-2.81,175.23
G,0.11,0.60,1.18,46.63,-125.73,248.05
G,-0.06,1.37,1.30,22.64,-56.70,106.93
G,-0.14,0.81,1.34,40.34,-19.04,8.18
G,-0.18,0.54,1.14,20.87,1.28,-32.78
G,-0.20,0.67,1.23,-18.43,32.53,-67.02
G,-0.19,0.43,1.38,-23.86,52.73,-112.18
G,-0.20,-0.10,1.28,-9.34,100.10,-148.62
G,-0.27,-0.46,1.22,-4.76,119.38,-124.88
G,-0.37,-0.47,1.01,-17.27,136.05,-96.25
G,-0.41,-0.62,0.80,16.30,118.59,-67.50
G,-0.45,-0.54,0.94,15.87,92.65,-32.71
G,-0.49,-0.50,0.63,20.51,95.83,4.52
G,-0.47,0.19,0.49,-14.95,48.16,38.88
G,-0.54,0.23,0.85,-4.64,11.90,-0.43
G,-0.48,-0.27,0.45,9.34,49.56,-34.36
G,-0.43,-0.11,0.44,3.66,-15.14,-1.77
G,-0.44,-0.08,0.74,6.23,-36.56,-5.98
G,-0.44,-0.31,0.69,1.71,-9.28,-11.72
G,-0.40,-0.48,0.80,14.83,-12.51,2.99
G,-0.34,-0.50,0.77,-6.53,6.71,44.07
G,-0.33,-0.35,0.60,4.76,2.26,92.29
G,-0.33,-0.24,0.72,16.85,-13.73,117.25
G,-0.26,-0.02,0.73,-0.18,-34.73,141.54
G,-0.27,0.29,0.83,-5.31,-34.06,146.30
G,-0.29,0.38,0.70,-4.52,-34.97,120.97
G,-0.34,0.25,0.75,4.09,-41.87,92.04
G,-0.34,0.30,0.63,-2.75,-50.72,87.10
G,-0.35,0.26,0.77,-1.59,-75.26,74.71
G,-0.27,0.21,0.79,-0.31,-63.11,61.04
G,-0.27,0.19,0.81,0.61,-66.96,62.50
G,-0.28,0.40,0.81,-5.37,-63.29,64.03
G,-0.20,0.37,0.73,-17.33,-70.98,39.61
G,-0.19,0.20,0.90,-13.31,-83.68,26.98
G,-0.20,0.19,0.80,-16.05,-76.60,31.01
G,-0.16,0.14,0.99,-17.09,-85.57,30.88
G,-0.08,0.42,1.01,-16.72,-67.93,30.82
G,-0.09,0.26,0.94,-15.81,-68.48,3.17
G,-0.10,0.22,0.98,-20.20,-66.53,7.20
G,-0.00,0.23,0.98,-22.16,-73.06,0.67
G,0.01,0.27,1.00,-22.16,-62.87,-6.53
G,0.01,0.27,1.04,-24.90,-68.73,-14.71
G,0.06,0.24,1.16,-18.74,-63.23,-16.85
G,0.10,0.27,1.17,-19.78,-53.65,-23.25
G,0.12,0.21,1.11,-23.13,-31.68,-38.02
G,0.12,0.09,1.09,-22.28,-31.56,-52.55
G,0.17,0.07,1.09,-19.29,-28.38,-49.50
G,0.16,0.21,1.12,-25.39,-25.76,-52.31
G,0.13,0.11,1.14,-23.07,-13.55,-68.18
G,0.15,0.05,1.16,-18.49,-6.29,-68.18
G,0.20,0.05,1.17,-27.77,3.05,-66.41
G,0.16,0.03,1.04,-36.56,18.55,-72.08
G,0.12,-0.08,1.02,-24.35,21.97,-78.86
G,0.11,-0.12,1.07,-20.94,33.39,-71.90
G,0.11,-0.25,1.12,-24.72,34.73,-71.04
G,0.09,-0.21,1.00,-22.89,41.87,-56.88
G,0.06,-0.35,0.96,-10.50,27.04,-49.01
G,0.05,-0.25,0.98,-7.57,29.42,-32.78
G,-0.03,-0.05,1.19,-13.24,33.87,-35.95
G,0.10,-0.12,0.74,-7.93,63.42,-49.80
G,-0.01,-0.43,0.81,12.08,28.56,-41.32
G,-0.02,-0.40,0.76,4.58,15.75,-6.41
G,-0.03,-0.17,0.94,-0.92,0.18,15.20
G,-0.05,-0.19,0.89,10.07,-0.24,8.36
G,-0.00,-0.40,0.89,15.26,0.67,11.17
G,0.01,-0.26,0.88,13.85,-5.86,32.78
G,-0.00,-0.19,0.98,11.60,-10.38,38.64
G,0.03,-0.32,0.79,18.37,-2.62,41.26
G,0.05,-0.39,0.76,24.72,-17.76,57.50
G,0.06,-0.01,0.80,21.48,-31.92,95.46
G,0.02,0.26,0.91,23.86,-39.55,91.13
G,0.00,0.53,1.05,37.05,-32.23,57.68
G,0.05,0.38,1.01,16.48,-11.54,22.40
G,0.04,0.39,0.96,7.81,-11.17,17.15
G,0.02,0.39,0.97,1.53,-10.07,3.54
G,0.02,0.21,0.96,-9.58,-8.12,-15.75
G,0.04,0.06,0.93,-6.84,-5.74,-18.74
G,0.04,0.07,1.04,-0.18,-12.76,-13.79
G,0.05,0.10,0.95,-2.38,-4.39,-13.18
G,0.05,0.03,1.03,0.43,-1.04,-16.60
G,0.04,0.06,1.15,8.18,11.96,-16.66
G,-0.00,0.30,1.36,3.85,33.45,-17.58
G,0.01,0.47,1.70,-0.49,101.62,-71.84
G,0.00,0.29,1.45,-1.40,161.93,-113.04
G,-0.08,-0.10,0.83,10.93,205.32,-138.31
G,-0.34,-0.30,0.71,4.09,134.40,-114.87
G,-0.45,-0.37,0.83,5.68,95.58,-86.98
G,-0.49,-0.15,0.83,-7.93,68.42,-40.95
G,-0.50,-0.05,0.93,-10.01,49.50,-39.06
G,-0.44,-0.15,0.84,1.40,57.43,-41.56
G,-0.48,-0.09,0.57,-4.09,31.98,-20.32
G,-0.48,-0.04,0.81,7.32,7.45,-21.91
G,-0.44,-0.06,0.50,5.07,9.09,-28.32
G,-0.41,-0.17,0.74,13.24,-9.70,-26.00
G,-0.39,-0.03,0.75,5.37,-5.62,-19.35
G,-0.43,-0.13,0.73,0.37,-23.38,-30.76
G,-0.43,-0.29,0.80,4.09,-13.12,-24.41
G,-0.41,-0.21,0.81,-3.17,-23.13,-8.91
G,-0.44,-0.24,0.93,4.09,-27.10,-11.35
G,-0.41,-0.31,1.01,1.71,-16.72,-0.73
G,-0.38,-0.23,0.89,-1.95,3.97,20.51
G,-0.37,-0.34,1.03,4.39,-0.37,23.38
G,-0.37,-0.36,0.85,4.76,15.56,41.32
G,-0.34,-0.20,0.83,17.15,1.22,63.35
G,-0.33,-0.13,0.86,7.69,4.82,79.65
G,-0.32,-0.05,0.81,5.98,3.85,85.27
G,-0.32,0.05,0.79,7.20,3.97,85.75
G,-0.33,0.08,0.65,11.66,1.53,78.74
G,-0.34,0.06,0.65,9.09,-12.33,76.48
G,-0.33,0.09,0.58,8.30,-22.64,80.93
G,-0.35,0.21,0.62,6.84,-38.88,82.52
G,-0.31,0.23,0.69,5.00,-44.31,69.76
G,-0.28,0.15,0.69,7.57,-54.99,67.81
G,-0.31,0.31,0.73,4.64,-60.55,73.73
G,-0.24,0.37,0.77,-3.72,-65.06,59.75
G,-0.19,0.17,0.85,-7.75,-71.23,44.43
G,-0.21,0.30,0.70,4.82,-62.13,57.92
G,-0.16,0.41,0.90,-2.87,-74.16,50.66
G,-0.12,0.38,0.90,-11.17,-68.66,32.35
G,-0.17,0.29,0.86,-7.51,-69.27,25.15
G,-0.08,0.31,1.01,-10.86,-82.03,25.21
G,-0.01,0.42,1.04,-13.18,-74.28,22.16
G,-0.06,0.34,0.96,-10.13,-64.45,6.41
G,-0.07,0.33,1.08,-12.51,-70.62,4.58
G,0.04,0.32,1.12,-19.23,-62.68,-3.97
G,0.09,0.32,1.07,-16.24,-56.34,-15.81
G,0.08,0.35,1.13,-18.01,-51.39,-22.22
G,0.08,0.34,1.09,-24.90,-42.97,-30.21
G,0.16,0.33,1.12,-28.75,-37.23,-46.39
G,0.12,0.21,1.10,-25.88,-26.18,-57.98
G,0.09,0.27,1.06,-10.31,-12.21,-55.66
G,0.10,0.21,1.14,-20.69,-19.84,-64.45
G,0.17,0.13,1.12,-28.26,-5.19,-72.81
G,0.14,0.01,1.11,-13.73,4.39,-77.27
G,0.14,-0.06,1.04,-13.00,14.28,-75.81
G,0.14,-0.20,1.00,-28.81,8.42,-58.96
G,0.11,-0.04,1.06,-24.35,9.83,-40.71
G,0.10,-0.05,1.18,-19.04,12.82,-42.91
G,0.11,-0.17,1.01,-12.51,24.11,-47.85
G,0.09,-0.27,1.08,-7.08,25.57,-39.86
G,0.09,-0.27,1.00,-14.04,28.75,-20.87
G,0.06,-0.28,1.06,-0.49,17.64,-8.48
G,0.07,-0.18,0.89,5.31,26.49,0.49
G,0.05,-0.31,0.98,12.15,18.80,11.47
G,0.07,-0.22,0.81,4.94,15.93,26.92
G,0.07,-0.27,0.87,15.56,2.69,32.65
G,0.08,-0.27,0.84,15.87,-1.83,45.10
G,0.11,-0.36,0.70,13.92,-4.82,59.51
G,0.05,-0.03,0.63,15.75,-28.56,94.30
G,0.08,0.47,1.07,26.79,-40.28,98.63
G,0.05,0.59,0.99,20.20,-20.08,70.74
G,0.04,0.59,0.90,19.41,-12.57,24.72
G,0.04,0.40,1.03,9.03,-17.94,3.91
G,0.06,0.32,1.00,-3.42,-9.70,-0.73
G,0.06,0.31,1.01,-6.47,-11.66,-8.54
G,0.07,0.19,1.06,-3.36,-8.85,-18.92
G,0.08,0.03,0.95,-10.38,-1.59,-22.28
G,0.07,0.04,0.88,-2.75,-0.73,-13.79
G,0.06,0.06,1.05,0.24,-11.29,-12.21
G,0.06,0.07,0.99,3.30,0.49,-14.28
G,0.04,0.01,1.01,-1.83,4.46,-16.78
G,0.08,0.02,0.99,-1.16,9.58,-14.89
G,0.06,0.07,1.09,2.62,8.97,-11.96
G,0.08,0.12,1.18,10.68,28.26,-16.05
G,0.11,0.21,1.23,26.06,55.42,-28.50
G,0.06,0.41,1.54,7.87,86.12,-63.29
G,0.08,0.36,1.15,6.04,148.01,-90.45
G,-0.07,0.36,0.91,-30.76,140.44,-114.69
G,-0.17,0.33,1.21,-53.83,122.99,-138.00
G,-0.19,0.01,0.75,-39.79,162.96,-167.85
G,-0.52,-0.94,0.53,16.36,95.83,-148.80
G,-0.58,-0.67,0.63,0.37,65.73,-52.98
G,-0.59,-0.10,0.77,-19.71,-15.69,-8.67
G,-0.53,-0.34,0.83,-4.58,2.08,-18.68
G,-0.54,-0.43,0.84,14.65,1.59,-4.03
G,-0.47,-0.08,0.73,16.54,-7.14,28.63
G,-0.51,0.16,0.81,-4.09,-8.06,7.02
G,-0.50,-0.07,0.90,6.53,-12.27,-24.11
G,-0.40,-0.34,0.81,20.08,-4.76,-18.13
G,-0.40,-0.13,0.72,10.07,-4.39,8.12
G,-0.41,0.12,0.90,-3.05,-29.05,-3.54
G,-0.37,-0.29,0.88,22.52,-8.42,-27.95
G,-0.34,-0.19,0.69,14.28,3.05,-4.33
G,-0.40,0.03,0.91,3.42,-24.29,4.76
G,-0.39,-0.06,0.79,5.68,-9.83,-6.90
G,-0.36,-0.18,0.86,9.95,-17.46,-7.57
