Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
X,0.15,0.10,1.51,12.51,-123.66,30.27
X,0.18,-0.14,1.47,-10.74,-101.20,22.83
X,0.21,-0.11,1.45,-26.86,-74.52,40.41
X,0.21,0.03,1.56,-25.70,-58.23,28.56
X,0.21,-0.18,1.22,-15.08,-17.88,-12.33
X,0.26,-0.31,1.11,-5.74,-6.71,-13.31
X,0.32,-0.47,0.96,3.97,-2.44,-6.23
X,0.34,-0.29,1.15,28.50,4.58,4.70
X,0.35,-0.23,1.46,59.33,26.43,-9.52
X,0.29,-0.20,1.72,106.81,109.31,-43.40
X,0.22,-0.48,1.41,99.18,185.91,-55.24
X,0.14,-0.41,1.32,103.15,198.79,-29.11
X,0.05,-0.34,1.44,138.85,217.77,-11.84
X,0.02,-0.29,1.10,127.87,253.85,5.86
X,-0.07,-0.27,0.68,80.26,237.12,30.09
X,-0.15,-0.16,0.63,23.80,185.00,63.72
X,-0.17,-0.02,0.47,1.53,172.91,79.96
X,-0.23,0.30,0.32,-18.86,123.35,98.88
X,-0.18,0.44,0.35,-19.59,56.46,82.21
X,-0.16,0.37,0.30,-6.65,30.64,53.10
X,-0.13,0.47,0.33,14.47,-8.85,49.74
X,-0.12,0.66,0.37,19.41,-33.81,28.38
X,-0.09,0.32,0.28,15.81,-70.56,-21.36
X,-0.07,0.38,0.27,39.86,-83.25,-1.40
X,-0.01,0.44,0.24,50.23,-101.87,-3.36
X,0.23,0.67,-0.03,70.19,-172.73,-2.99
X,0.31,0.79,0.28,81.18,-341.19,-48.58
X,0.24,0.56,1.18,84.11,-363.71,-100.95
X,0.38,0.53,1.13,23.25,-240.30,-114.56
X,0.43,0.15,1.37,-18.49,-248.29,-128.60
X,0.23,0.03,1.57,-64.39,-182.31,-92.53
X,0.36,-0.16,1.65,-77.27,-130.62,-72.63
X,0.42,-0.20,1.90,-44.25,-77.94,-57.01
X,0.24,0.05,2.00,21.67,37.48,-60.18
X,0.26,0.05,1.09,-16.24,160.03,-73.18
X,0.02,-0.19,1.29,-115.30,110.78,-45.23
X,0.16,-0.11,1.70,-112.61,152.04,64.76
X,-0.11,0.15,1.22,-78.98,227.23,140.32
X,-0.30,0.49,0.77,-78.74,170.35,150.09
X,-0.36,0.01,1.45,92.22,83.31,47.91
X,-0.33,0.30,1.04,10.25,98.94,34.61
X,-0.25,0.69,1.56,45.84,69.52,3.78
X,-0.39,0.13,1.48,92.16,156.07,-59.33
X,-0.25,0.43,0.81,16.17,175.05,-39.25
X,-0.21,1.10,0.91,-60.06,92.59,-27.28
X,-0.10,0.32,0.98,44.37,133.12,-137.76
X,-0.09,0.10,0.38,29.48,160.03,-121.70
X,-0.16,0.11,0.32,72.69,112.67,-115.42
X,-0.13,-0.05,-0.07,27.89,101.14,-122.38
X,-0.11,-0.81,0.06,47.12,17.09,-83.37
X,-0.12,-0.66,-0.23,-1.40,-3.23,-2.93
X,-0.11,-0.89,0.02,-24.72,-60.18,17.40
X,0.15,-0.55,-0.08,8.00,-123.72,79.47
X,0.21,-0.22,0.35,34.73,-171.20,104.61
X,0.20,-1.18,0.78,-13.55,-189.15,116.58
X,0.30,-0.27,0.91,-25.57,-199.46,211.73
X,0.16,0.67,1.36,-20.75,-172.91,251.04
X,0.02,1.16,1.36,-40.22,-150.57,214.60
X,-0.06,0.87,1.53,12.70,-130.31,177.73
X,-0.12,1.21,1.62,64.45,-100.34,189.39
X,0.00,1.81,1.23,36.19,-37.29,135.99
X,-0.02,1.18,1.48,63.66,-38.70,8.73
X,-0.02,0.80,1.41,23.99,14.77,-21.18
X,0.02,0.65,0.97,41.75,40.28,-15.93
X,0.12,0.76,0.89,54.32,43.27,-45.10
X,-0.03,0.53,0.93,-3.05,49.26,-78.25
X,-0.07,0.18,0.96,11.35,79.71,-89.90
X,-0.12,0.24,0.71,47.18,70.07,-52.37
X,-0.29,0.31,1.15,196.04,22.83,-46.51
X,-0.21,0.03,0.15,-33.81,-38.21,22.03
X,-0.12,0.40,0.79,-112.49,-172.55,46.26
X,-0.15,0.32,2.29,-33.08,-75.99,61.77
X,-0.18,0.63,1.12,-26.79,128.17,60.30
