Alpha, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
P,0.47,0.26,2.00,-19.78,-133.24,25.82
P,0.43,0.06,1.86,-22.83,-66.53,5.07
P,0.39,0.00,1.73,-16.42,-26.86,-1.28
P,0.31,0.09,1.58,-9.03,8.00,4.15
P,0.33,0.16,1.57,0.85,29.97,-4.33
P,0.32,0.06,1.05,3.36,74.52,-19.10
P,0.28,-0.03,1.05,24.05,50.23,-9.77
P,0.29,0.07,1.20,32.04,55.85,1.16
P,0.24,0.15,1.22,39.12,90.45,-8.00
P,0.25,0.13,1.30,47.24,110.47,-26.92
P,0.15,-0.01,1.51,62.81,124.82,-37.23
P,-0.09,0.19,1.33,50.29,150.39,-0.79
P,-0.11,0.40,1.22,53.16,154.54,7.14
P,-0.13,0.44,0.85,26.79,160.89,-10.31
P,-0.17,0.12,0.21,1.95,136.78,-29.97
P,-0.15,-0.00,0.24,2.26,67.26,-19.29
P,-0.21,0.02,0.46,12.02,17.88,4.52
P,-0.21,0.29,0.40,-1.95,13.55,20.39
P,-0.20,0.16,0.35,2.14,-18.43,-0.67
P,-0.22,-0.02,0.65,8.06,-44.25,12.94
P,-0.23,0.02,0.80,18.07,-42.72,30.82
P,-0.21,0.21,1.00,33.26,-38.88,49.74
P,-0.24,0.33,1.11,38.15,-15.38,42.30
P,-0.24,0.37,1.03,38.27,2.20,40.77
P,-0.14,0.82,1.09,33.33,6.84,51.51
P,-0.10,1.13,1.19,15.56,12.21,30.46
P,-0.12,1.18,1.05,-0.85,47.55,-45.65
P,-0.12,0.90,0.65,3.72,78.37,-110.84
P,-0.11,0.67,0.51,2.20,76.60,-136.60
P,-0.02,0.50,0.24,-37.17,79.77,-178.41
P,-0.03,-0.08,-0.02,-32.47,7.51,-204.28
P,-0.04,-0.34,0.18,-16.05,-62.62,-178.47
P,-0.04,-0.47,0.44,-4.46,-97.47,-123.05
P,-0.04,-0.41,0.59,-1.04,-121.15,-89.60
P,-0.07,-0.45,0.66,-1.77,-134.89,-70.86
P,-0.00,-0.76,1.02,-7.02,-165.22,-41.87
P,-0.02,-0.96,1.26,1.89,-165.77,0.79
P,0.15,-0.79,1.28,-28.56,-152.53,97.84
P,0.21,-0.77,1.64,-43.21,-162.54,147.03
P,0.21,-0.73,1.85,-9.64,-124.63,182.07
P,0.33,0.50,1.59,-1.22,-41.69,236.63
P,0.18,1.05,0.97,-19.59,-13.79,151.06
P,0.14,0.96,1.29,32.29,-43.95,61.77
P,0.08,0.44,1.10,26.92,-16.91,-4.39
P,0.07,0.31,0.90,-3.36,-1.65,5.68
P,0.11,0.24,0.87,-11.47,-7.69,-2.14
P,0.14,0.03,0.89,5.92,-3.85,-30.09
P,0.16,-0.02,0.87,8.91,-3.23,-29.48
P,0.14,-0.11,0.89,2.01,-13.18,-18.19
P,0.16,0.05,1.01,0.31,-16.60,-8.36
P,0.18,0.05,1.07,-2.50,-7.57,-16.97
P,0.16,-0.01,1.02,0.67,5.19,-25.57
P,0.19,-0.08,1.06,-0.85,6.59,-26.00
P,0.18,-0.06,1.12,-0.43,11.47,-15.38
P,0.14,-0.02,1.26,10.74,24.90,-16.66
P,0.09,0.01,1.20,13.67,45.96,-25.45
P,0.07,-0.23,1.29,15.08,56.64,-33.08
P,-0.07,-0.14,1.51,18.55,56.52,-9.64
P,-0.12,-0.00,1.48,11.78,106.99,-12.02
P,-0.23,0.13,1.17,37.96,137.82,-23.25
P,-0.17,-0.06,1.19,33.51,130.68,-32.65
P,-0.30,0.07,1.02,21.42,131.29,3.05
P,-0.30,0.16,0.90,41.93,130.25,3.05
P,-0.34,0.28,0.79,43.76,132.45,-1.22
P,-0.27,0.29,0.78,38.64,146.79,-29.85
P,-0.26,-0.00,0.15,11.41,131.90,-28.63
P,-0.27,0.08,0.23,17.70,62.87,-6.96
P,-0.28,0.25,0.38,22.16,24.17,-4.82
P,-0.23,0.21,0.27,22.64,19.78,-23.93
P,-0.19,-0.01,0.12,13.31,-6.71,-26.37
P,-0.18,-0.02,0.11,8.36,-57.86,-10.44
P,-0.14,-0.08,0.10,14.83,-95.40,2.08
P,-0.15,0.13,0.38,16.66,-149.29,25.39
P,-0.08,0.10,0.41,10.50,-181.34,23.19
P,-0.03,0.08,0.79,16.30,-201.78,21.85
P,0.11,0.05,0.76,-24.66,-192.26,36.74
P,0.17,0.14,1.02,-27.22,-213.81,42.60
P,0.30,-0.02,1.21,-29.91,-216.67,52.19
P,0.39,0.05,1.36,-56.09,-204.83,75.44
P,0.32,0.16,1.71,-61.46,-204.47,81.91
P,0.43,0.14,1.82,-50.35,-128.54,57.25
P,0.47,0.09,1.70,-20.57,-54.44,20.02
P,0.36,-0.01,1.50,-17.76,-19.47,10.68
P,0.36,0.10,1.27,-10.74,6.04,-1.53
P,0.38,0.07,1.31,0.61,8.30,-12.63
P,0.37,0.07,1.11,5.07,36.13,-19.53
P,0.32,-0.01,0.90,2.50,46.33,-16.11
P,0.29,-0.01,0.83,6.96,41.08,-14.65
P,0.28,0.07,1.05,12.02,41.75,-15.69
P,0.31,0.04,1.06,7.93,69.76,-31.25
P,0.30,-0.01,1.02,7.69,75.07,-34.42
P,0.16,-0.10,1.14,18.07,70.86,-27.34
P,0.06,0.00,1.36,26.25,81.42,-20.94
P,-0.02,-0.01,1.38,46.33,127.01,-33.87
P,-0.11,-0.11,1.09,55.48,153.69,-37.78
P,-0.10,-0.15,1.02,66.77,138.37,-25.09
P,-0.10,-0.23,0.86,54.81,116.88,14.53
P,-0.21,-0.04,0.76,53.41,78.80,61.77
P,-0.22,0.10,0.75,51.33,65.31,73.06
P,-0.23,0.26,0.64,43.58,56.40,78.86
P,-0.24,0.56,0.76,45.17,38.70,61.83
P,-0.21,0.74,0.91,49.26,36.99,39.31
P,-0.14,0.93,0.86,34.12,58.53,1.46
P,-0.16,0.74,0.70,24.90,51.64,-24.78
P,-0.19,0.74,0.78,14.65,28.99,-37.84
P,-0.18,0.75,0.57,-9.58,37.72,-65.73
P,-0.16,0.62,0.43,-12.21,30.64,-94.54
P,-0.20,0.50,0.21,-5.80,6.16,-119.26
P,-0.06,0.29,0.19,-5.31,-45.90,-142.27
P,-0.10,0.02,0.34,-10.38,-89.60,-136.54
P,-0.13,0.08,0.57,-25.76,-99.18,-122.19
P,-0.04,-0.15,0.72,-22.28,-98.45,-132.14
P,-0.00,-0.59,0.68,-20.39,-92.04,-108.95
P,-0.08,-0.69,0.88,-16.48,-105.22,-58.96
P,-0.04,-0.89,0.90,-15.32,-106.81,-25.57
P,0.05,-0.96,1.05,-15.32,-115.36,49.38
P,0.06,-0.91,1.39,-10.80,-133.12,139.10
P,0.11,-0.59,1.58,-9.16,-106.38,194.76
P,0.26,0.50,1.56,-17.88,-59.27,246.28
P,0.17,1.30,1.48,-9.64,-25.02,204.59
P,-0.00,0.99,1.04,28.69,4.46,41.69
P,-0.09,0.39,1.13,29.60,-3.72,-15.99
P,-0.05,0.25,0.88,0.49,8.06,-1.10
P,0.01,0.41,0.92,-8.85,-5.86,4.33
P,0.02,0.16,1.01,-4.58,-1.34,-30.82
P,-0.01,0.04,0.90,-6.90,10.01,-27.40
P,-0.02,-0.01,0.84,-3.54,2.01,-17.82
P,-0.01,0.06,1.00,-0.18,-5.98,-13.98
P,-0.01,0.03,1.08,11.29,6.71,-18.55
P,-0.01,-0.04,0.99,9.52,20.20,-18.25
P,-0.05,-0.01,0.93,9.46,14.71,-12.88
P,-0.04,0.11,1.12,13.79,-0.18,-9.16
P,-0.04,0.06,0.94,0.00,19.47,-15.20
P,-0.06,-0.04,0.85,2.87,12.57,-11.05
P,-0.06,0.02,0.85,2.20,-1.16,-4.94
P,-0.07,-0.03,0.85,-5.37,-3.72,-3.91
P,-0.03,0.01,1.00,-3.30,-9.58,2.50
P,-0.05,0.06,0.96,5.68,-7.14,-0.79
P,-0.05,0.18,1.06,9.64,-11.84,-1.71
P,-0.05,0.16,1.01,-3.78,-7.81,-14.22
P,-0.03,-0.02,1.12,-7.08,-13.67,-19.71
P,-0.07,-0.06,1.43,-6.16,-6.90,-5.74
P,-0.09,0.08,1.52,6.23,26.55,-0.85
P,-0.10,0.00,1.42,6.47,47.97,-11.60
P,-0.20,-0.03,1.53,21.06,61.77,-16.66
P,-0.21,-0.06,1.49,23.50,96.62,-8.48
P,-0.26,0.07,1.24,24.60,125.73,0.43
P,-0.31,0.16,1.01,31.56,127.50,-2.62
P,-0.31,0.14,0.92,26.49,126.22,-7.69
P,-0.32,0.08,0.62,20.39,124.08,-7.81
P,-0.24,0.19,0.38,19.78,107.30,-9.34
P,-0.19,0.13,0.27,22.52,80.57,-17.33
P,-0.13,0.07,0.22,5.55,29.11,-13.12
P,-0.12,0.03,0.10,-2.50,-1.04,-2.93
P,-0.10,0.12,0.07,-5.55,-30.46,10.62
P,-0.13,0.12,0.05,7.14,-57.62,4.03
P,-0.11,0.12,0.12,4.94,-88.87,2.32
P,-0.14,-0.12,0.30,-4.27,-133.48,2.87
P,-0.08,0.17,0.56,-8.79,-160.64,30.03
P,0.07,0.21,0.71,-9.22,-175.35,27.04
P,0.22,-0.10,0.84,-1.04,-193.73,21.30
P,0.13,-0.04,0.94,-13.12,-198.43,62.81
P,0.24,0.06,1.18,-7.69,-201.78,73.85
P,0.33,-0.00,1.59,7.87,-181.76,91.37
P,0.33,0.64,1.85,0.55,-158.51,114.07
P,0.35,0.45,1.84,5.00,-85.57,31.98
P,0.38,0.31,1.86,6.59,-35.64,-2.44
P,0.29,0.30,1.72,4.15,2.99,-14.65
P,0.25,0.40,1.51,1.28,40.59,-36.62
P,0.25,0.17,1.43,10.62,63.11,-56.40
P,0.16,0.10,1.45,13.61,77.45,-47.18
P,0.14,0.17,1.60,24.23,111.33,-47.42
P,0.06,0.19,1.46,40.95,153.08,-49.80
P,0.02,0.21,1.31,62.01,180.36,-54.93
P,0.00,0.21,0.97,49.13,195.80,-40.89
P,-0.02,0.20,0.66,34.18,189.88,-25.51
P,-0.08,0.08,0.43,33.57,125.37,-12.15
P,-0.11,0.06,0.24,18.68,67.75,4.21
P,-0.15,0.11,0.42,14.65,24.29,2.44
P,-0.19,0.10,0.24,-24.84,14.16,11.90
P,-0.26,0.22,0.35,-22.89,-15.87,15.81
P,-0.25,0.01,0.63,12.02,-34.42,5.07
P,-0.23,0.37,0.88,15.01,-32.47,46.02
P,-0.22,0.60,1.08,19.23,-32.78,38.64
P,-0.25,0.67,1.15,25.63,6.29,10.38
P,-0.25,0.94,1.04,12.33,45.17,-20.63
P,-0.27,0.89,0.82,2.20,58.90,-54.50
P,-0.20,0.57,0.52,-12.70,44.07,-95.58
P,-0.22,0.34,0.48,-7.87,14.10,-105.47
P,-0.20,0.28,0.42,-9.34,-11.96,-101.56
P,-0.17,0.18,0.43,-10.68,-43.52,-114.26
P,-0.12,-0.06,0.56,-7.39,-68.66,-117.49
P,-0.22,-0.09,0.69,-19.65,-61.16,-89.29
P,-0.22,-0.08,0.62,-18.01,-64.64,-91.55
P,-0.19,-0.19,0.68,-21.85,-78.80,-88.44
P,-0.18,-0.44,0.86,-19.96,-92.16,-71.23
P,-0.10,-0.55,0.95,-26.00,-97.84,-52.86
P,-0.08,-0.88,1.15,-7.81,-104.19,-22.95
P,0.03,-0.78,1.15,-9.22,-97.66,59.08
P,0.06,-0.59,1.36,-3.11,-109.74,98.02
P,0.04,-0.36,1.42,2.87,-70.13,139.28
P,0.11,0.38,1.49,1.65,-42.66,168.15
P,0.04,0.89,1.33,-3.91,-11.66,143.80
P,-0.04,0.62,1.21,22.77,-7.63,43.70
P,-0.09,0.38,1.20,11.35,1.34,17.94
P,-0.07,0.23,0.84,-5.43,10.31,29.30
P,-0.05,0.15,0.83,-5.19,-2.75,25.15
P,-0.04,0.23,0.94,0.92,-8.54,15.99
P,-0.05,0.23,0.95,-1.71,-0.61,2.26
P,-0.03,0.07,0.93,4.21,2.50,-8.12
P,-0.03,0.04,0.89,5.49,3.72,-6.35
P,-0.02,0.08,1.04,7.02,-4.33,-3.17
P,-0.03,0.04,1.07,7.69,0.24,-6.23
P,-0.02,0.01,1.09,9.40,14.59,-8.12
P,-0.03,0.03,0.94,5.74,18.43,-4.52
P,-0.04,0.01,0.99,5.74,6.47,-2.69
P,-0.05,0.03,1.03,7.51,11.47,2.14
P,-0.07,0.07,1.01,10.80,20.94,1.10
P,-0.06,0.08,0.83,14.65,23.93,-2.32
P,-0.08,0.08,0.83,17.33,6.59,-4.58
P,-0.09,0.07,0.90,15.20,-1.83,0.31
P,-0.06,0.15,0.73,10.19,3.42,4.33
P,-0.13,0.10,1.11,28.44,-26.00,-6.41
P,-0.22,-0.04,1.37,21.00,-15.14,-10.62
P,-0.22,-0.04,1.36,18.74,33.45,4.27
P,-0.24,0.18,1.35,23.93,57.25,10.56
P,-0.37,0.28,1.38,46.45,67.02,-3.97
P,-0.29,0.27,1.56,56.88,81.48,-17.15
P,-0.29,0.34,1.32,45.59,117.55,-12.08
P,-0.29,0.39,0.97,31.01,132.75,-17.46
P,-0.32,0.28,0.66,25.45,126.04,-29.42
P,-0.31,0.25,0.54,15.32,108.22,-29.91
P,-0.25,0.20,0.37,10.38,91.00,-39.31
P,-0.22,0.12,0.26,9.52,66.35,-35.83
P,-0.16,0.04,0.20,7.32,28.87,-25.76
P,-0.08,0.02,-0.08,-6.71,-10.80,-4.76
P,-0.05,0.02,-0.25,-2.14,-60.36,-1.46
P,-0.01,-0.21,0.11,3.48,-158.45,16.36
P,-0.07,0.02,0.27,-43.88,-179.08,62.50
P,0.03,0.09,0.24,-46.69,-198.73,59.63
P,0.11,0.01,0.78,-14.65,-262.02,53.53
P,0.21,0.20,0.97,-49.19,-256.77,87.59
P,0.29,0.12,1.68,-55.54,-261.35,78.74
P,0.41,0.17,1.58,-37.60,-154.72,71.59
P,0.44,0.20,1.90,-15.81,-144.04,54.63
P,0.40,0.46,2.04,-17.94,-70.68,31.98
P,0.36,0.06,2.03,3.42,-1.53,-28.69
P,0.34,0.14,1.89,16.11,49.50,-22.71
P,0.29,0.22,1.14,6.77,94.30,-35.46
P,0.21,0.01,1.33,15.50,60.24,-38.88
P,0.12,0.10,1.41,14.10,83.13,-16.78
P,0.07,0.18,1.45,40.77,134.16,-24.60
P,0.12,0.21,1.13,50.84,181.03,-43.76
P,0.05,-0.09,0.79,52.43,168.15,-59.94
P,-0.02,-0.13,0.84,52.86,125.92,-15.62
P,-0.08,-0.04,0.74,63.66,126.22,11.29
P,-0.19,0.27,0.44,44.98,121.15,43.27
P,-0.21,0.48,0.37,31.37,93.93,35.95
P,-0.22,0.72,0.40,11.11,54.99,6.10
P,-0.14,0.96,0.69,2.20,3.42,-30.88
P,-0.11,0.83,0.82,16.66,-1.46,-71.47
P,-0.11,0.55,0.62,-6.77,20.26,-109.80
P,-0.13,0.38,0.39,-24.11,-4.52,-118.71
P,-0.13,0.24,0.39,-23.07,-30.58,-125.92
P,-0.15,-0.08,0.65,-11.17,-62.01,-130.13
P,-0.12,-0.15,0.54,-34.24,-56.34,-103.39
P,-0.15,-0.26,0.63,-32.47,-71.41,-96.62
P,-0.24,-0.44,0.74,-39.00,-73.06,-75.50
P,-0.24,-0.61,0.76,-32.78,-69.58,-59.69
P,-0.15,-0.73,0.73,-26.92,-78.92,-19.90
P,-0.14,-0.91,1.09,-10.38,-115.36,25.51
P,-0.07,-0.89,1.31,5.98,-112.85,70.07
P,0.05,-0.54,1.38,0.85,-90.09,147.52
P,0.12,0.16,1.48,-6.23,-73.36,185.79
P,0.11,0.72,1.42,-2.56,-48.28,169.92
P,0.02,0.78,1.47,15.62,-19.35,77.09
P,-0.06,0.52,1.01,10.99,21.06,36.87
P,-0.11,0.30,0.87,-0.55,-17.76,18.31
P,-0.10,0.28,1.02,-9.70,-19.29,12.51
P,-0.05,0.31,1.00,-2.50,-7.08,-0.61
P,-0.00,0.13,0.86,-3.54,2.01,-22.71
P,-0.04,-0.06,0.95,3.66,-17.82,-21.36
P,-0.01,0.01,0.99,3.42,-13.31,-9.58
P,-0.00,0.08,0.96,1.83,-5.37,-11.72
P,0.01,0.04,0.99,2.26,-10.19,-20.57
P,0.01,-0.08,1.08,2.01,-6.65,-18.98
P,0.00,-0.06,0.96,-2.08,3.85,-8.73
P,-0.01,0.03,0.92,-2.62,-1.16,-3.60
P,-0.01,-0.03,1.06,11.72,-3.42,-10.99
P,-0.01,-0.04,1.13,16.17,4.52,-12.08
P,-0.06,-0.02,1.15,16.36,22.52,-5.07
P,-0.15,-0.03,1.32,29.17,31.49,-7.32
P,-0.19,-0.05,1.37,41.20,54.50,-10.68
P,-0.22,0.04,1.25,47.24,84.35,-8.30
P,-0.27,0.15,1.22,51.82,85.57,-0.49
P,-0.25,0.34,1.26,51.33,84.11,4.58
P,-0.21,0.40,1.19,52.55,100.22,-14.22
P,-0.21,0.40,0.98,37.35,117.74,-25.21
P,-0.24,0.22,0.72,25.27,105.29,-38.57
P,-0.25,0.16,0.61,11.35,80.99,-36.25
P,-0.28,0.06,0.44,1.89,73.49,-34.06
P,-0.27,0.02,0.32,1.46,39.00,-20.26
P,-0.28,0.03,0.25,0.43,16.17,-13.12
P,-0.28,0.01,0.13,-2.08,0.12,-5.07
P,-0.24,0.10,-0.02,-11.54,-46.88,3.17
P,-0.23,-0.05,0.18,3.66,-85.39,-8.18
P,-0.15,-0.06,0.37,-1.40,-111.27,11.96
P,-0.07,0.18,0.61,-10.25,-135.31,20.26
P,0.04,0.11,0.62,-11.05,-136.11,12.33
P,0.09,0.05,0.91,-17.52,-167.30,19.84
P,0.15,0.14,1.21,-23.93,-162.11,29.60
P,0.20,0.03,1.43,-15.56,-152.10,15.50
P,0.13,0.14,0.96,-33.02,-93.38,61.58
P,0.17,0.30,1.21,-27.34,-136.35,57.01
P,0.15,0.21,1.45,-51.03,-131.41,31.80
P,0.20,0.02,1.47,-32.65,-95.70,7.69
P,0.17,-0.06,1.54,-19.78,-75.01,11.60
P,0.24,0.07,1.50,-28.81,-39.92,21.18
P,0.29,-0.01,1.63,-7.20,-22.77,-4.33
P,0.31,-0.12,1.51,6.53,13.43,-8.06
P,0.27,-0.09,1.35,16.97,53.16,1.34
P,0.21,-0.04,1.31,25.82,69.15,4.33
P,0.14,-0.05,1.29,47.91,91.25,0.85
P,0.06,0.00,1.25,71.53,124.82,-7.75
P,0.05,0.07,1.20,80.44,145.81,-19.35
P,-0.00,0.05,1.01,74.95,156.74,-21.97
P,-0.03,0.18,0.79,51.27,147.34,4.88
P,-0.08,0.22,0.66,42.42,124.21,13.85
P,-0.14,0.29,0.64,37.54,69.21,17.15
P,-0.16,0.36,0.65,39.00,45.84,9.34
P,-0.19,0.37,0.64,21.00,36.44,-13.00
P,-0.19,0.38,0.63,8.18,31.56,-19.35
P,-0.21,0.56,0.74,0.85,21.18,-18.13
P,-0.21,0.72,0.63,-9.16,26.31,-34.73
P,-0.21,0.55,0.65,12.08,3.30,-70.13
P,-0.21,0.42,0.68,11.66,-0.98,-79.41
P,-0.19,0.49,0.65,-6.84,2.01,-84.59
P,-0.18,0.45,0.54,-11.54,0.98,-98.14
P,-0.16,0.08,0.49,-3.11,-30.52,-116.33
P,-0.16,-0.02,0.75,-5.98,-61.77,-94.06
P,-0.16,0.00,0.70,-21.42,-48.95,-83.01
P,-0.12,-0.05,0.57,-25.57,-61.10,-84.53
P,-0.08,-0.41,0.79,-14.65,-82.76,-86.79
P,-0.10,-0.46,0.78,-18.68,-68.18,-64.03
P,-0.09,-0.44,0.73,-15.14,-84.47,-32.90
P,-0.05,-0.41,1.01,-6.65,-106.99,-22.89
P,0.06,-0.61,1.05,-0.73,-100.52,-8.24
P,-0.00,-0.61,1.29,6.59,-104.86,35.28
P,0.06,-0.51,1.37,10.13,-94.30,65.25
P,0.11,-0.21,1.39,14.34,-72.02,88.07
P,0.11,-0.30,1.39,28.69,-55.05,91.61
P,0.13,-0.06,1.50,30.94,-37.96,114.87
P,0.18,0.61,1.40,16.72,-1.40,128.17
P,0.11,0.87,1.07,12.08,19.41,93.99
P,0.03,0.57,1.08,39.61,-1.04,14.89
P,0.02,0.42,0.84,12.57,16.30,7.57
P,0.01,0.34,0.74,-4.52,8.97,5.68
P,0.05,0.27,0.84,1.40,-8.79,-4.58
P,0.07,0.20,0.86,6.47,-5.43,-20.63
P,0.08,0.07,0.85,1.89,-3.36,-22.16
P,0.09,0.04,0.89,2.75,-8.24,-10.62
P,0.08,0.03,0.98,13.73,-12.94,-8.36
P,0.08,0.06,1.11,9.52,-1.65,-10.07
P,0.03,0.03,1.25,-2.38,14.28,-17.88
P,-0.02,-0.10,1.32,-2.62,25.82,-23.99
P,-0.10,-0.14,1.28,1.77,52.55,-11.11
P,-0.15,-0.04,1.24,8.48,65.37,-1.28
P,-0.17,0.04,1.28,29.97,72.39,4.33
P,-0.18,0.14,1.13,24.23,87.46,6.96
P,-0.22,0.20,1.18,24.72,78.67,12.51
P,-0.20,0.34,1.19,21.97,92.10,10.86
P,-0.21,0.28,0.99,24.29,120.00,-10.25
